"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00178817","2018-06-20","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  117",",,7","  139",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-21","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  139",",,7","  178",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-22","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   83",",,7","  111",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-23","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  106",",,7","  128",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-24","44.2822","-70.2561","172.2","TURNER, ME US","  107",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  106",",,7","  117",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-25","44.2822","-70.2561","172.2","TURNER, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  117",",,7","  139",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-26","44.2822","-70.2561","172.2","TURNER, ME US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   89",",,7","  111",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-27","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  111",",,7","  122",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-28","44.2822","-70.2561","172.2","TURNER, ME US","  165",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  122",",,7","  161",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-06-29","44.2822","-70.2561","172.2","TURNER, ME US","  132",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  161",",,7","  183",",,7,0700","    1",",,7",,,,,,,,,,
"USC00178817","2018-06-30","44.2822","-70.2561","172.2","TURNER, ME US","  104",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  183",",,7","  200",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00178817","2018-07-01","44.2822","-70.2561","172.2","TURNER, ME US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  200",",,7","  222",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00178817","2018-07-02","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  200",",,7","  200",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-07-03","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7","  183",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-07-04","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  183",",,7","  222",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-07-05","44.2822","-70.2561","172.2","TURNER, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  206",",,7","  222",",,7,0700",,,,,,,,,,,,
"USC00178817","2018-07-06","44.2822","-70.2561","172.2","TURNER, ME US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  222",",,7","  244",",,7,0700",,,"    1",",,7",,,,,,,,
