"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00398420","2018-07-31","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-01","45.0499","-98.09559","406.9","TURTON, SD US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-02","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-03","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-04","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-05","45.0499","-98.09559","406.9","TURTON, SD US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-06","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-07","45.0499","-98.09559","406.9","TURTON, SD US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-08","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-09","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-10","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-11","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-12","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-13","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-14","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-15","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-16","45.0499","-98.09559","406.9","TURTON, SD US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-17","45.0499","-98.09559","406.9","TURTON, SD US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-18","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-19","45.0499","-98.09559","406.9","TURTON, SD US","  114",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-20","45.0499","-98.09559","406.9","TURTON, SD US","   94",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-21","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-22","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-23","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-24","45.0499","-98.09559","406.9","TURTON, SD US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-25","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-26","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-27","45.0499","-98.09559","406.9","TURTON, SD US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-28","45.0499","-98.09559","406.9","TURTON, SD US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-29","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-30","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-08-31","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-01","45.0499","-98.09559","406.9","TURTON, SD US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-02","45.0499","-98.09559","406.9","TURTON, SD US","   94",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-03","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-04","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-05","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-06","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-07","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   94",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-08","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-09","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-10","45.0499","-98.09559","406.9","TURTON, SD US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-11","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-12","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-13","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-14","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-15","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  167",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-16","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-17","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-18","45.0499","-98.09559","406.9","TURTON, SD US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   83",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-19","45.0499","-98.09559","406.9","TURTON, SD US","  267",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-20","45.0499","-98.09559","406.9","TURTON, SD US","  109",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-21","45.0499","-98.09559","406.9","TURTON, SD US","   89",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-22","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-23","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-24","45.0499","-98.09559","406.9","TURTON, SD US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-25","45.0499","-98.09559","406.9","TURTON, SD US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   61",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-26","45.0499","-98.09559","406.9","TURTON, SD US","  102",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-27","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-28","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","    6",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-29","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","    6",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-09-30","45.0499","-98.09559","406.9","TURTON, SD US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-01","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-02","45.0499","-98.09559","406.9","TURTON, SD US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-03","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-04","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","  -56",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-05","45.0499","-98.09559","406.9","TURTON, SD US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-06","45.0499","-98.09559","406.9","TURTON, SD US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-07","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-08","45.0499","-98.09559","406.9","TURTON, SD US","  102",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-09","45.0499","-98.09559","406.9","TURTON, SD US","   89",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-10","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","   61",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-11","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","    6",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-12","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","   39",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-13","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","   78",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-14","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","  106",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-15","45.0499","-98.09559","406.9","TURTON, SD US",,,"    0",",,7,0700","    0",",,7,0700","   17",",,7","  -83",",,7","    6",",,7",,,"  277",",,7",,,,,,,,,,
"USC00398420","2018-10-16","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-17","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-18","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-19","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-20","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","  -11",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-21","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-22","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-23","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","  -72",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-24","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-25","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-26","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-27","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-28","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-29","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-30","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-10-31","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-01","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-02","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-03","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-04","45.0499","-98.09559","406.9","TURTON, SD US","   56",",,7,0700","    0",",,7,0700","    0",",,7,0700","   33",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-05","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","   50",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-06","45.0499","-98.09559","406.9","TURTON, SD US","  124",",,7,0700","    0",",,7,0700","    0",",,7,0700","   39",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-07","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0","T,,7,0700","    0",",,7,0700","  -17",",,7","  -61",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-08","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  -44",",,7"," -117",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-09","45.0499","-98.09559","406.9","TURTON, SD US","   13",",,7,0700","   38",",,7,0700","   51",",,7,0700","  -44",",,7"," -156",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-10","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","   51",",,7,0700","  -72",",,7"," -183",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-11","45.0499","-98.09559","406.9","TURTON, SD US","    0","T,,7,0700","    0","T,,7,0700","   25",",,7,0700","    6",",,7","  -83",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-12","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","   25",",,7,0700","  -28",",,7"," -100",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-13","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","   25",",,7,0700","  -67",",,7"," -144",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-14","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","   25",",,7,0700","   22",",,7"," -100",",,7",,,,,,,,,,,,,,,,
"USC00398420","2018-11-15","45.0499","-98.09559","406.9","TURTON, SD US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","  -39",",,7",,,,,,,,,,,,,,,,
