"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093738","2018-12-10","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   39",",,W","  -43",",,W",,,,,"   37",",,W",,,,,,,,,"   -4","H,,S",,,,,"  350",",,W","  360",",,W",,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-11","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","  -71",",,W",,,,,"   10",",,W",,,,,,,,,"  -12","H,,S",,,,,"  180",",,W","  210",",,W",,,,,,,"   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-12","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","  -49",",,W",,,,,"   18",",,W",,,,,,,,,"    6","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-13","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  111",",,W","  -16",",,W",,,,,"   10",",,W",,,,,,,,,"   47","H,,S",,,,,"  150",",,W","  160",",,W",,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-14","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   64",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","  -21",",,W",,,,,"   13",",,W",,,,,,,,,"   36","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-15","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  632",",,W,2400","    0",",,W,2400","    0",",,W,2400","  111",",,W","   56",",,W",,,,,"   41",",,W",,,,,,,,,"   75","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-16","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   81",",,W,2400","    0",",,W,2400","    0",",,W,2400","   94",",,W","   44",",,W",,,,,"   43",",,W",,,,,,,,,"   74","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,"   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-17","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  133",",,W","   22",",,W",,,,,"   38",",,W",,,,,,,,,"   71","H,,S",,,,,"  300",",,W","  290",",,W",,,,,,,"  116",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-18","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","  -32",",,W",,,,,"   48",",,W",,,,,,,,,"   43","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-19","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","  -49",",,W",,,,,"   17",",,W",,,,,,,,,"   10","H,,S",,,,,"  200",",,W","  180",",,W",,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-20","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   91",",,W,2400","    0",",,W,2400","    0",",,W,2400","  156",",,W","  -27",",,W",,,,,"   24",",,W",,,,,,,,,"   22","H,,S",,,,,"  130",",,W","  110",",,W",,,,,,,"   89",",,W","  134",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-21","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   89",",,W,2400","    0",",,W,2400","    0",",,W,2400","  189",",,W","   56",",,W",,,,,"   52",",,W",,,,,,,,,"  148","H,,S",,,,,"  210",",,W","  200",",,W",,,,,,,"  157",",,W","  224",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-22","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   22",",,W",,,,,"   67",",,W",,,,,,,,,"   79","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,"  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-23","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","  -21",",,W",,,,,"   14",",,W",,,,,,,,,"   34","H,,S",,,,,"  180",",,W","  320",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-24","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   17",",,W",,,,,"   44",",,W",,,,,,,,,"   51","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-25","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   50",",,W","  -38",",,W",,,,,"   14",",,W",,,,,,,,,"   26","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-26","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   94",",,W","  -55",",,W",,,,,"    9",",,W",,,,,,,,,"    0","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-27","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","  -43",",,W",,,,,"   20",",,W",,,,,,,,,"   24","H,,S",,,,,"  160",",,W","  120",",,W",,,,,,,"   63",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-28","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  274",",,W,2400","    0",",,W,2400","    0",",,W,2400","  106",",,W","   56",",,W",,,,,"   16",",,W",,,,,,,,,"   73","H,,S",,,,,"  300",",,W","  150",",,W",,,,,,,"   67",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-29","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  122",",,W","   22",",,W",,,,,"   36",",,W",,,,,,,,,"   82","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"   94",",,W","  121",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-30","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","  -10",",,W",,,,,"   13",",,W",,,,,,,,,"   39","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2018-12-31","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  135",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","  -10",",,W",,,,,"   14",",,W",,,,,,,,,"   29","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-01","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  167",",,W","   44",",,W",,,,,"   55",",,W",,,,,,,,,"  117","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"  134",",,W","  165",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-02","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   28",",,W",,,,,"   22",",,W",,,,,,,,,"   61","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-03","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   94",",,W","  -10",",,W",,,,,"   22",",,W",,,,,,,,,"   66","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-04","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","  -21",",,W",,,,,"   17",",,W",,,,,,,,,"   23","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,"   58",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-05","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   28",",,W,2400","    0",",,W,2400","    0",",,W,2400","  117",",,W","   44",",,W",,,,,"   40",",,W",,,,,,,,,"   76","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"  112",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-06","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  122",",,W","  -16",",,W",,,,,"   39",",,W",,,,,,,,,"   66","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,"  116",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-07","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","   39",",,W","  -10",",,W",,,,,"   30",",,W",,,,,,,,,"   27","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-08","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   28",",,W,2400","    0",",,W,2400","    0",",,W,2400","  150",",,W","   22",",,W",,,,,"   35",",,W",,,,,,,,,"   57","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"  143",",,W","  174",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-09","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0","T,,W,2400","    0",",,W,2400","  106",",,W","  -10",",,W",,,,,"   89",",,W",,,,,,,,,"   73","H,,S",,,,,"  300",",,W","  280",",,W",,,,,,,"  148",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-10","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   17",",,W","  -27",",,W",,,,,"   93",",,W",,,,,,,,,"   -6","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"  157",",,W","  215",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-11","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   22",",,W","  -43",",,W",,,,,"   48",",,W",,,,,,,,,"  -15","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-12","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   56",",,W,2400","   74",",,W,2400","    0",",,W,2400","   11",",,W","  -49",",,W",,,,,"   13",",,W",,,,,,,,,"  -18","H,,S",,,,,"  200",",,W","  140",",,W",,,,,,,"   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-13","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  168",",,W,2400","  196",",,W,2400","  130",",,W,2400","  -10",",,W","  -27",",,W",,,,,"   37",",,W",,,,,,,,,"  -19","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,"   67",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-14","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0","T,,Z,2400","    0","T,,W,2400","  200",",,W,2400","   11",",,W","  -93",",,W",,,,,"   22",",,W",,,,,,,,,"  -18","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,"   63",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-15","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","  180",",,W,2400","   28",",,W"," -127",",,W",,,,,"   16",",,W",,,,,,,,,"  -53","H,,S",,,,,"  300",",,W","  320",",,W",,,,,,,"   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-16","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","  130",",,W,2400","   50",",,W"," -110",",,W",,,,,"   22",",,W",,,,,,,,,"  -34","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   94",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-17","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   30",",,W,2400","   38",",,W,2400","  100",",,W,2400","   22",",,W","  -21",",,W",,,,,"   21",",,W",,,,,,,,,"   16","H,,S",,,,,"  130",",,W","  130",",,W",,,,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-18","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   10",",,W,2400","    8",",,W,2400","  130",",,W,2400","   61",",,W","  -10",",,W",,,,,"    8",",,W",,,,,,,,,"   11","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,"   45",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-19","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  213",",,W,2400","    0",",,W,2400","   80",",,W,2400","   28",",,W","  -10",",,W",,,,,"   23",",,W",,,,,,,,,"   14","H,,S",,,,,"  100",",,W","  100",",,W",,,,,,,"   58",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-20","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   61",",,W,2400","    0",",,W,2400","   30",",,W,2400","   44",",,W","  -88",",,W",,,,,"   85",",,W",,,,,,,,,"    9","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"  165",",,W","  219",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-21","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","   30",",,W,2400","  -60",",,W"," -110",",,W",,,,,"   85",",,W",,,,,,,,,"  -85","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"  161",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-22","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0","T,,W,2400","    0",",,W"," -121",",,W",,,,,"   26",",,W",,,,,,,,,"  -72","H,,S",,,,,"  180",",,W","  180",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-23","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    3",",,W,2400","    0",",,W,2400","    0","T,,W,2400","   83",",,W","  -16",",,W",,,,,"   51",",,W",,,,,,,,,"   22","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,"  112",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-24","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","  338",",,W,2400","    0",",,W,2400","    0",",,W,2400","  150",",,W","  -10",",,W",,,,,"   67",",,W",,,,,,,,,"   83","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"  165",",,W","  228",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-25","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   44",",,W","  -49",",,W",,,,,"   37",",,W",,,,,,,,,"   12","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-26","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   39",",,W","  -82",",,W",,,,,"   10",",,W",,,,,,,,,"  -21","H,,S",,,,,"  180",",,W","  160",",,W",,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-27","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","  -66",",,W",,,,,"   30",",,W",,,,,,,,,"    2","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-28","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -27",",,W",,,,,"   31",",,W",,,,,,,,,"   11","H,,S",,,,,"   30",",,W","  350",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-29","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   61",",,W,2400","   76",",,W,2400","    0",",,W,2400","   22",",,W","  -55",",,W",,,,,"   32",",,W",,,,,,,,,"   -4","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"  107",",,W","  152",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-30","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    3",",,W,2400","    3",",,W,2400","   50",",,W,2400","    6",",,W"," -143",",,W",,,,,"   52",",,W",,,,,,,,,"  -63","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"  148",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-01-31","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","   30",",,W,2400","  -55",",,W"," -188",",,W",,,,,"   13",",,W",,,,,,,,," -119","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-02-01","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","   18",",,W,2400","   23",",,W,2400","    0","T,,W,2400","  -49",",,W"," -132",",,W",,,,,"   15",",,W",,,,,,,,,"  -85","H,,S",,,,,"   10",",,W","  340",",,W",,,,,,,"   36",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-02-02","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","   30",",,W,2400","   44",",,W"," -138",",,W",,,,,"   16",",,W",,,,,,,,,"  -59","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,"   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-02-03","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0","T,,W,2400","  139",",,W","  -55",",,W",,,,,"    7",",,W",,,,,,,,,"   17","H,,S",,,,,"  130",",,W","  160",",,W",,,,,,,"   31",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-02-04","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  172",",,W","  -27",",,W",,,,,"   10",",,W",,,,,,,,,"   48","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,"   36",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093738","2019-02-05","38.93486","-77.44728","88.4","WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  222",",,W","    6",",,W",,,,,"   11",",,W",,,,,,,,,"   93","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
