"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00329233","2018-04-09","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   30",",,7,0800","   51",",,7",,,"  -22",",,7","  -94",",,7",,,,,,,,,"  -78",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-10","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   17",",,7","  -78",",,7",,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-11","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   72",",,7","  -44",",,7",,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-12","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"   83",",,7","    6",",,7",,,,,,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-13","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   23",",,7,0800","   25",",,7",,,"   17",",,7","  -50",",,7",,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-14","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800","    0","T,,7",,,"  -11",",,7","  -78",",,7",,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-15","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   39",",,7","  -72",",,7",,,,,,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-16","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   72",",,7","  -44",",,7",,,,,,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-17","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   89",",,7","  -39",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-18","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    5",",,7,0800",,,,,"   67",",,7","   -6",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-19","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   94",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-20","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  111",",,7","  -11",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-21","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  172",",,7","   -6",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-22","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  211",",,7","   33",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-23","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  178",",,7","   39",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-24","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    5",",,7,0800",,,,,"  106",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-25","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  150",",,7","  -22",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-27","47.8038","-103.2891","661.4","WATFORD CITY, ND US",,,,,,,"  172",",,7","   11",",,7","    2",",,7",,,"    0",",,7",,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-28","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  167",",,7","   17",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-29","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  211",",,7","  100",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-04-30","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   66",",,7,0800",,,,,"  261",",,7","   89",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-01","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   94",",,7","   50",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-02","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    5",",,7,0800",,,,,"  106",",,7","   56",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-03","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  172",",,7","   56",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-04","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  222",",,7","   61",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-05","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  250",",,7","   67",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-06","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  228",",,7","  106",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-07","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  111",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-08","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    3",",,7,0800",,,,,"  222",",,7","  117",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-09","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  194",",,7","  106",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-10","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  178",",,7","   39",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-11","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   10",",,7,0800",,,,,"   83",",,7","   44",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-12","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"   89",",,7","   50",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-13","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  167",",,7","   56",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-14","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  228",",,7","   61",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-15","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  244",",,7","   67",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-16","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  283",",,7","   72",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-21","47.8038","-103.2891","661.4","WATFORD CITY, ND US",,,,,,,"  211",",,7","   44",",,7","    5",",,7",,,"    0",",,7",,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-22","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  250",",,7","   50",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-23","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    5",",,7,0800",,,,,"  261",",,7","  111",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-24","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   84",",,7,0800",,,,,"  222",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-25","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"  244",",,7","  128",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-26","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  306",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-27","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  191",",,7,0800",,,,,"  333",",,7","  139",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-28","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  261",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-29","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  150",",,7,0800",,,,,"  239",",,7","  139",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-30","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  112",",,7,0800",,,,,"  250",",,7","  144",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-05-31","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   30",",,7,0800",,,,,"  278",",,7","  161",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-01","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  114",",,7,0800",,,,,"  233",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-02","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  315",",,7,0800",,,,,"  200",",,7","   83",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-03","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  194",",,7","   89",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-04","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  267",",,7","  111",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-05","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  300",",,7","  117",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-06","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"  256",",,7","  100",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-07","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  250",",,7","  106",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-08","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  122",",,7,0800",,,,,"  272",",,7","  156",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-09","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  172",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-10","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  333",",,7","  194",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-11","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"  300",",,7","   94",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-12","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  211",",,7","  100",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-13","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  217",",,7","  106",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-15","47.8038","-103.2891","661.4","WATFORD CITY, ND US",,,,,,,"  300",",,7","  106",",,7","    2",",,7",,,"    0",",,7",,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-16","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   79",",,7,0800",,,,,"  217",",,7","  111",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-17","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   53",",,7,0800",,,,,"  161",",,7","  128",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-18","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  211",",,7","   89",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-20","47.8038","-103.2891","661.4","WATFORD CITY, ND US",,,,,,,"  233",",,7","  122",",,7","    2",",,7",,,"    0",",,7",,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-21","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  250",",,7","  128",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-22","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  133",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-23","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   30",",,7,0800",,,,,"  261",",,7","  172",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-24","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   28",",,7,0800",,,,,"  250",",,7","  167",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-25","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   79",",,7,0800",,,,,"  261",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-26","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  139",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-27","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  289",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-28","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  128",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-29","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  160",",,7,0800",,,,,"  317",",,7","  133",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-06-30","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"  233",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-01","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    5",",,7,0800",,,,,"  222",",,7","  150",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-02","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    3",",,7,0800",,,,,"  256",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-03","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  130",",,7,0800",,,,,"  272",",,7","  139",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-04","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   79",",,7,0800",,,,,"  239",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-05","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  228",",,7","  100",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-06","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-07","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  333",",,7","  239",",,7",,,,,,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-08","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  339",",,7","  222",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-09","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-10","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-11","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  328",",,7","  206",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-12","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-13","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  294",",,7","  156",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-14","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  333",",,7","  161",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-15","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  339",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-16","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  272",",,7","  117",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-17","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  278",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-18","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  311",",,7","  128",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-19","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  289",",,7","  150",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-20","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-21","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  272",",,7","  178",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-22","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  234",",,7,0800",,,,,"  322",",,7","  156",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-23","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  272",",,7","  117",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-26","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  222",",,7","   89",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-27","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  217",",,7","   94",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-28","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  228",",,7","  100",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-29","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  261",",,7","  117",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-30","47.8038","-103.2891","661.4","WATFORD CITY, ND US","   51",",,7,0800",,,,,"  272",",,7","  106",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-07-31","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  311",",,7","  111",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-01","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0","T,,7,0800",,,,,"  261",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-02","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-03","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  356",",,7","  156",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-04","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  350",",,7","  161",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-05","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  294",",,7","  139",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-06","47.8038","-103.2891","661.4","WATFORD CITY, ND US","  173",",,7,0800",,,,,"  272",",,7","  122",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00329233","2018-08-07","47.8038","-103.2891","661.4","WATFORD CITY, ND US","    0",",,7,0800",,,,,"  267",",,7","  128",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
