"USC00107301","2018-07-06","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  311",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-07","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  272",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-08","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  244",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-09","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  294",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-10","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  311",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-11","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  239",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-12","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  267",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-13","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  300",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-14","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  333",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-15","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  300",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-16","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  317",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-17","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  322",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00107301","2018-07-18","46.9603","-116.855","841.2","POTLATCH 3 NNE, ID US","    0",",,7,1800",,,,,"  339",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
