"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00066059","2018-06-14","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  173",",,a","   92",",,a",,,,,,,,
"ASN00066059","2018-06-15","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  186",",,a","   88",",,a",,,,,,,,
"ASN00066059","2018-06-16","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  162",",,a","   79",",,a",,,,,,,,
"ASN00066059","2018-06-17","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  133",",,a","   67",",,a",,,,,,,,
"ASN00066059","2018-06-18","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  146",",,a","   81",",,a",,,,,,,,
"ASN00066059","2018-06-19","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","  124",",,a","  125",",,a","   75",",,a",,,,,,,,
"ASN00066059","2018-06-20","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","  198",",,a","  160",",,a","   86",",,a",,,,,,,,
"ASN00066059","2018-06-21","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    6",",,a","  144",",,a","   96",",,a",,,,,,,,
"ASN00066059","2018-06-22","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    4",",,a","  174",",,a","   69",",,a",,,,,,,,
"ASN00066059","2018-06-23","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    4",",,a","  179",",,a","   56",",,a",,,,,,,,
"ASN00066059","2018-06-24","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  151",",,a","   46",",,a",,,,,,,,
"ASN00066059","2018-06-25","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  145",",,a","   54",",,a",,,,,,,,
"ASN00066059","2018-06-26","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  157",",,a","   56",",,a",,,,,,,,
"ASN00066059","2018-06-27","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   20",",,a","  150",",,a","   88",",,a",,,,,,,,
"ASN00066059","2018-06-28","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   68",",,a","  185",",,a","  105",",,a",,,,,,,,
"ASN00066059","2018-06-29","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   66",",,a","  139",",,a","   55",",,a",,,,,,,,
"ASN00066059","2018-06-30","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  177",",,a","   65",",,a",,,,,,,,
"ASN00066059","2018-07-01","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  158",",,a","   57",",,a",,,,,,,,
"ASN00066059","2018-07-02","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   34",",,a","  160",",,a","   85",",,a",,,,,,,,
"ASN00066059","2018-07-03","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   14",",,a","  174",",,a","   76",",,a",,,,,,,,
"ASN00066059","2018-07-04","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  181",",,a","   87",",,a",,,,,,,,
"ASN00066059","2018-07-05","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  223",",,a","  113",",,a",,,,,,,,
"ASN00066059","2018-07-06","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  233",",,a","  143",",,a",,,,,,,,
"ASN00066059","2018-07-07","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  160",",,a","   73",",,a",,,,,,,,
"ASN00066059","2018-07-08","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  168",",,a","   63",",,a",,,,,,,,
"ASN00066059","2018-07-09","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  144",",,a","   87",",,a",,,,,,,,
"ASN00066059","2018-07-10","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  154",",,a","   55",",,a",,,,,,,,
"ASN00066059","2018-07-11","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  164",",,a","   53",",,a",,,,,,,,
"ASN00066059","2018-07-12","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  172",",,a","   67",",,a",,,,,,,,
"ASN00066059","2018-07-13","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  154",",,a","   43",",,a",,,,,,,,
"ASN00066059","2018-07-14","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  146",",,a","   43",",,a",,,,,,,,
"ASN00066059","2018-07-15","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  165",",,a","   21",",,a",,,,,,,,
"ASN00066059","2018-07-16","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  158",",,a","   13",",,a",,,,,,,,
"ASN00066059","2018-07-17","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  209",",,a","   83",",,a",,,,,,,,
"ASN00066059","2018-07-18","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  198",",,a","  118",",,a",,,,,,,,
"ASN00066059","2018-07-19","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  194",",,a","   76",",,a",,,,,,,,
"ASN00066059","2018-07-20","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  194",",,a","  129",",,a",,,,,,,,
"ASN00066059","2018-07-21","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  156",",,a","   60",",,a",,,,,,,,
"ASN00066059","2018-07-22","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  155",",,a","   40",",,a",,,,,,,,
"ASN00066059","2018-07-23","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  175",",,a","   41",",,a",,,,,,,,
"ASN00066059","2018-07-24","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  225",",,a","   96",",,a",,,,,,,,
"ASN00066059","2018-07-25","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  208",",,a","  109",",,a",,,,,,,,
"ASN00066059","2018-07-26","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  189",",,a","   88",",,a",,,,,,,,
"ASN00066059","2018-07-27","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  188",",,a","   64",",,a",,,,,,,,
"ASN00066059","2018-07-28","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  196",",,a","   83",",,a",,,,,,,,
"ASN00066059","2018-07-29","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  234",",,a","  113",",,a",,,,,,,,
"ASN00066059","2018-07-30","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  175",",,a","   78",",,a",,,,,,,,
"ASN00066059","2018-07-31","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  193",",,a","   62",",,a",,,,,,,,
"ASN00066059","2018-08-01","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  195",",,a","  101",",,a",,,,,,,,
"ASN00066059","2018-08-02","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  165",",,a","   75",",,a",,,,,,,,
"ASN00066059","2018-08-03","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  213",",,a","   89",",,a",,,,,,,,
"ASN00066059","2018-08-04","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  188",",,a","   87",",,a",,,,,,,,
"ASN00066059","2018-08-05","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  199",",,a","   68",",,a",,,,,,,,
"ASN00066059","2018-08-06","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  176",",,a","  127",",,a",,,,,,,,
"ASN00066059","2018-08-07","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  157",",,a","   92",",,a",,,,,,,,
"ASN00066059","2018-08-08","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS",,,"  183",",,a","   66",",,a",,,,,,,,
"ASN00066059","2018-08-09","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  176",",,a","   73",",,a",,,,,,,,
"ASN00066059","2018-08-10","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  211",",,a","   86",",,a",,,,,,,,
"ASN00066059","2018-08-11","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  235",",,a","  120",",,a",,,,,,,,
"ASN00066059","2018-08-12","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  150",",,a","   83",",,a",,,,,,,,
"ASN00066059","2018-08-13","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  186",",,a","   46",",,a",,,,,,,,
"ASN00066059","2018-08-14","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  210",",,a","   57",",,a",,,,,,,,
"ASN00066059","2018-08-15","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  239",",,a","  115",",,a",,,,,,,,
"ASN00066059","2018-08-16","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  206",",,a","  133",",,a",,,,,,,,
"ASN00066059","2018-08-17","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  172",",,a","   62",",,a",,,,,,,,
"ASN00066059","2018-08-18","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  213",",,a","   76",",,a",,,,,,,,
"ASN00066059","2018-08-19","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  153",",,a","   73",",,a",,,,,,,,
"ASN00066059","2018-08-20","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  146",",,a","   63",",,a",,,,,,,,
"ASN00066059","2018-08-21","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  168",",,a","   48",",,a",,,,,,,,
"ASN00066059","2018-08-22","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  160",",,a","   75",",,a",,,,,,,,
"ASN00066059","2018-08-23","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  169",",,a","   67",",,a",,,,,,,,
"ASN00066059","2018-08-24","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   14",",,a","  166",",,a","   89",",,a",,,,,,,,
"ASN00066059","2018-08-25","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  175",",,a","  120",",,a",,,,,,,,
"ASN00066059","2018-08-26","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  160",",,a","   97",",,a",,,,,,,,
"ASN00066059","2018-08-27","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    8",",,a","  127",",,a","  107",",,a",,,,,,,,
"ASN00066059","2018-08-28","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  137",",,a","   72",",,a",,,,,,,,
"ASN00066059","2018-08-29","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  150",",,a","   27",",,a",,,,,,,,
"ASN00066059","2018-08-30","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  164",",,a","   39",",,a",,,,,,,,
"ASN00066059","2018-08-31","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  160",",,a","   95",",,a",,,,,,,,
"ASN00066059","2018-09-01","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  205",",,a","   85",",,a",,,,,,,,
"ASN00066059","2018-09-02","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    2",",,a","  141",",,a","   96",",,a",,,,,,,,
"ASN00066059","2018-09-03","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","    0",",,a","  147",",,a","   73",",,a",,,,,,,,
"ASN00066059","2018-09-04","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","  102",",,a","  164",",,a","   93",",,a",,,,,,,,
"ASN00066059","2018-09-05","-33.6908","151.2253","199.0","TERREY HILLS AWS, AS","   22",",,a","  158",",,a","   99",",,a",,,,,,,,
