"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00063826","2018-06-28","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  312",",,R","  207",",,R"
"USW00063826","2018-06-29","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  325",",,R","  217",",,R"
"USW00063826","2018-06-30","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  320",",,R","  225",",,R"
"USW00063826","2018-07-01","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","  125",",,R","  331",",,R","  223",",,R"
"USW00063826","2018-07-02","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  329",",,R","  220",",,R"
"USW00063826","2018-07-03","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","   49",",,R","  336",",,R","  224",",,R"
"USW00063826","2018-07-04","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  295",",,R","  220",",,R"
"USW00063826","2018-07-05","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  321",",,R","  223",",,R"
"USW00063826","2018-07-06","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  328",",,R","  212",",,R"
"USW00063826","2018-07-07","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","   52",",,R","  297",",,R","  218",",,R"
"USW00063826","2018-07-08","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  297",",,R","  201",",,R"
"USW00063826","2018-07-09","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  317",",,R","  194",",,R"
"USW00063826","2018-07-10","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  334",",,R","  175",",,R"
"USW00063826","2018-07-11","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  351",",,R","  201",",,R"
"USW00063826","2018-07-12","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","   54",",,R","  356",",,R","  225",",,R"
"USW00063826","2018-07-13","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  305",",,R","  227",",,R"
"USW00063826","2018-07-14","33.355","-81.3279","96.6","BLACKVILLE 3 W, SC US","    0",",,R","  323",",,R","  226",",,R"
