"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00361920","2018-07-04","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  350",",,7","  217",",,7","  228",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-05","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","   46",",,7,0700","    0",",,7","    0",",,7,0700","  333",",,7","  222",",,7","  222",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00361920","2018-07-06","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    5",",,7,0700","    0",",,7","    0",",,7,0700","  322",",,7","  217",",,7","  222",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-07","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","   38",",,7,0700","    0",",,7","    0",",,7,0700","  300",",,7","  122",",,7","  133",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-08","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  256",",,7","  111",",,7","  128",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-09","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  283",",,7","  122",",,7","  139",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-10","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  311",",,7","  139",",,7","  178",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-11","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  339",",,7","  178",",,7","  200",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-12","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  300",",,7","  133",",,7","  167",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-13","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  294",",,7","  156",",,7","  250",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-14","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  306",",,7","  172",",,7","  189",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-15","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  328",",,7","  189",",,7","  217",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-16","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    3",",,7,0700","    0",",,7","    0",",,7,0700","  328",",,7","  189",",,7","  206",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-17","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  350",",,7","  206",",,7","  222",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-18","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","  295",",,7,0700","    0",",,7","    0",",,7,0700","  272",",,7","  189",",,7","  189",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00361920","2018-07-19","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  289",",,7","  144",",,7","  144",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-20","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  294",",,7","  144",",,7","  156",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-21","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  300",",,7","  156",",,7","  194",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-22","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US"," 1168",",,7,0700","    0",",,7","    0",",,7,0700","  222",",,7","  156",",,7","  172",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-23","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","   84",",,7,0700","    0",",,7","    0",",,7,0700","  256",",,7","  172",",,7","  206",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00361920","2018-07-24","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","  386",",,7,0700","    0",",,7","    0",",,7,0700","  283",",,7","  206",",,7","  228",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-25","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","  335",",,7,0700","    0",",,7","    0",",,7,0700","  256",",,7","  217",",,7","  222",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-26","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","  216",",,7,0700","    0",",,7","    0",",,7,0700","  261",",,7","  194",",,7","  194",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00361920","2018-07-27","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  306",",,7","  183",",,7","  183",",,7,0700",,,,,,,,,,,,
"USC00361920","2018-07-28","40.2258","-77.1894","131.1","CARLISLE WATER PLANT, PA US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  306",",,7","  172",",,7","  183",",,7,0700",,,,,,,,,,,,
