"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094248","2018-07-02","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  211",",,W","  122",",,W","   22",",,W",,," 1233",",,W",,,,,"  320",",,W","  350",",,W","   45",",,W","   63",",,W",,,,,,,,,,
"USW00094248","2018-07-03","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  239",",,W","  106",",,W","   30",",,W",,," 1934",",,W",,,,,"  320",",,W","  320",",,W","   67",",,W","   76",",,W",,,,,,,,,,
"USW00094248","2018-07-04","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0","T,,W",,,"  289",",,W","  144",",,W","   43",",,W",,," 0424",",,W",,,,,"  320",",,W","  320",",,W","   98",",,W","  112",",,W",,,,,,,,,,
"USW00094248","2018-07-05","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0","T,,W",,,"  306",",,W","  161",",,W","   26",",,W",,," 1827",",,W",,,,,"  210",",,W","  230",",,W","   54",",,W","   72",",,W",,,,,,,,,,
"USW00094248","2018-07-06","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","   25",",,W",,,"  261",",,W","  144",",,W","   29",",,W",,," 1755",",,W",,,,,"  160",",,W","  170",",,W","   94",",,W","  125",",,W",,,,,,,,,,
"USW00094248","2018-07-07","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  239",",,W","  156",",,W","   25",",,W",,," 0948",",,W",,,,,"  160",",,W","  170",",,W","   58",",,W","   81",",,W",,,,,,,,,,
"USW00094248","2018-07-08","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  267",",,W","  133",",,W","   32",",,W",,," 1239",",,W",,,,,"  320",",,W","  310",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00094248","2018-07-09","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0","T,,W",,,"  233",",,W","  144",",,W","   26",",,W",,," 1427",",,W",,,,,"  170",",,W","  180",",,W","   54",",,W","   76",",,W",,,,,,,,,,
"USW00094248","2018-07-10","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  244",",,W","  150",",,W","   25",",,W",,," 1940",",,W",,,,,"  330",",,W","  320",",,W","   67",",,W","   81",",,W",,,,,,,,,,
"USW00094248","2018-07-11","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  267",",,W","  150",",,W","   34",",,W",,," 1125",",,W",,,,,"  310",",,W","  320",",,W","   72",",,W","   85",",,W",,,,,,,,,,
"USW00094248","2018-07-12","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  311",",,W","  150",",,W","   29",",,W",,," 1413",",,W",,,,,"  320",",,W","  290",",,W","   63",",,W","   94",",,W",,,,,,,,,,
"USW00094248","2018-07-13","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  300",",,W","  172",",,W","   32",",,W",,," 2032",",,W",,,,,"  310",",,W","  310",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00094248","2018-07-14","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  300",",,W","  161",",,W","   32",",,W",,," 1600",",,W",,,,,"  330",",,W","  310",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00094248","2018-07-15","47.49333","-122.21444","8.8","RENTON MUNICIPAL AIRPORT, WA US","    0",",,W",,,"  328",",,W","  161",",,W","   35",",,W",,," 1351",",,W",,,,,"  310",",,W","  290",",,W","   67",",,W","   89",",,W",,,,,,,,,,
