"USC00026716","2017-04-15","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  256",",,7","   11",",,7",,,,,,,,,"  244",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-16","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  256",",,7","   11",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-17","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  261",",,7","   83",",,7",,,,,,,,,"  250",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-18","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  278",",,7","   28",",,7",,,,,,,,,"  261",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-19","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  272",",,7","   72",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-20","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  272",",,7","   28",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-21","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  278",",,7","    6",",,7",,,,,,,,,"  267",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-22","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  283",",,7","   33",",,7",,,,,,,,,"  272",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-23","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  283",",,7","   28",",,7",,,,,,,,,"  278",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-24","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  283",",,7","   50",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-25","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  256",",,7","  150",",,7",,,,,,,,,"  200",",,7,1700",,,,,,,,,,
"USC00026716","2017-04-26","31.8834","-109.2056","1642.9","PORTAL 4 SW, AZ US","    0",",,7,1700",,,,,"  233",",,7","   67",",,7",,,,,,,,,"  222",",,7,1700",,,,,,,,,,
