"USC00163313","2018-06-29","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","    0",",,7,2400",,,,,"  322",",,7","  250",",,7",,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-06-30","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","   56",",,7,2400",,,,,"  322",",,7","  250",",,7",,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-01","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","    0",",,7,2400",,,,,"  328",",,7","  244",",,7",,,,,"  261",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-02","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","  178",",,7,2400",,,,,"  344",",,7","  233",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-03","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US"," 1552",",,7,2400",,,,,"  344",",,7","  228",",,7",,,,,"  233",",,7,2400",,,"    1",",,7",,,,,,,,,,,,,,
"USC00163313","2018-07-04","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","   76",",,7,2400",,,,,"  311",",,7","  222",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-05","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","   69",",,7,2400",,,,,"  311",",,7","  233",",,7",,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-06","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","  381",",,7,2400",,,,,"  306",",,7","  233",",,7",,,,,"  244",",,7,2400",,,"    1",",,7",,,,,,,,,,,,,,
"USC00163313","2018-07-07","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","    0",",,7,2400",,,,,"  306",",,7","  233",",,7",,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00163313","2018-07-08","29.8233","-91.5441","3.7","FRANKLIN 3 NW, LA US","  292",",,7,2400",,,,,"  283",",,7","  222",",,7",,,,,"  244",",,7,2400",,,"    1",",,7",,,,,,,,,,,,,,
