"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013874","2018-07-17","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  268","H,,S",,,,,"  300",",,W","  280",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-18","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  233",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  279","H,,S",,,,,"  330",",,W","  120",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-19","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","   10",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  233",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  279","H,,S",,,,,"   90",",,W","   40",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-20","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  233",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  256","H,,S",,,,,"   80",",,W","  110",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-21","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  307",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"  257","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"  157",",,W","  179",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-22","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","   38",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  206",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  254","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"  107",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-23","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  203",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  200",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"   76",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-24","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    5",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  217",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,"   90",",,W","   80",",,W",,,,,,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-25","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  222",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  265","H,,S",,,,,"  320",",,W","  290",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-26","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  211",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  272","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-27","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  217",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  276","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-28","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  222",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  276","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-29","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  200",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-30","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  222",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,"  170",",,W","  150",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-07-31","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  274",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  211",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,"  240",",,W","  230",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-01","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  310",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  211",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  227","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-02","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  917",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  217",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"  224","H,,S",,,,,"   90",",,W","   90",",,W",,,,,,,,,"  107",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-03","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","   25",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  217",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  246","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-04","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  228",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  268","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-05","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    3",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  239",",,W",,,,,"    8",",,W",,,,,,,,,,,,,"  280","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-06","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  244",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  289","H,,S",,,,,"  280",",,W","  330",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-07","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  239",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  285","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,,,"  134",",,W","  174",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-08","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  104",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,,,"  157",",,W","  219",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-09","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  198",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  217",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  249","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"  139",",,W","  174",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-10","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  217",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"  250","H,,S",,,,,"  300",",,W","  230",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-11","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  228",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  263","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-12","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,"  360",",,W","  310",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-13","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  222",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  270","H,,S",,,,,"  270",",,W","  270",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-14","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  266","H,,S",,,,,"  280",",,W","  260",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-15","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  217",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  274","H,,S",,,,,"  310",",,W","  330",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-16","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  279","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-17","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","   15",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  228",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  259","H,,S",,,,,"  230",",,W","  210",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-18","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","  353",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  228",",,W",,,,,"   40",",,W",,,,,,,,,,,,,"  254","H,,S",,,,,"  300",",,W","  260",",,W",,,,,,,,,"  103",",,W","  148",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-19","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  289",",,W","  228",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  247","H,,S",,,,,"  270",",,W","  260",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-20","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  228",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  250","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-21","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    3",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  228",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"  253","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-22","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  211",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"  253","H,,S",,,,,"  330",",,W","  350",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-23","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  194",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,"   90",",,W","   80",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-24","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  178",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  232","H,,S",,,,,"   70",",,W","  100",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-25","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  189",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  240","H,,S",,,,,"   50",",,W","   40",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-26","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  211",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  262","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013874","2018-08-27","33.6301","-84.4418","307.8","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  222",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  275","H,,S",,,,,"  180",",,W","  140",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
