"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00135352","2018-04-01","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   19",",,E","    0",",,E"
"SWE00135352","2018-04-02","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   80",",,E","   -7",",,E"
"SWE00135352","2018-04-03","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   19",",,E","  -39",",,E"
"SWE00135352","2018-04-04","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  152",",,E","   15",",,E"
"SWE00135352","2018-04-05","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  128",",,E","    5",",,E"
"SWE00135352","2018-04-06","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  111",",,E","   31",",,E"
"SWE00135352","2018-04-07","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   92",",,E","  -19",",,E"
"SWE00135352","2018-04-08","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  117",",,E","  -18",",,E"
"SWE00135352","2018-04-09","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  209",",,E","   -8",",,E"
"SWE00135352","2018-04-10","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   87",",,E","   23",",,E"
"SWE00135352","2018-04-11","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   84",",,E","   13",",,E"
"SWE00135352","2018-04-12","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  104",",,E","    9",",,E"
"SWE00135352","2018-04-13","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  126",",,E","   33",",,E"
"SWE00135352","2018-04-14","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  134",",,E","   52",",,E"
"SWE00135352","2018-04-15","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","   98",",,E","   51",",,E"
"SWE00135352","2018-04-16","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  125",",,E","   39",",,E"
"SWE00135352","2018-04-17","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  167",",,E","   31",",,E"
"SWE00135352","2018-04-18","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  206",",,E","   73",",,E"
"SWE00135352","2018-04-19","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  186",",,E","   71",",,E"
"SWE00135352","2018-04-20","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  181",",,E","   41",",,E"
"SWE00135352","2018-04-21","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  204",",,E","   85",",,E"
"SWE00135352","2018-04-22","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  157",",,E","   44",",,E"
"SWE00135352","2018-04-23","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  156",",,E","   25",",,E"
"SWE00135352","2018-04-24","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  143",",,E","   75",",,E"
"SWE00135352","2018-04-25","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  116",",,E","   72",",,E"
"SWE00135352","2018-04-26","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  133",",,E","   56",",,E"
"SWE00135352","2018-04-27","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  127",",,E","   50",",,E"
"SWE00135352","2018-04-28","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  146",",,E","   49",",,E"
"SWE00135352","2018-04-29","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  165",",,E","   64",",,E"
"SWE00135352","2018-04-30","56.68","16.29","6.0","KALMAR FLYGPLATS, SW","  126",",,E","   33",",,E"
