"USC00361354","2017-11-02","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","  178",",,7","   50",",,7",,,,,,,,,"  111",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-03","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","  211",",,7","   50",",,7",,,,,,,,,"  122",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-04","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   64",",,7,2100","    0",",,7,","    0",",,7,","  133",",,7","   33",",,7",,,,,,,,,"   83",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-05","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   33",",,7,2100","    0",",,7,","    0",",,7,","  139",",,7","   83",",,7",,,,,,,,,"  139",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-06","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   18",",,7,2100","    0",",,7,","    0",",,7,","  189",",,7","   83",",,7",,,,,,,,,"   83",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-07","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   71",",,7,2100","    0","T,,7,","    0",",,7,","   83",",,7","   11",",,7",,,,,,,,,"   22",",,7,2100",,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00361354","2017-11-08","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   72",",,7","   11",",,7",,,,,,,,,"   28",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-09","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   23",",,7,2100","    0",",,7,","    0",",,7,","   72",",,7","   11",",,7",,,,,,,,,"   61",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-10","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   78",",,7","  -33",",,7",,,,,,,,,"  -33",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-11","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   17",",,7","  -89",",,7",,,,,,,,,"  -39",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-12","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   67",",,7","  -50",",,7",,,,,,,,,"   33",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-13","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","   13",",,7,2100","    0",",,7,","    0",",,7,","   83",",,7","   17",",,7",,,,,,,,,"   39",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-14","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   67",",,7","   17",",,7",,,,,,,,,"   50",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-15","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","   94",",,7","  -28",",,7",,,,,,,,,"   72",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
"USC00361354","2017-11-16","39.9353","-77.6394","195.1","CHAMBERSBURG 1 ESE, PA US","    0",",,7,2100","    0",",,7,","    0",",,7,","  133",",,7","   33",",,7",,,,,,,,,"   56",",,7,2100",,,,,,,,,,,,,,,,,,,,,,
