"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00054135","2018-08-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   28",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   44",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   39",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   50",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   50",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    8",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   67",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  233",",,7","   72",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   43",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   11",",,7",,,,,,,,,"   50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  139",",,7","  -11",",,7",,,,,,,,,"   22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   13",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   17",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   25",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   50",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   46",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   50",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  178",",,7","  -22",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   67",",,7",,,,,,,,,"   83",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   41",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   78",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   10",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   61",",,7",,,,,,,,,"  111",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  217",",,7","   17",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","    6",",,7",,,,,,,,,"   17",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   11",",,7",,,,,,,,,"   17",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-08-31","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  244",",,7","   11",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  228",",,7","   61",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   30",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   22",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  206",",,7","   39",",,7",,,,,,,,,"   67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  178",",,7","   44",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  206",",,7","   33",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  172",",,7","   22",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   61",",,7,0730","    0",",,7","    0",",,7","  183",",,7","  -11",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","    0",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   33",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   22",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   22",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  233",",,7","   44",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   50",",,7",,,,,,,,,"  122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   50",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   39",",,7",,,,,,,,,"  128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   50",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  250",",,7","   50",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  233",",,7","   44",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   22",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0",",,7","  211",",,7","   78",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  -28",",,7",,,,,,,,,"    6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","  -17",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   11",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   28",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   18",",,7,0730","    0",",,7","    0",",,7","  167",",,7","    0",",,7",,,,,,,,,"   11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","  -50",",,7",,,,,,,,,"  -28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","  -28",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","  -33",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-09-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   33",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   89",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    3",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   28",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   25",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   61",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","    0",",,7","  161",",,7","  -11",",,7",,,,,,,,,"    6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   56",",,7,0730","    0",",,7","    0",",,7","  128",",,7","    0",",,7",,,,,,,,,"   28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   89",",,7,0730","    0","T,,7","    0","T,,7","  111",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   28",",,7,0730","    0","T,,7","    0",",,7","   44",",,7","  -17",",,7",,,,,,,,,"   -6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   33",",,7,0730","   25",",,7","   25",",,7","   67",",,7","  -39",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   64",",,7,0730","  102",",,7","  102",",,7","  -11",",,7","  -61",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   23",",,7,0730","   25",",,7","   76",",,7","   -6",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   79",",,7,0730","  102",",,7","  152",",,7","  -22",",,7"," -111",",,7",,,,,,,,," -100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   46",",,7,0730","   51",",,7","  127",",,7","   44",",,7"," -106",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  102",",,7","   89",",,7","  -44",",,7",,,,,,,,,"  -22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   84",",,7,0730","  178",",,7","  229",",,7","   94",",,7"," -122",",,7",,,,,,,,," -117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   13",",,7,0730","   25",",,7","  203",",,7","  -72",",,7"," -156",",,7",,,,,,,,," -122",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  178",",,7","   33",",,7"," -128",",,7",,,,,,,,,"  -94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  152",",,7","   67",",,7","  -94",",,7",,,,,,,,,"  -89",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  127",",,7","  100",",,7","  -89",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  102",",,7","  111",",,7","  -44",",,7",,,,,,,,,"  -11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  102",",,7","  122",",,7","  -33",",,7",,,,,,,,,"  -28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","   76",",,7","  139",",,7","  -28",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-22","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","   51",",,7","  133",",,7","  -22",",,7",,,,,,,,,"  -11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-23","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0",",,7","    0","T,,7","  128",",,7","  -22",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0","T,,7","  117",",,7","   -6",",,7",,,,,,,,,"   22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","    0","T,,7","   78",",,7","  -11",",,7",,,,,,,,,"   -6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","    0","T,,7","   89",",,7","  -28",",,7",,,,,,,,,"   11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0","T,,7","   83",",,7","   -6",",,7",,,,,,,,,"   39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  111",",,7","    6",",,7",,,,,,,,,"   44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   39",",,7",,,,,,,,,"   61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","    0","T,,7","  150",",,7","  -33",",,7",,,,,,,,,"  -28",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-10-31","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  107",",,7,0730","  203",",,7","  203",",,7","   17",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  127",",,7","   22",",,7","  -94",",,7",,,,,,,,,"  -61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   64",",,7,0730","   51",",,7","  127",",,7","   22",",,7","  -61",",,7",,,,,,,,,"   -6",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-03","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","  119",",,7,0730","  102",",,7","  203",",,7","   44",",,7","  -39",",,7",,,,,,,,,"  -33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-04","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   56",",,7,0730","   51",",,7","  229",",,7","   -6",",,7","  -61",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-05","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   71",",,7,0730","  102",",,7","  254",",,7","   11",",,7","  -56",",,7",,,,,,,,,"  -50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-06","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   51",",,7,0730","   76",",,7","  305",",,7","  -11",",,7","  -78",",,7",,,,,,,,,"  -72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-07","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  279",",,7","  -17",",,7"," -144",",,7",,,,,,,,," -128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-08","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  279",",,7","  -28",",,7"," -178",",,7",,,,,,,,," -156",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-09","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  254",",,7","  -61",",,7"," -161",",,7",,,,,,,,," -100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-10","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  229",",,7","    0",",,7"," -106",",,7",,,,,,,,,"  -44",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-11","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   33",",,7,0730","   38",",,7","  229",",,7","   11",",,7"," -122",",,7",,,,,,,,," -117",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-12","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   41",",,7,0730","   64",",,7","  254",",,7","  -94",",,7"," -172",",,7",,,,,,,,," -161",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-13","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  229",",,7","  -61",",,7"," -178",",,7",,,,,,,,,"  -67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-14","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  229",",,7","   39",",,7","  -78",",,7",,,,,,,,,"  -50",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-15","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  203",",,7","   78",",,7","  -56",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-16","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  203",",,7","   67",",,7","  -17",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-17","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  203",",,7","   50",",,7","  -67",",,7",,,,,,,,,"  -61",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-18","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   89",",,7,0730","  152",",,7","  330",",,7","  -56",",,7"," -150",",,7",,,,,,,,," -100",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-19","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  279",",,7","    6",",,7"," -106",",,7",,,,,,,,,"  -72",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-20","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  279",",,7","   28",",,7","  -83",",,7",,,,,,,,,"  -22",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-21","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  254",",,7","   67",",,7","  -44",",,7",,,,,,,,,"  -33",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-24","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   99",",,7,0730","   76",",,7","  305",",,7","   78",",,7","  -72",",,7",,,,,,,,,"  -17",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-25","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   91",",,7,0730","   76",",,7","  381",",,7","    0",",,7"," -144",",,7",,,,,,,,," -128",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-26","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  356",",,7","  -61",",,7"," -128",",,7",,,,,,,,,"  -94",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-27","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  330",",,7","   -6",",,7"," -100",",,7",,,,,,,,,"  -17",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-28","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0",",,7,0730","    0",",,7","  305",",,7","   22",",,7","  -61",",,7",,,,,,,,,"  -11",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-29","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   46",",,7,0730","   76",",,7","  381",",,7","   17",",,7","  -44",",,7",,,,,,,,,"  -39",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-11-30","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  381",",,7","   17",",,7"," -100",",,7",,,,,,,,,"  -67",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-12-01","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","   10",",,7,0730","   13",",,7","  356",",,7","   22",",,7","  -83",",,7",,,,,,,,,"  -78",",,7,0730",,,,,,,,,,,,,,,,
"USC00054135","2018-12-02","40.583","-105.632","2901.7","HOURGLASS RESERVOIR, CO US","    0","T,,7,0730","    0","T,,7","  356",",,7","  -56",",,7"," -194",",,7",,,,,,,,," -178",",,7,0730",,,,,,,,,,,,,,,,
