"USC00145744","2018-07-06","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  228",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-07","38.0231","-97.35525","439.2","NEWTON, KS US","   64",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,,,,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-08","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  178",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-09","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  183",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-10","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  200",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-11","38.0231","-97.35525","439.2","NEWTON, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  228",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-12","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  233",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-13","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  233",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-14","38.0231","-97.35525","439.2","NEWTON, KS US","  201",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  200",",,7",,,,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-15","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  206",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-16","38.0231","-97.35525","439.2","NEWTON, KS US","  630",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-17","38.0231","-97.35525","439.2","NEWTON, KS US","  191",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"  233",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-18","38.0231","-97.35525","439.2","NEWTON, KS US","  163",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  222",",,7",,,,,,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00145744","2018-07-19","38.0231","-97.35525","439.2","NEWTON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  222",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
