"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00028904","2018-03-29","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  267",",,7","   39",",,7","  261",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-03-30","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  278",",,7","   56",",,7","  278",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-03-31","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  300",",,7","   72",",,7","  300",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-01","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  300",",,7","  100",",,7","  256",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-02","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  272",",,7","   67",",,7","  256",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-03","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  272",",,7","   83",",,7","  250",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-04","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  278",",,7","   78",",,7","  261",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-05","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  294",",,7","   78",",,7","  272",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-06","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  306",",,7","  111",",,7","  294",",,7,1600",,,,,,,,,,,,
"USC00028904","2018-04-07","34.7705","-112.0263","1057.7","TUZIGOOT, AZ US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  317",",,7","  133",",,7","  289",",,7,1600",,,,,,,,,,,,
