"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00115079","2018-10-13","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  106",",,7","    0",",,7",,,,,"   33",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-14","40.152","-89.3387","177.7","LINCOLN, IL US","   20",",,7,2400","    0",",,7,0600","    0",",,7,0600","  144",",,7","   28",",,7",,,,,"   83",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-15","40.152","-89.3387","177.7","LINCOLN, IL US","   18",",,7,2400","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -11",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-16","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  139",",,7","  -17",",,7",,,,,"   78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-17","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  133",",,7","    0",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-18","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  156",",,7","  -33",",,7",,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-19","40.152","-89.3387","177.7","LINCOLN, IL US","    3",",,7,2400","    0",",,7,0600","    0",",,7,0600","  133",",,7","   22",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-20","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  150",",,7","  -11",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-21","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  117",",,7","  -61",",,7",,,,,"   17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-22","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  200",",,7","   17",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-23","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  144",",,7","  -11",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-24","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  133",",,7","  -22",",,7",,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-25","40.152","-89.3387","177.7","LINCOLN, IL US","    8",",,7,2400","    0",",,7,0600","    0",",,7,0600","  144",",,7","   22",",,7",,,,,"   72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-26","40.152","-89.3387","177.7","LINCOLN, IL US","  157",",,7,2400","    0",",,7,0600","    0",",,7,0600","  100",",,7","   61",",,7",,,,,"   78",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-27","40.152","-89.3387","177.7","LINCOLN, IL US","    3",",,7,2400","    0",",,7,0600","    0",",,7,0600","  150",",,7","   39",",,7",,,,,"   67",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-28","40.152","-89.3387","177.7","LINCOLN, IL US","    8",",,7,2400","    0",",,7,0600","    0",",,7,0600","  161",",,7","   33",",,7",,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-29","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  178",",,7","   11",",,7",,,,,"   83",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-30","40.152","-89.3387","177.7","LINCOLN, IL US","   46",",,7,2400","    0",",,7,0600","    0",",,7,0600","  233",",,7","   83",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-10-31","40.152","-89.3387","177.7","LINCOLN, IL US","  117",",,7,2400","    0",",,7,0600","    0",",,7,0600","  150",",,7","   94",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-01","40.152","-89.3387","177.7","LINCOLN, IL US","   71",",,7,2400","    0",",,7,0600","    0",",,7,0600","  100",",,7","   56",",,7",,,,,"   56",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-02","40.152","-89.3387","177.7","LINCOLN, IL US","    3",",,7,2400","    0",",,7,0600","    0",",,7,0600","  106",",,7","    6",",,7",,,,,"   61",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-03","40.152","-89.3387","177.7","LINCOLN, IL US","    8",",,7,2400",,,,,"  128",",,7","    6",",,7",,,,,"   89",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-04","40.152","-89.3387","177.7","LINCOLN, IL US","   51",",,7,2400","    0",",,7,0600","    0",",,7,0600","  122",",,7","   72",",,7",,,,,"   72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-05","40.152","-89.3387","177.7","LINCOLN, IL US","   58",",,7,2400","    0",",,7,0600","    0",",,7,0600","  111",",,7","   56",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-06","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0",",,7,0600","    0",",,7,0600","  128",",,7","   33",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-07","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   67",",,7","  -17",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-08","40.152","-89.3387","177.7","LINCOLN, IL US","   33",",,7,2400","    5",",,7,0600","    0","T,,7,0600","   44",",,7","   -6",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-09","40.152","-89.3387","177.7","LINCOLN, IL US","   20",",,7,2400","   41",",,7,0600","    0",",,7,0600","    6",",,7","  -61",",,7",,,,,"  -61",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-10","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","    0",",,7","  -83",",,7",,,,,"  -33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-11","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   72",",,7","  -50",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-12","40.152","-89.3387","177.7","LINCOLN, IL US","   18",",,7,2400","   13",",,7,0600","   25",",,7,0600","   17",",,7","  -33",",,7",,,,,"  -33",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-13","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0","T,,7,0600","  -22",",,7","  -83",",,7",,,,,"  -78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-14","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0","T,,7,0600","   17",",,7","  -94",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-15","40.152","-89.3387","177.7","LINCOLN, IL US","  112",",,7,2400","   99",",,7,0600","  102",",,7,0600","   -6",",,7","  -61",",,7",,,,,"  -44",",,7,2400",,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00115079","2018-11-16","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","   25",",,7,0600","   33",",,7","  -44",",,7",,,,,"  -17",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-17","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0",",,7,0600","    0",",,7,0600","   28",",,7","  -28",",,7",,,,,"   17",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-18","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0",",,7,0600","   22",",,7","   -6",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-19","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0",",,7,0600","   39",",,7","  -11",",,7",,,,,"   -6",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-20","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   22",",,7","  -28",",,7",,,,,"   -6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-21","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400",,,,,"   78",",,7","  -33",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-22","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  133",",,7","  -28",",,7",,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-23","40.152","-89.3387","177.7","LINCOLN, IL US","  119",",,7,2400","    0",",,7,0600","    0",",,7,0600","  100",",,7","   11",",,7",,,,,"   67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-24","40.152","-89.3387","177.7","LINCOLN, IL US","    5",",,7,2400","    0",",,7,0600","    0",",,7,0600","  139",",,7","   28",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-25","40.152","-89.3387","177.7","LINCOLN, IL US","  112",",,7,2400","    0","T,,7,0600","    0",",,7,0600","   89",",,7","    6",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-26","40.152","-89.3387","177.7","LINCOLN, IL US","   23",",,7,2400","   23",",,7,0600","   25",",,7,0600","   11",",,7","  -56",",,7",,,,,"  -56",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-27","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0","T,,7,0600","  -56",",,7","  -94",",,7",,,,,"  -72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-28","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","  -17",",,7"," -117",",,7",,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-29","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","   50",",,7","  -56",",,7",,,,,"   -6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-11-30","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   83",",,7","  -39",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-01","40.152","-89.3387","177.7","LINCOLN, IL US","  384",",,7,2400","    0",",,7,0600","    0",",,7,0600","  167",",,7","   28",",,7",,,,,"   78",",,7,2400",,,,,,,,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-02","40.152","-89.3387","177.7","LINCOLN, IL US","   23",",,7,2400","    0",",,7,0600","    0",",,7,0600","  106",",,7","   22",",,7",,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-03","40.152","-89.3387","177.7","LINCOLN, IL US","    3",",,7,2400","    0","T,,7,0600","    0",",,7,0600","   22",",,7","  -11",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-04","40.152","-89.3387","177.7","LINCOLN, IL US","    8",",,7,2400","    3",",,7,0600","    0","T,,7,0600","  -11",",,7","  -28",",,7",,,,,"  -28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-05","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    5",",,7,0600","    0","T,,7,0600","   28",",,7","  -44",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-06","40.152","-89.3387","177.7","LINCOLN, IL US","   23",",,7,2400","   23",",,7,0600","    0",",,7,0600","   28",",,7","  -89",",,7",,,,,"  -83",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-07","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","   25",",,7,0600","  -33",",,7"," -128",",,7",,,,,"  -94",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-08","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","  -22",",,7"," -106",",,7",,,,,"  -94",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-09","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","    6",",,7"," -111",",,7",,,,,"  -94",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-10","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","   22",",,7"," -122",",,7",,,,,"  -33",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-11","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0","T,,7,0600","   72",",,7","  -39",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-12","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   78",",,7","  -28",",,7",,,,,"  -17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-13","40.152","-89.3387","177.7","LINCOLN, IL US","  109",",,7,2400","    0",",,7,0600","    0",",,7,0600","   50",",,7","  -22",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-14","40.152","-89.3387","177.7","LINCOLN, IL US","   30",",,7,2400","    0",",,7,0600","    0",",,7,0600","   61",",,7","   28",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-15","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   89",",,7","    0",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-16","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  106",",,7","  -39",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-17","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   67",",,7","  -28",",,7",,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-18","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   78",",,7","  -56",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-19","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  106",",,7","    6",",,7",,,,,"   67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-20","40.152","-89.3387","177.7","LINCOLN, IL US","   28",",,7,2400","    0",",,7,0600","    0",",,7,0600","   78",",,7","   28",",,7",,,,,"   28",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-21","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0",",,7,0600","   28",",,7","  -17",",,7",,,,,"  -17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-22","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   78",",,7","  -44",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-23","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   56",",,7","  -39",",,7",,,,,"  -17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-24","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   61",",,7","  -78",",,7",,,,,"   17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-25","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400",,,,,"  100",",,7","  -22",",,7",,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-26","40.152","-89.3387","177.7","LINCOLN, IL US","   13",",,7,2400","    0",",,7,0600","    0",",,7,0600","   72",",,7","  -50",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-27","40.152","-89.3387","177.7","LINCOLN, IL US","  259",",,7,2400","    0",",,7,0600","    0",",,7,0600","  122",",,7","   39",",,7",,,,,"  117",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-28","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0",",,7,0600","    0",",,7,0600","  117",",,7","  -33",",,7",,,,,"  -33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-29","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  -33",",,7","  -67",",,7",,,,,"  -67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-30","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0",",,7,0600","    0",",,7,0600","   33",",,7","  -94",",,7",,,,,"   17",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2018-12-31","40.152","-89.3387","177.7","LINCOLN, IL US","  368",",,7,2400",,,,,"   56",",,7","   17",",,7",,,,,"   22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-01","40.152","-89.3387","177.7","LINCOLN, IL US","    5",",,7,2400","    0",",,7,0600","    0",",,7,0600","   22",",,7","  -11",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-02","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","    0",",,7,0600","   -6",",,7","  -33",",,7",,,,,"  -28",",,7,2400",,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,
"USC00115079","2019-01-03","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   50",",,7","  -44",",,7",,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-04","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -50",",,7",,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-05","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  133",",,7","    0",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-06","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -22",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-07","40.152","-89.3387","177.7","LINCOLN, IL US","   41",",,7,2400","    0",",,7,0600","    0",",,7,0600","  161",",,7","   67",",,7",,,,,"   72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-08","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","   89",",,7","    0",",,7",,,,,"    6",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-09","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","    6",",,7","  -78",",,7",,,,,"  -78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-10","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","    0",",,7,0600","  -17",",,7"," -100",",,7",,,,,"  -78",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-11","40.152","-89.3387","177.7","LINCOLN, IL US","   10",",,7,2400","   10",",,7,0600","    0","T,,7,0600","   -6",",,7","  -83",",,7",,,,,"  -22",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-12","40.152","-89.3387","177.7","LINCOLN, IL US","  234",",,7,2400","  262",",,7,0600","  254",",,7,0600","   -6",",,7","  -28",",,7",,,,,"  -28",",,7,2400","  203",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-13","40.152","-89.3387","177.7","LINCOLN, IL US","   23",",,7,2400","   25",",,7,0600","  254",",,7,0600","  -17",",,7"," -100",",,7",,,,," -100",",,7,2400","  229",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-14","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","  229",",,7,0600","  -22",",,7"," -194",",,7",,,,,"  -33",",,7,2400","  254",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-15","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","  203",",,7,0600","    0",",,7","  -33",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,"    1",",,7",,,,,,,,,,,,
"USC00115079","2019-01-16","40.152","-89.3387","177.7","LINCOLN, IL US","    3",",,7,2400","    0",",,7,0600","  178",",,7,0600","   11",",,7","   -6",",,7",,,,,"   -6",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-17","40.152","-89.3387","177.7","LINCOLN, IL US","   74",",,7,2400","   51",",,7,0600","  229",",,7,0600","   11",",,7","  -11",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-18","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0",",,7,0600","  152",",,7,0600","    6",",,7","  -17",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-19","40.152","-89.3387","177.7","LINCOLN, IL US","   91",",,7,2400","   69",",,7,0600","  203",",,7,0600","    0",",,7","  -94",",,7",,,,,"  -94",",,7,2400",,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-20","40.152","-89.3387","177.7","LINCOLN, IL US","    0","T,,7,2400","    0","T,,7,0600","  203",",,7,0600","  -94",",,7"," -194",",,7",,,,," -178",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115079","2019-01-21","40.152","-89.3387","177.7","LINCOLN, IL US","    0",",,7,2400","    0",",,7,0600","  203",",,7,0600","  -72",",,7"," -233",",,7",,,,,"  -72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
