"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013920","2018-07-16","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   69",",,W",,,,,"  356",",,W","  189",",,W","   11",",,W",,," 0555",",,W",,,,,"  280",",,W","  280",",,W",,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-17","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    3",",,W",,,,,"  289",",,W","  194",",,W","   21",",,W",,," 1721",",,W",,,,,"   80",",,W","   60",",,W",,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-18","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  322",",,W","  172",",,W","   22",",,W",,," 1528",",,W",,,,,"   90",",,W","   60",",,W",,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-19","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   69",",,W",,,,,"  383",",,W","  200",",,W","   28",",,W",,," 1430",",,W",,,,,"  310",",,W","  320",",,W",,,,,"  259",",,W","  349",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-20","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    3",",,W",,,,,"  333",",,W","  200",",,W","   22",",,W",,," 1220",",,W",,,,,"   20",",,W","  360",",,W",,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-21","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  344",",,W","  183",",,W","   29",",,W",,," 1159",",,W",,,,,"  350",",,W","  340",",,W",,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-22","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  339",",,W","  183",",,W","   26",",,W",,," 1731",",,W",,,,,"   60",",,W","   80",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-23","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  322",",,W","  178",",,W","   22",",,W",,," 1623",",,W",,,,,"   40",",,W","   30",",,W",,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-24","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  333",",,W","  183",",,W","   30",",,W",,," 1230",",,W",,,,,"   30",",,W","  350",",,W",,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-25","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  344",",,W","  144",",,W","   21",",,W",,," 1049",",,W",,,,,"  170",",,W","  160",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-26","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    3",",,W",,,,,"  283",",,W","  178",",,W","   24",",,W",,," 0839",",,W",,,,,"   10",",,W","   10",",,W",,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-27","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  317",",,W","  150",",,W","   22",",,W",,," 1301",",,W",,,,,"   60",",,W","  360",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-28","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  289",",,W","  206",",,W","   36",",,W",,," 1023",",,W",,,,,"  110",",,W","  100",",,W",,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-29","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US",,,,,,,"  289",",,W","  194",",,W","   29",",,W",,," 1612",",,W",,,,,"   50",",,W","   30",",,W",,,,,"   72",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-30","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  272",",,W","  172",",,W","   22",",,W",,," 0847",",,W",,,,,"   30",",,W","  110",",,W",,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-07-31","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  311",",,W","  144",",,W","   26",",,W",,," 1516",",,W",,,,,"   30",",,W","   20",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-01","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  333",",,W","  139",",,W","   15",",,W",,," 1230",",,W",,,,,"  270",",,W","  270",",,W",,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-02","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  361",",,W","  183",",,W","   30",",,W",,," 1510",",,W",,,,,"  200",",,W","  190",",,W",,,,,"   63",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-03","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  367",",,W","  161",",,W","   44",",,W",,," 1511",",,W",,,,,"  170",",,W","  160",",,W",,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-04","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  344",",,W","  194",",,W","   55",",,W",,," 0856",",,W",,,,,"  170",",,W","  190",",,W",,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-05","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  383",",,W","  244",",,W","   64",",,W",,," 1306",",,W",,,,,"  200",",,W","  190",",,W",,,,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-06","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  372",",,W","  233",",,W","   36",",,W",,," 2028",",,W",,,,,"  170",",,W","  170",",,W",,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-07","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  152",",,W",,,,,"  322",",,W","  206",",,W","   34",",,W",,," 0221",",,W",,,,,"  340",",,W","  350",",,W",,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-08","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   33",",,W",,,,,"  344",",,W","  194",",,W","   17",",,W",,," 1726",",,W",,,,,"  240",",,W","  240",",,W",,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-09","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  350",",,W","  200",",,W","   16",",,W",,," 1447",",,W",,,,,"  250",",,W","  250",",,W",,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-10","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  339",",,W","  189",",,W","   29",",,W",,," 1326",",,W",,,,,"  340",",,W","  360",",,W",,,,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-11","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  344",",,W","  172",",,W","   17",",,W",,," 1439",",,W",,,,,"   40",",,W","   40",",,W",,,,,"   45",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-12","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  356",",,W","  178",",,W","   17",",,W",,," 1416",",,W",,,,,"  200",",,W","  210",",,W",,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-13","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   30",",,W",,,,,"  322",",,W","  206",",,W","   31",",,W",,," 1239",",,W",,,,,"  140",",,W","  130",",,W",,,,,"   76",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-14","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  140",",,W",,,,,"  311",",,W","  217",",,W","   38",",,W",,," 1331",",,W",,,,,"  200",",,W","  190",",,W",,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-15","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  306",",,W","  217",",,W","   17",",,W",,," 1139",",,W",,,,,"  310",",,W","  310",",,W",,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-16","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    3",",,W",,,,,"  322",",,W","  194",",,W","   17",",,W",,," 1947",",,W",,,,,"  160",",,W","  170",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-17","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  317",",,W","  200",",,W","   30",",,W",,," 1228",",,W",,,,,"  360",",,W","  340",",,W",,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-18","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  339",",,W","  189",",,W","   15",",,W",,," 1448",",,W",,,,,"   20",",,W","   10",",,W",,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-19","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  257",",,W",,,,,"  239",",,W","  194",",,W","   39",",,W",,," 2055",",,W",,,,,"  310",",,W","  320",",,W",,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-20","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   20",",,W",,,,,"  244",",,W","  194",",,W","   79",",,W",,," 1406",",,W",,,,,"  290",",,W","  290",",,W",,,,,"  134",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-21","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  283",",,W","  178",",,W","   41",",,W",,," 0226",",,W",,,,,"  350",",,W","  340",",,W",,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-22","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  267",",,W","  172",",,W","   13",",,W",,," 1355",",,W",,,,,"   40",",,W","  110",",,W",,,,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-23","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  287",",,W",,,,,"  250",",,W","  172",",,W","   49",",,W",,," 1353",",,W",,,,,"  170",",,W","  170",",,W",,,,,"  116",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-24","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  344",",,W","  228",",,W","   47",",,W",,," 0735",",,W",,,,,"  190",",,W","  190",",,W",,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-25","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  350",",,W","  233",",,W","   43",",,W",,," 1719",",,W",,,,,"  180",",,W","  170",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-26","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    8",",,W",,,,,"  339",",,W","  239",",,W","   64",",,W",,," 1326",",,W",,,,,"  170",",,W","  170",",,W",,,,,"  107",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-27","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  350",",,W","  244",",,W","   80",",,W",,," 1618",",,W",,,,,"  190",",,W","  180",",,W",,,,,"  139",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-28","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  339",",,W","  194",",,W","   58",",,W",,," 0853",",,W",,,,,"  190",",,W","  170",",,W",,,,,"  107",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-29","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  267",",,W","  161",",,W","   42",",,W",,," 0055",",,W",,,,,"  340",",,W","  330",",,W",,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-30","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  226",",,W",,,,,"  267",",,W","  200",",,W","   42",",,W",,," 0934",",,W",,,,,"  140",",,W","  140",",,W",,,,,"  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-08-31","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  333",",,W","  200",",,W","   66",",,W",,," 1751",",,W",,,,,"  160",",,W","  150",",,W",,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-01","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  339",",,W","  244",",,W","   54",",,W",,," 1713",",,W",,,,,"  160",",,W","  170",",,W",,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-02","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  322",",,W","  222",",,W","   36",",,W",,," 0811",",,W",,,,,"  180",",,W","  170",",,W",,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-03","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  311",",,W","  222",",,W","   39",",,W",,," 1144",",,W",,,,,"  150",",,W","  150",",,W",,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-04","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   30",",,W",,,,,"  272",",,W","  228",",,W","   50",",,W",,," 0927",",,W",,,,,"  160",",,W","  160",",,W",,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-05","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","  102",",,W",,,,,"  256",",,W","  217",",,W","   23",",,W",,," 2231",",,W",,,,,"   10",",,W","   20",",,W",,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-06","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  239",",,W","  206",",,W","   31",",,W",,," 1430",",,W",,,,,"   20",",,W","   40",",,W",,,,,"   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-07","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   28",",,W",,,,,"  217",",,W","  183",",,W","   38",",,W",,," 1642",",,W",,,,,"   30",",,W","   30",",,W",,,,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-08","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    3",",,W",,,,,"  233",",,W","  167",",,W","   42",",,W",,," 1550",",,W",,,,,"   60",",,W","   70",",,W",,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-09","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  250",",,W","  117",",,W","   20",",,W",,," 1324",",,W",,,,,"   90",",,W","   80",",,W",,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-10","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  267",",,W","  117",",,W","   16",",,W",,," 1550",",,W",,,,,"  180",",,W","  170",",,W",,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-11","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  278",",,W","  133",",,W","   33",",,W",,," 1309",",,W",,,,,"  180",",,W","  170",",,W",,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-12","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  283",",,W","  133",",,W","   37",",,W",,," 1109",",,W",,,,,"  150",",,W","  150",",,W",,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-13","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  267",",,W","  183",",,W","   44",",,W",,," 1559",",,W",,,,,"  150",",,W","  140",",,W",,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-14","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  328",",,W","  194",",,W","   35",",,W",,," 1029",",,W",,,,,"  210",",,W","  210",",,W",,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-15","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  333",",,W","  183",",,W","   16",",,W",,," 1456",",,W",,,,,"  110",",,W","  140",",,W",,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-16","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  333",",,W","  172",",,W","   20",",,W",,," 1138",",,W",,,,,"  150",",,W","  180",",,W",,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-17","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  333",",,W","  183",",,W","   31",",,W",,," 1305",",,W",,,,,"  180",",,W","  180",",,W",,,,,"   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-18","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  350",",,W","  217",",,W","   37",",,W",,," 1259",",,W",,,,,"  200",",,W","  230",",,W",,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-19","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  350",",,W","  211",",,W","   47",",,W",,," 1349",",,W",,,,,"  200",",,W","  160",",,W",,,,,"   94",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-20","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   18",",,W",,,,,"  344",",,W","  211",",,W","   64",",,W",,," 1355",",,W",,,,,"  200",",,W","  210",",,W",,,,,"  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-21","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","   23",",,W",,,,,"  217",",,W","  117",",,W","   44",",,W",,," 0557",",,W",,,,,"  350",",,W","  330",",,W",,,,,"  103",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-22","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  239",",,W","   89",",,W","   15",",,W",,," 1546",",,W",,,,,"  120",",,W","  100",",,W",,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-23","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  272",",,W","   89",",,W","   22",",,W",,," 1236",",,W",,,,,"  150",",,W","  150",",,W",,,,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-24","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0",",,W",,,,,"  267",",,W","  117",",,W","   30",",,W",,," 1426",",,W",,,,,"  150",",,W","  200",",,W",,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013920","2018-09-25","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","    0","T,,W",,,,,"  267",",,W","  100",",,W","   47",",,W",,," 1601",",,W",,,,,"  340",",,W","  340",",,W",,,,,"  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
