"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003919","2018-12-26","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  328",",,W,",,,,,"  122",",,W","   56",",,W",,,,,"   52",",,W",,,,,,,,,,,,,"  140",",,W","  140",",,W",,,,,"  116",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-12-27","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   25",",,W,",,,,,"  117",",,W","  -38",",,W",,,,,"   89",",,W",,,,,,,,,,,,,"  320",",,W","  330",",,W",,,,,"  148",",,W","  192",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-12-28","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -16",",,W","  -77",",,W",,,,,"   75",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-12-29","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -10",",,W","  -93",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  200",",,W","  190",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-12-30","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   78",",,W","  -66",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2018-12-31","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"   22",",,W","  -88",",,W",,,,,"   72",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  148",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -66",",,W"," -105",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   44",",,W","  -82",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   89",",,W","  -88",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  144",",,W","  -60",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  161",",,W","  -38",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  160",",,W","  210",",,W",,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  144",",,W","   22",",,W",,,,,"   65",",,W",,,,,,,,,,,,,"  170",",,W","  190",",,W",,,,,"  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  139",",,W","    0",",,W",,,,,"   50",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  111",",,W","  -32",",,W",,,,,"   53",",,W",,,,,,,,,,,,,"  340",",,W","  320",",,W",,,,,"  103",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-09","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   50",",,W","  -55",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  110",",,W","  100",",,W",,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-10","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  111",",,W","  -27",",,W",,,,,"   53",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-11","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  236",",,W,",,,,,"   33",",,W","    0",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"   30",",,W","   80",",,W",,,,,"   45",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-12","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    8",",,W,",,,,,"    6",",,W","  -21",",,W",,,,,"   73",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"  112",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-13","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -10",",,W","  -32",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"   76",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-14","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   11",",,W","  -27",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W",,,,,"   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-15","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   11",",,W","   -5",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  210",",,W","  190",",,W",,,,,"   58",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-16","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"    0",",,W","  -16",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"   70",",,W","   80",",,W",,,,,"   58",",,W","   81",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-17","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   11",",,W","   -5",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W",,,,,"   67",",,W","   81",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-18","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   10",",,W,",,,,,"   44",",,W","  -55",",,W",,,,,"   80",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"  161",",,W","  210",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-19","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -38",",,W","  -93",",,W",,,,,"   82",",,W",,,,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"  170",",,W","  228",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-20","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   61",",,W","  -82",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-21","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   56",",,W","  -55",",,W",,,,,"   70",",,W",,,,,,,,,,,,,"  140",",,W","  130",",,W",,,,,"  116",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-22","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   56",",,W","  -66",",,W",,,,,"   82",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  134",",,W","  165",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-23","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   41",",,W,",,,,,"   22",",,W"," -121",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"   98",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-24","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   -5",",,W"," -121",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"  360",",,W","  350",",,W",,,,,"  116",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-25","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   67",",,W"," -121",",,W",,,,,"   48",",,W",,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-26","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   83",",,W","  -32",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  300",",,W","  300",",,W",,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-27","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  128",",,W","  -27",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-28","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    8",",,W,",,,,,"   78",",,W","  -49",",,W",,,,,"   77",",,W",,,,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"  170",",,W","  210",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-29","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   33",",,W","  -82",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  290",",,W","   30",",,W",,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-30","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -71",",,W"," -149",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"   30",",,W","   30",",,W",,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-01-31","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   33",",,W"," -116",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  140",",,W","  130",",,W",,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  122",",,W","  -66",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  178",",,W","   56",",,W",,,,,"   55",",,W",,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,"  103",",,W","  143",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  200",",,W","  117",",,W",,,,,"   71",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"  125",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  133",",,W","  -60",",,W",,,,,"   71",",,W",,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"  139",",,W","  179",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -55",",,W","  -82",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"   70",",,W","   60",",,W",,,,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   10",",,W,",,,,,"  -60",",,W","  -93",",,W",,,,,"   54",",,W",,,,,,,,,,,,,"  340",",,W","  350",",,W",,,,,"  107",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -66",",,W"," -132",",,W",,,,,"   85",",,W",,,,,,,,,,,,,"  320",",,W","  330",",,W",,,,,"  130",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -27",",,W"," -155",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-09","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   50",",,W","  -93",",,W",,,,,"   69",",,W",,,,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-10","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"   61",",,W","   -5",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  170",",,W","  160",",,W",,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-11","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   22",",,W","  -10",",,W",,,,,"   49",",,W",,,,,,,,,,,,,"  330",",,W","  330",",,W",,,,,"   94",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-12","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   72",",,W","  -43",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  330",",,W","  320",",,W",,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-13","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  117",",,W","  -43",",,W",,,,,"   47",",,W",,,,,,,,,,,,,"  200",",,W","  210",",,W",,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-14","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  139",",,W","  -49",",,W",,,,,"   70",",,W",,,,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"  134",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-15","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   33",",,W,",,,,,"  -49",",,W","  -99",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"   40",",,W","   70",",,W",,,,,"   94",",,W","  121",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-16","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -49",",,W"," -105",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  100",",,W","   80",",,W",,,,,"   72",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-17","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -21",",,W"," -105",",,W",,,,,"   63",",,W",,,,,,,,,,,,,"  330",",,W","  320",",,W",,,,,"   98",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-18","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -43",",,W"," -127",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  360",",,W","  350",",,W",,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-19","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US",,,,,,,"  -10",",,W","  -77",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"   70",",,W","   80",",,W",,,,,"   94",",,W","  125",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-20","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   28",",,W","  -60",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  270",",,W","  250",",,W",,,,,"   76",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-21","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   72",",,W","  -99",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  110",",,W","  100",",,W",,,,,"   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-22","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   44",",,W","  -32",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"   80",",,W","  100",",,W",,,,,"   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-23","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","  155",",,W,",,,,,"   17",",,W","  -21",",,W",,,,,"   69",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"  161",",,W","  197",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-24","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -16",",,W","  -77",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  300",",,W","  300",",,W",,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-25","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   28",",,W","  -99",",,W",,,,,"   52",",,W",,,,,,,,,,,,,"   10",",,W","  360",",,W",,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-26","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -82",",,W"," -127",",,W",,,,,"   48",",,W",,,,,,,,,,,,,"  340",",,W","   30",",,W",,,,,"   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-27","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -77",",,W"," -110",",,W",,,,,"   74",",,W",,,,,,,,,,,,,"  350",",,W","  360",",,W",,,,,"  107",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-02-28","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -43",",,W"," -116",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"   20",",,W","  350",",,W",,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   50",",,W","  -55",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"   10",",,W","   20",",,W",,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  -10",",,W","  -82",",,W",,,,,"   67",",,W",,,,,,,,,,,,,"   20",",,W","  360",",,W",,,,,"   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","   20",",,W,",,,,,"  -82",",,W"," -160",",,W",,,,,"   71",",,W",,,,,,,,,,,,,"   10",",,W","   10",",,W",,,,,"  125",",,W","  152",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -88",",,W"," -193",",,W",,,,,"   47",",,W",,,,,,,,,,,,,"  310",",,W","  290",",,W",,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  -43",",,W"," -182",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  330",",,W","  330",",,W",,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"   50",",,W"," -132",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   78",",,W","   -5",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  120",",,W","  110",",,W",,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003919","2019-03-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"   50",",,W","   -5",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  120",",,W","  120",",,W",,,,,"   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
