"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00017123","2018-06-11","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  295",",,a","  145",",,a",,,,,,,,
"ASN00017123","2018-06-12","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  194",",,a","   92",",,a",,,,,,,,
"ASN00017123","2018-06-13","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    4",",,a","  194",",,a","   57",",,a",,,,,,,,
"ASN00017123","2018-06-14","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  198",",,a","   57",",,a",,,,,,,,
"ASN00017123","2018-06-15","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  207",",,a","   65",",,a",,,,,,,,
"ASN00017123","2018-06-16","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  184",",,a","   69",",,a",,,,,,,,
"ASN00017123","2018-06-17","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  155",",,a","   36",",,a",,,,,,,,
"ASN00017123","2018-06-18","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  150",",,a","   36",",,a",,,,,,,,
"ASN00017123","2018-06-19","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  166",",,a","   -3",",,a",,,,,,,,
"ASN00017123","2018-06-20","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  177",",,a","   64",",,a",,,,,,,,
"ASN00017123","2018-06-21","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  190",",,a","   13",",,a",,,,,,,,
"ASN00017123","2018-06-22","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  212",",,a","   41",",,a",,,,,,,,
"ASN00017123","2018-06-23","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  223",",,a","   63",",,a",,,,,,,,
"ASN00017123","2018-06-24","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  205",",,a","   89",",,a",,,,,,,,
"ASN00017123","2018-06-25","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    2",",,a","  197",",,a","   97",",,a",,,,,,,,
"ASN00017123","2018-06-26","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","   92",",,a","  130",",,a","   91",",,a",,,,,,,,
"ASN00017123","2018-06-27","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    2",",,a","  148",",,a","   47",",,a",,,,,,,,
"ASN00017123","2018-06-28","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  154",",,a","   22",",,a",,,,,,,,
"ASN00017123","2018-06-29","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  189",",,a","   33",",,a",,,,,,,,
"ASN00017123","2018-06-30","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  186",",,a","   43",",,a",,,,,,,,
"ASN00017123","2018-07-01","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  173",",,a","   46",",,a",,,,,,,,
"ASN00017123","2018-07-02","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  175",",,a","   54",",,a",,,,,,,,
"ASN00017123","2018-07-03","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  201",",,a","   19",",,a",,,,,,,,
"ASN00017123","2018-07-04","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  230",",,a","   48",",,a",,,,,,,,
"ASN00017123","2018-07-05","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  265",",,a","   66",",,a",,,,,,,,
"ASN00017123","2018-07-06","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  197",",,a","  102",",,a",,,,,,,,
"ASN00017123","2018-07-07","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  183",",,a","   39",",,a",,,,,,,,
"ASN00017123","2018-07-08","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  165",",,a","   53",",,a",,,,,,,,
"ASN00017123","2018-07-09","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  181",",,a","   53",",,a",,,,,,,,
"ASN00017123","2018-07-10","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  164",",,a","   56",",,a",,,,,,,,
"ASN00017123","2018-07-11","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  163",",,a","   15",",,a",,,,,,,,
"ASN00017123","2018-07-12","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  164",",,a","   14",",,a",,,,,,,,
"ASN00017123","2018-07-13","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  169",",,a","   21",",,a",,,,,,,,
"ASN00017123","2018-07-14","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  178",",,a","   16",",,a",,,,,,,,
"ASN00017123","2018-07-15","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  183",",,a","   19",",,a",,,,,,,,
"ASN00017123","2018-07-16","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  232",",,a","   26",",,a",,,,,,,,
"ASN00017123","2018-07-17","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  254",",,a","   60",",,a",,,,,,,,
"ASN00017123","2018-07-18","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  243",",,a","   74",",,a",,,,,,,,
"ASN00017123","2018-07-19","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  262",",,a","   66",",,a",,,,,,,,
"ASN00017123","2018-07-20","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  169",",,a","   52",",,a",,,,,,,,
"ASN00017123","2018-07-21","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  178",",,a","   22",",,a",,,,,,,,
"ASN00017123","2018-07-22","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  203",",,a","   19",",,a",,,,,,,,
"ASN00017123","2018-07-23","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  265",",,a","   72",",,a",,,,,,,,
"ASN00017123","2018-07-24","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  253",",,a","   94",",,a",,,,,,,,
"ASN00017123","2018-07-25","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a",,,"   46",",,a",,,,,,,,
"ASN00017123","2018-07-26","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS",,,"  252",",,a","   58",",,a",,,,,,,,
"ASN00017123","2018-07-27","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  272",",,a","  136",",,a",,,,,,,,
"ASN00017123","2018-07-28","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  236",",,a","   93",",,a",,,,,,,,
"ASN00017123","2018-07-29","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  187",",,a","   83",",,a",,,,,,,,
"ASN00017123","2018-07-30","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  204",",,a","   43",",,a",,,,,,,,
"ASN00017123","2018-07-31","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  237",",,a","   61",",,a",,,,,,,,
"ASN00017123","2018-08-01","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  237",",,a","   62",",,a",,,,,,,,
"ASN00017123","2018-08-02","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  260",",,a","   70",",,a",,,,,,,,
"ASN00017123","2018-08-03","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    6",",,a","  174",",,a","  104",",,a",,,,,,,,
"ASN00017123","2018-08-04","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  202",",,a","   35",",,a",,,,,,,,
"ASN00017123","2018-08-05","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  254",",,a","   67",",,a",,,,,,,,
"ASN00017123","2018-08-06","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  172",",,a","   73",",,a",,,,,,,,
"ASN00017123","2018-08-07","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  183",",,a","   58",",,a",,,,,,,,
"ASN00017123","2018-08-08","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  210",",,a","   35",",,a",,,,,,,,
"ASN00017123","2018-08-09","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  227",",,a","   45",",,a",,,,,,,,
"ASN00017123","2018-08-10","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  270",",,a","   52",",,a",,,,,,,,
"ASN00017123","2018-08-11","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  188",",,a","  108",",,a",,,,,,,,
"ASN00017123","2018-08-12","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  168",",,a","   40",",,a",,,,,,,,
"ASN00017123","2018-08-13","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  195",",,a","   46",",,a",,,,,,,,
"ASN00017123","2018-08-14","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  225",",,a","   54",",,a",,,,,,,,
"ASN00017123","2018-08-15","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  259",",,a","   56",",,a",,,,,,,,
"ASN00017123","2018-08-16","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  243",",,a","   76",",,a",,,,,,,,
"ASN00017123","2018-08-17","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  227",",,a","   94",",,a",,,,,,,,
"ASN00017123","2018-08-18","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  230",",,a","   89",",,a",,,,,,,,
"ASN00017123","2018-08-19","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  176",",,a","   51",",,a",,,,,,,,
"ASN00017123","2018-08-20","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  184",",,a","   39",",,a",,,,,,,,
"ASN00017123","2018-08-21","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  208",",,a","   31",",,a",,,,,,,,
"ASN00017123","2018-08-22","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  228",",,a","   29",",,a",,,,,,,,
"ASN00017123","2018-08-23","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  253",",,a","   99",",,a",,,,,,,,
"ASN00017123","2018-08-24","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  217",",,a","   45",",,a",,,,,,,,
"ASN00017123","2018-08-25","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  241",",,a","   69",",,a",,,,,,,,
"ASN00017123","2018-08-26","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  235",",,a","   62",",,a",,,,,,,,
"ASN00017123","2018-08-27","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  247",",,a","   69",",,a",,,,,,,,
"ASN00017123","2018-08-28","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  253",",,a","   61",",,a",,,,,,,,
"ASN00017123","2018-08-29","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  273",",,a","   76",",,a",,,,,,,,
"ASN00017123","2018-08-30","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  315",",,a","  135",",,a",,,,,,,,
"ASN00017123","2018-08-31","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","   16",",,a","  220",",,a","  136",",,a",,,,,,,,
"ASN00017123","2018-09-01","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  216",",,a","   78",",,a",,,,,,,,
"ASN00017123","2018-09-02","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  221",",,a","   78",",,a",,,,,,,,
"ASN00017123","2018-09-03","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  212",",,a","  107",",,a",,,,,,,,
"ASN00017123","2018-09-04","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  213",",,a","   59",",,a",,,,,,,,
"ASN00017123","2018-09-05","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  257",",,a","   53",",,a",,,,,,,,
"ASN00017123","2018-09-06","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  283",",,a","  134",",,a",,,,,,,,
"ASN00017123","2018-09-07","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  207",",,a","   98",",,a",,,,,,,,
"ASN00017123","2018-09-08","-28.0997","140.1956","37.8","MOOMBA AIRPORT, AS","    0",",,a","  218",",,a","   60",",,a",,,,,,,,
