"USC00419715","2017-10-09","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419715","2017-10-10","31.8611","-97.375","175.0","WHITNEY DAM, TX US","   56",",,7,0800",,,,,"  339",",,7","  111",",,7",,,,,,,"  333",",,7,0800",,,,,,,,,,,"  117",",,7,0800","  389",",,7",,,,,,,,,,,,,,
"USC00419715","2017-10-11","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    8",",,7,0800",,,,,"  206",",,7","  111",",,7",,,,,,,"   43",",,7,0800",,,,,,,,,,,"  128",",,7,0800","  156",",,7",,,,,,,,,,,,,,
"USC00419715","2017-10-12","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    5",",,7,0800",,,,,"  233",",,7","  117",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,
"USC00419715","2017-10-13","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419715","2017-10-14","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419715","2017-10-15","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00419715","2017-10-16","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,"  322",",,7","  122",",,7",,,,,,,"  267",",,7,0800",,,,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,
"USC00419715","2017-10-17","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","   61",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,
"USC00419715","2017-10-18","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,"  250",",,7","   39",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,
"USC00419715","2017-10-19","31.8611","-97.375","175.0","WHITNEY DAM, TX US","    0",",,7,0800",,,,,"  289",",,7","   44",",,7",,,,,,,"   79",",,7,0800",,,,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,
