"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00029789","2018-06-28","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  321",",,S","   90",",,S",,,"  216","H,,S"
"RSM00029789","2018-06-29","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   10","B,,S",,,"  239",",,S",,,,,"  163","H,,S"
"RSM00029789","2018-06-30","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   10","B,,S",,,"  243",",,S","   75",",,S",,,"  149","H,,S"
"RSM00029789","2018-07-01","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   20","B,,S",,,"  255",",,S","   80",",,S",,,"  159","H,,S"
"RSM00029789","2018-07-02","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  280",",,S",,,,,"  179","H,,S"
"RSM00029789","2018-07-03","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  286",",,S","   70",",,S",,,"  194","H,,S"
"RSM00029789","2018-07-04","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","  132","B,,S",,,"  192",",,S",,,,,"  121","H,,S"
"RSM00029789","2018-07-05","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   28","B,,S",,,"  150",",,S",,,,,"   85","H,,S"
"RSM00029789","2018-07-06","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  191",",,S","   35",",,S",,,"  114","H,,S"
"RSM00029789","2018-07-07","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   99","B,,S",,,"  121",",,S",,,,,"   81","H,,S"
"RSM00029789","2018-07-08","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   79","B,,S",,,"  109",",,S","   55",",,S",,,"   81","H,,S"
"RSM00029789","2018-07-09","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   38","B,,S",,,"  113",",,S","   61",",,S",,,"   84","H,,S"
"RSM00029789","2018-07-10","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   64","B,,S",,,"  118",",,S","   68",",,S",,,"   97","H,,S"
"RSM00029789","2018-07-11","54.22","96.97","983.0","VERHNJAJA GUTARA, RS",,,,,,,,,,,"  119","H,,S"
"RSM00029789","2018-07-12","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  207",",,S","   45",",,S",,,"  129","H,,S"
"RSM00029789","2018-07-13","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  270",",,S","   59",",,S",,,"  162","H,,S"
"RSM00029789","2018-07-14","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  286",",,S","   57",",,S",,,"  181","H,,S"
"RSM00029789","2018-07-15","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  214",",,S","   87",",,S",,,"  165","H,,S"
"RSM00029789","2018-07-16","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   25","B,,S",,,"  164",",,S",,,,,"  127","H,,S"
"RSM00029789","2018-07-17","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  185",",,S","   98",",,S",,,"  144","H,,S"
"RSM00029789","2018-07-18","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   51","B,,S",,,"  168",",,S","  111",",,S",,,"  143","H,,S"
"RSM00029789","2018-07-19","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   20","B,,S",,,"  182",",,S",,,,,"  143","H,,S"
"RSM00029789","2018-07-20","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","  130","B,,S",,,"  134",",,S",,,,,"  119","H,,S"
"RSM00029789","2018-07-21","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   61","B,,S",,,"  190",",,S",,,,,"  131","H,,S"
"RSM00029789","2018-07-22","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  230",",,S","   84",",,S",,,"  153","H,,S"
"RSM00029789","2018-07-23","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    5","B,,S",,,"  238",",,S","   76",",,S",,,"  149","H,,S"
"RSM00029789","2018-07-24","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   10","B,,S",,,"  257",",,S","   80",",,S",,,"  171","H,,S"
"RSM00029789","2018-07-25","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","  137","B,,S",,,"  191",",,S",,,,,"  130","H,,S"
"RSM00029789","2018-07-26","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","  170","B,,S",,,"  153",",,S",,,,,"   92","H,,S"
"RSM00029789","2018-07-27","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    8","B,,S",,,"  173",",,S",,,,,"  109","H,,S"
"RSM00029789","2018-07-28","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   61","B,,S",,,"  225",",,S","   41",",,S",,,"  133","H,,S"
"RSM00029789","2018-07-29","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","  119","B,,S",,,"  196",",,S","   75",",,S",,,"  122","H,,S"
"RSM00029789","2018-07-30","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","   13","B,,S",,,"  210",",,S",,,,,"  138","H,,S"
"RSM00029789","2018-07-31","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  225",",,S","   76",",,S",,,"  149","H,,S"
"RSM00029789","2018-08-01","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  222",",,S",,,,,"  152","H,,S"
"RSM00029789","2018-08-02","54.22","96.97","983.0","VERHNJAJA GUTARA, RS","    0","B,,S",,,"  231",",,S","   72",",,S",,,"  150","H,,S"
