"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00313106","2018-04-02","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   17",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-03","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   44",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-04","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   44",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-05","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","    6",",,7",,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-06","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","    0",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-07","35.4267","-82.557","630.9","FLETCHER 3 W, NC US",,,"    0",",,7,0800","    0",",,7,0800","  178",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00313106","2018-04-08","35.4267","-82.557","630.9","FLETCHER 3 W, NC US",,,"    0",",,7,0800","    0",",,7,0800","  122",",,7","  -11",",,7","    2",",,7",,,"   81",",,7",,,"  -11",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-09","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -11",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-10","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   44",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-11","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   17",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-12","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   11",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,
"USC00313106","2018-04-13","35.4267","-82.557","630.9","FLETCHER 3 W, NC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   22",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,
