"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00053842","2018-07-06","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  283",",,W","  189",",,W","   37",",,W",,,,,,,,,,,"  360",",,W","   20",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-07","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  278",",,W","  156",",,W","   36",",,W",,,,,,,,,,,"   80",",,W","   70",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-08","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  311",",,W","  150",",,W","   11",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-09","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  200",",,W","   11",",,W",,,,,,,,,,,"  290",",,W","  280",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-10","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   28",",,W",,,,,"  333",",,W","  228",",,W","   28",",,W",,,,,,,,,,,"  360",",,W","   10",",,W","   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-07-11","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  206",",,W","   30",",,W",,,,,,,,,,,"   50",",,W","  140",",,W","   54",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-12","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  178",",,W","   18",",,W",,,,,,,,,,,"   90",",,W","  100",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-13","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  178",",,W","    7",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   45",",,W","   67",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053842","2018-07-14","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  206",",,W","   12",",,W",,,,,,,,,,,"  330",",,W","  340",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-15","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  322",",,W","  239",",,W","   17",",,W",,,,,,,,,,,"  210",",,W","  250",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-16","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  317",",,W","  233",",,W","   23",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   76",",,W","   98",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053842","2018-07-17","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   10",",,W",,,,,"  311",",,W","  211",",,W","   35",",,W",,,,,,,,,,,"  360",",,W","  320",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-18","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  161",",,W","   23",",,W",,,,,,,,,,,"   60",",,W","   30",",,W","   54",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-19","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  178",",,W","   27",",,W",,,,,,,,,,,"  190",",,W","  140",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-20","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   33",",,W",,,,,"  322",",,W","  217",",,W","   51",",,W",,,,,,,,,,,"  290",",,W","  300",",,W","  139",",,W","  183",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,
"USW00053842","2018-07-21","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  208",",,W",,,,,"  256",",,W","  200",",,W","   36",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   98",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00053842","2018-07-22","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   41",",,W",,,,,"  272",",,W","  206",",,W","   38",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-07-23","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  250",",,W","  172",",,W","   18",",,W",,,,,,,,,,,"  330",",,W","   10",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-24","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  294",",,W","  189",",,W","   26",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   67",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-07-25","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  300",",,W","  200",",,W","   22",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-26","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    5",",,W",,,,,"  300",",,W","  183",",,W","   28",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   76",",,W","  103",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053842","2018-07-27","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  261",",,W","  172",",,W","   30",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-28","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  272",",,W","  161",",,W","   18",",,W",,,,,,,,,,,"  330",",,W","  310",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053842","2018-07-29","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   20",",,W",,,,,"  244",",,W","  172",",,W","   13",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-07-30","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  213",",,W",,,,,"  228",",,W","  183",",,W","   23",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-07-31","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  170",",,W",,,,,"  228",",,W","  189",",,W","   28",",,W",,,,,,,,,,,"  330",",,W","  350",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-01","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    8",",,W",,,,,"  261",",,W","  178",",,W","   11",",,W",,,,,,,,,,,"  340",",,W","  310",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-02","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  294",",,W","  161",",,W","   13",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   45",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053842","2018-08-03","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  183",",,W","   17",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-04","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  211",",,W","   15",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-05","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  206",",,W","   16",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-06","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  228",",,W","   30",",,W",,,,,,,,,,,"  320",",,W","  330",",,W","  174",",,W","  237",",,W",,,,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-07","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  290",",,W",,,,,"  289",",,W","  206",",,W","   25",",,W",,,,,,,,,,,"  330",",,W","  340",",,W","  192",",,W","  246",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-08","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   28",",,W",,,,,"  300",",,W","  222",",,W","   19",",,W",,,,,,,,,,,"  290",",,W","  300",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-09","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  194",",,W","   16",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,
