"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00053842","2018-08-10","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  206",",,W","   16",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-11","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  283",",,W","  194",",,W","   22",",,W",,,,,,,,,,,"  360",",,W","  360",",,W","   67",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-12","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  183",",,W","   17",",,W",,,,,,,,,,,"  340",",,W","  300",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-13","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  194",",,W","   12",",,W",,,,,,,,,,,"  320",",,W","   40",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-14","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  300",",,W","  200",",,W","    9",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   40",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-15","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  104",",,W",,,,,"  244",",,W","  206",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  170",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-16","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   76",",,W",,,,,"  272",",,W","  206",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   58",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-17","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  107",",,W",,,,,"  267",",,W","  211",",,W","   15",",,W",,,,,,,,,,,"  290",",,W","  310",",,W","   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-18","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  289",",,W","  211",",,W","   20",",,W",,,,,,,,,,,"   80",",,W","  360",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-19","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  189",",,W","   14",",,W",,,,,,,,,,,"   90",",,W","   60",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-20","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   66",",,W",,,,,"  294",",,W","  206",",,W","   29",",,W",,,,,,,,,,,"  150",",,W","  140",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-21","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   91",",,W",,,,,"  272",",,W","  194",",,W","   33",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   98",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-22","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  250",",,W","  167",",,W","   36",",,W",,,,,,,,,,,"  320",",,W","  350",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-23","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  261",",,W","  128",",,W","   12",",,W",,,,,,,,,,,"  240",",,W","  280",",,W","   36",",,W","   54",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-24","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  244",",,W","  139",",,W","   26",",,W",,,,,,,,,,,"  190",",,W","  210",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-25","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  168",",,W",,,,,"  278",",,W","  206",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   89",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-08-26","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  239",",,W","   29",",,W",,,,,,,,,,,"  210",",,W","  190",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-27","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  233",",,W","   31",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-08-28","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  233",",,W","   32",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   72",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-29","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    5",",,W",,,,,"  306",",,W","  211",",,W","   31",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-30","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  272",",,W","  183",",,W","   26",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,
"USW00053842","2018-08-31","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  311",",,W","  167",",,W","   16",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,
"USW00053842","2018-09-01","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  311",",,W","  211",",,W","   27",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-02","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  322",",,W","  222",",,W","   18",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-03","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  333",",,W","  228",",,W","   17",",,W",,,,,,,,,,,"  200",",,W","  180",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-04","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  339",",,W","  217",",,W","   12",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-05","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0","T,,W",,,,,"  339",",,W","  217",",,W","   16",",,W",,,,,,,,,,,"  300",",,W","   30",",,W","   63",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,
"USW00053842","2018-09-06","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   53",",,W",,,,,"  311",",,W","  217",",,W","   18",",,W",,,,,,,,,,,"   40",",,W","   30",",,W","   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-09-07","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  516",",,W",,,,,"  228",",,W","  183",",,W","   29",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   63",",,W","   94",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-09-08","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  361",",,W",,,,,"  183",",,W","  156",",,W","   51",",,W",,,,,,,,,,,"   70",",,W","   70",",,W","   98",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-09","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   69",",,W",,,,,"  161",",,W","  144",",,W","   47",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-10","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    3",",,W",,,,,"  200",",,W","  133",",,W","   20",",,W",,,,,,,,,,,"  330",",,W","  340",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-11","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  250",",,W","  117",",,W","   15",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","   45",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053842","2018-09-12","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  239",",,W","  133",",,W","   12",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-13","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  283",",,W","  167",",,W","    5",",,W",,,,,,,,,,,"  310",",,W","  350",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-14","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  306",",,W","  178",",,W","   16",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   54",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-15","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  311",",,W","  189",",,W","   27",",,W",,,,,,,,,,,"   50",",,W","   10",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053842","2018-09-16","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  311",",,W","  200",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","   90",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-17","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  217",",,W","   14",",,W",,,,,,,,,,,"  320",",,W","  350",",,W","   40",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-18","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  194",",,W","    9",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-19","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  322",",,W","  211",",,W","    8",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   40",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-20","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  328",",,W","  211",",,W","   22",",,W",,,,,,,,,,,"  200",",,W","  190",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-21","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  289",",,W","  178",",,W","   40",",,W",,,,,,,,,,,"  310",",,W","  250",",,W","   81",",,W","  121",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-22","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  178",",,W","  133",",,W","   29",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-23","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  250",",,W","  117",",,W","   26",",,W",,,,,,,,,,,"   70",",,W","   10",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-24","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","   36",",,W",,,,,"  217",",,W","  156",",,W","   29",",,W",,,,,,,,,,,"  110",",,W","  150",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053842","2018-09-25","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  269",",,W",,,,,"  261",",,W","  200",",,W","   29",",,W",,,,,,,,,,,"  290",",,W","  220",",,W","   76",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053842","2018-09-26","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    8",",,W",,,,,"  211",",,W","  122",",,W","   39",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-27","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  178",",,W","  100",",,W","    5",",,W",,,,,,,,,,,"  120",",,W","  130",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,
"USW00053842","2018-09-28","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  228",",,W","   78",",,W","   20",",,W",,,,,,,,,,,"  350",",,W","  350",",,W","   98",",,W","  125",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053842","2018-09-29","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  194",",,W","   83",",,W","   21",",,W",,,,,,,,,,,"  350",",,W","  340",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053842","2018-09-30","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  261",",,W","  117",",,W","   14",",,W",,,,,,,,,,,"  200",",,W","  180",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053842","2018-10-01","39.825","-86.29583","250.9","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","    0",",,W",,,,,"  283",",,W","  128",",,W","   21",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   63",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,,,
