"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USC00081163","2018-05-03","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  294",",,7","  139",",,7",,,,,,,,
"USC00081163","2018-05-04","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  311",",,7","  128",",,7",,,,,,,,
"USC00081163","2018-05-05","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  306",",,7","  194",",,7",,,,,,,,
"USC00081163","2018-05-06","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  289",",,7","  161",",,7",,,,,,,,
"USC00081163","2018-05-07","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  317",",,7","  128",",,7",,,,,,,,
"USC00081163","2018-05-08","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  311",",,7","  128",",,7",,,,,,,,
"USC00081163","2018-05-09","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  306",",,7","  139",",,7",,,,,,,,
"USC00081163","2018-05-10","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  311",",,7","  161",",,7",,,,,,,,
"USC00081163","2018-05-11","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  333",",,7","  194",",,7",,,,,,,,
"USC00081163","2018-05-12","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  283",",,7","  172",",,7",,,,,,,,
"USC00081163","2018-05-13","28.66641","-82.08947","24.4","BUSHNELL 1 E, FL US","    0",",,7,0700",,,,,"  278",",,7","  200",",,7",,,,,,,,
