"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00203421","2018-11-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   61",",,7,0800","   20",",,7,0800","   25",",,7,0800","   11",",,7","  -22",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2018-11-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","   13",",,7,0800","   25",",,7,0800","  -17",",,7","  -39",",,7",,,,,,,"  -39",",,7,0800"
"USC00203421","2018-11-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  198",",,7,0800","  305",",,7,0800","  330",",,7,0800","  -17",",,7","  -56",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2018-11-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    5",",,7,0800","   10",",,7,0800","  279",",,7,0800","  -39",",,7","  -83",",,7",,,,,,,"  -67",",,7,0800"
"USC00203421","2018-11-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","   38",",,7,0800","  229",",,7,0800","  -22",",,7","  -67",",,7",,,,,,,"  -39",",,7,0800"
"USC00203421","2018-11-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","   64",",,7,0800","  229",",,7,0800","  -28",",,7","  -83",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2018-11-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","   28",",,7,0800","  203",",,7,0800","  -61",",,7","  -89",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2018-11-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  178",",,7,0800","   -6",",,7","  -78",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2018-11-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    3",",,7,0800","  152",",,7,0800","   44",",,7","  -22",",,7",,,,,,,"   17",",,7,0800"
"USC00203421","2018-11-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","   20",",,7,0800","  152",",,7,0800","   22",",,7","  -44",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2018-11-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   10",",,7,0800","   13",",,7,0800","  152",",,7,0800","  -44",",,7"," -128",",,7",,,,,,," -122",",,7,0800"
"USC00203421","2018-11-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   28",",,7,0800","   46",",,7,0800","  203",",,7,0800","  -50",",,7"," -122",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2018-11-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","   25",",,7,0800","  203",",,7,0800","  -33",",,7","  -83",",,7",,,,,,,"  -83",",,7,0800"
"USC00203421","2018-11-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","   36",",,7,0800","  203",",,7,0800","  -39",",,7","  -89",",,7",,,,,,,"  -89",",,7,0800"
"USC00203421","2018-11-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  203",",,7,0800","  -78",",,7"," -111",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2018-11-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  178",",,7,0800","   22",",,7","  -78",",,7",,,,,,,"   17",",,7,0800"
"USC00203421","2018-11-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   23",",,7,0800",,,"  102",",,7,0800","   94",",,7","   17",",,7",,,,,,,"   28",",,7,0800"
"USC00203421","2018-11-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  104",",,7,0800","   10",",,7,0800","   76",",,7,0800","   39",",,7","  -11",",,7",,,,,,,"  -11",",,7,0800"
"USC00203421","2018-11-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","   76",",,7,0800","  -11",",,7","  -56",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-11-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   33",",,7,0800","   74",",,7,0800","  127",",,7,0800","  -28",",,7","  -56",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2018-11-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    5",",,7,0800","    5",",,7,0800","  127",",,7,0800","  -39",",,7","  -56",",,7",,,,,,,"  -39",",,7,0800"
"USC00203421","2018-11-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  127",",,7,0800","  -28",",,7","  -61",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2018-11-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   23",",,7,0800","   25",",,7,0800","  127",",,7,0800","  -11",",,7","  -44",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2018-12-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  127",",,7,0800","    6",",,7","  -17",",,7",,,,,,,"   -6",",,7,0800"
"USC00203421","2018-12-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  102",",,7,0800","   11",",,7","   -6",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2018-12-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   38",",,7,0800","   10",",,7,0800","  102",",,7,0800","    0",",,7","  -33",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2018-12-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  102",",,7,0800","  -22",",,7","  -72",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2018-12-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  102",",,7,0800","  -33",",,7","  -61",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  109",",,7,0800","  188",",,7,0800","  279",",,7,0800","  -28",",,7","  -50",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   18",",,7,0800","   38",",,7,0800","  254",",,7,0800","  -50",",,7"," -117",",,7",,,,,,," -117",",,7,0800"
"USC00203421","2018-12-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","   36",",,7,0800","  229",",,7,0800","  -44",",,7"," -117",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  229",",,7,0800","  -17",",,7"," -122",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2018-12-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  229",",,7,0800","  -11",",,7","  -94",",,7",,,,,,,"  -83",",,7,0800"
"USC00203421","2018-12-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  229",",,7,0800","   11",",,7","  -83",",,7",,,,,,,"  -28",",,7,0800"
"USC00203421","2018-12-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  229",",,7,0800","  -11",",,7","  -61",",,7",,,,,,,"  -11",",,7,0800"
"USC00203421","2018-12-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  203",",,7,0800","    6",",,7","  -33",",,7",,,,,,,"   -6",",,7,0800"
"USC00203421","2018-12-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","  178",",,7,0800","   39",",,7","  -44",",,7",,,,,,,"  -11",",,7,0800"
"USC00203421","2018-12-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","   61",",,7","  -67",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","   94",",,7","  -50",",,7",,,,,,,"  -22",",,7,0800"
"USC00203421","2018-12-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","   78",",,7","  -33",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2018-12-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  152",",,7,0800","  -17",",,7"," -100",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2018-12-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  127",",,7,0800","   39",",,7","  -61",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0",",,7,0800","  102",",,7,0800","   67",",,7","  -50",",,7",,,,,,,"   11",",,7,0800"
"USC00203421","2018-12-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   28",",,7,0800","   20",",,7,0800","  127",",,7,0800","   22",",,7","  -56",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  127",",,7,0800","  -44",",,7","  -56",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","   10",",,7,0800","  127",",,7,0800","  -28",",,7","  -56",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2018-12-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   30",",,7,0800","   76",",,7,0800","  203",",,7,0800","   -6",",,7","  -44",",,7",,,,,,,"  -22",",,7,0800"
"USC00203421","2018-12-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  140",",,7,0800","    3",",,7,0800","  203",",,7,0800","  -22",",,7","  -56",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2018-12-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","    0","T,,7,0800","  203",",,7,0800","  -22",",,7","  -50",",,7",,,,,,,"  -28",",,7,0800"
"USC00203421","2018-12-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","   46",",,7,0800","  254",",,7,0800","    6",",,7","  -56",",,7",,,,,,,"    6",",,7,0800"
"USC00203421","2018-12-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  152",",,7,0800","   51",",,7,0800","  254",",,7,0800","   28",",,7","  -33",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2018-12-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   33",",,7,0800","   61",",,7,0800","  305",",,7,0800","  -33",",,7","  -94",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2018-12-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  305",",,7,0800","  -72",",,7"," -122",",,7",,,,,,,"  -89",",,7,0800"
"USC00203421","2018-12-31","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   38",",,7,0800","   64",",,7,0800","  330",",,7,0800","  -33",",,7"," -100",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2019-01-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   58",",,7,0800","  114",",,7,0800","  381",",,7,0800","  -17",",,7","  -94",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2019-01-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  381",",,7,0800","  -78",",,7"," -183",",,7",,,,,,," -161",",,7,0800"
"USC00203421","2019-01-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  356",",,7,0800","  -44",",,7"," -161",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2019-01-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","  330",",,7,0800","   22",",,7","  -67",",,7",,,,,,,"  -67",",,7,0800"
"USC00203421","2019-01-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  279",",,7,0800","   44",",,7","  -67",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2019-01-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   10",",,7,0800","    0","T,,7,0800","  279",",,7,0800","   17",",,7","  -61",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2019-01-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  132",",,7,0800","  102",",,7,0800","  356",",,7,0800","    0",",,7","  -33",",,7",,,,,,,"    0",",,7,0800"
"USC00203421","2019-01-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  356",",,7,0800","   28",",,7","  -22",",,7",,,,,,,"   11",",,7,0800"
"USC00203421","2019-01-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   53",",,7,0800","  127",",,7,0800","  432",",,7,0800","   11",",,7","  -78",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2019-01-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   25",",,7,0800","   76",",,7,0800","  457",",,7,0800","  -72",",,7","  -89",",,7",,,,,,,"  -89",",,7,0800"
"USC00203421","2019-01-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  432",",,7,0800","  -67",",,7"," -100",",,7",,,,,,,"  -72",",,7,0800"
"USC00203421","2019-01-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  406",",,7,0800","  -39",",,7","  -72",",,7",,,,,,,"  -44",",,7,0800"
"USC00203421","2019-01-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  406",",,7,0800","  -28",",,7","  -67",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2019-01-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  356",",,7,0800","    6",",,7","  -67",",,7",,,,,,,"  -11",",,7,0800"
"USC00203421","2019-01-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800","  330",",,7,0800","    0",",,7","  -33",",,7",,,,,,,"  -28",",,7,0800"
"USC00203421","2019-01-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","   13",",,7,0800","  330",",,7,0800","   11",",,7"," -100",",,7",,,,,,," -100",",,7,0800"
"USC00203421","2019-01-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  330",",,7,0800","  -83",",,7"," -161",",,7",,,,,,," -128",",,7,0800"
"USC00203421","2019-01-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    5",",,7,0800","   25",",,7,0800","  356",",,7,0800","  -50",",,7"," -128",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2019-01-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  356",",,7,0800","  -94",",,7"," -161",",,7",,,,,,," -156",",,7,0800"
"USC00203421","2019-01-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","   64",",,7,0800","  406",",,7,0800","  -94",",,7"," -156",",,7",,,,,,," -144",",,7,0800"
"USC00203421","2019-01-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    0","T,,7,0800","  406",",,7,0800"," -117",",,7"," -206",",,7",,,,,,," -206",",,7,0800"
"USC00203421","2019-01-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","   38",",,7,0800","  406",",,7,0800","  -61",",,7"," -206",",,7",,,,,,,"  -72",",,7,0800"
"USC00203421","2019-01-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","   66",",,7,0800","  457",",,7,0800","  -56",",,7","  -72",",,7",,,,,,,"  -72",",,7,0800"
"USC00203421","2019-01-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   38",",,7,0800","  147",",,7,0800","  584",",,7,0800","  -44",",,7","  -72",",,7",,,,,,,"  -72",",,7,0800"
"USC00203421","2019-01-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  124",",,7,0800","  203",",,7,0800","  686",",,7,0800","  -56",",,7"," -150",",,7",,,,,,," -150",",,7,0800"
"USC00203421","2019-01-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","   91",",,7,0800","  686",",,7,0800"," -139",",,7"," -194",",,7",,,,,,," -194",",,7,0800"
"USC00203421","2019-01-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   43",",,7,0800","   69",",,7,0800","  686",",,7,0800"," -122",",,7"," -194",",,7",,,,,,," -167",",,7,0800"
"USC00203421","2019-01-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    5",",,7,0800","  686",",,7,0800"," -150",",,7"," -189",",,7",,,,,,," -172",",,7,0800"
"USC00203421","2019-01-29","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","    5",",,7,0800","  686",",,7,0800"," -111",",,7"," -172",",,7",,,,,,," -156",",,7,0800"
"USC00203421","2019-01-30","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  122",",,7,0800","  191",",,7,0800","  787",",,7,0800"," -117",",,7"," -167",",,7",,,,,,," -161",",,7,0800"
"USC00203421","2019-01-31","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   94",",,7,0800","  140",",,7,0800","  762",",,7,0800"," -139",",,7"," -189",",,7",,,,,,," -189",",,7,0800"
"USC00203421","2019-02-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    3",",,7,0800","   15",",,7,0800","  737",",,7,0800"," -150",",,7"," -206",",,7",,,,,,," -183",",,7,0800"
"USC00203421","2019-02-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","  711",",,7,0800","  -67",",,7"," -183",",,7",,,,,,,"  -72",",,7,0800"
"USC00203421","2019-02-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","  686",",,7,0800","  -28",",,7","  -72",",,7",,,,,,,"  -28",",,7,0800"
"USC00203421","2019-02-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   69",",,7,0800","   15",",,7,0800","  610",",,7,0800","  -11",",,7","  -56",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2019-02-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","   51",",,7,0800","  660",",,7,0800","  -39",",,7"," -117",",,7",,,,,,," -111",",,7,0800"
"USC00203421","2019-02-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   30",",,7,0800","   25",",,7,0800","  610",",,7,0800","  -78",",,7"," -111",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2019-02-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   20",",,7,0800","   25",",,7,0800","  635",",,7,0800","  -28",",,7","  -78",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2019-02-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  168",",,7,0800","  254",",,7,0800","  813",",,7,0800","  -44",",,7"," -122",",,7",,,,,,," -122",",,7,0800"
"USC00203421","2019-02-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   36",",,7,0800","   28",",,7,0800","  762",",,7,0800"," -111",",,7"," -144",",,7",,,,,,," -144",",,7,0800"
"USC00203421","2019-02-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  737",",,7,0800"," -106",",,7"," -144",",,7",,,,,,," -139",",,7,0800"
"USC00203421","2019-02-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   30",",,7,0800","   36",",,7,0800","  762",",,7,0800","  -72",",,7"," -139",",,7",,,,,,," -117",",,7,0800"
"USC00203421","2019-02-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800","  762",",,7,0800","  -39",",,7"," -117",",,7",,,,,,,"  -56",",,7,0800"
"USC00203421","2019-02-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   99",",,7,0800","  198",",,7,0800","  914",",,7,0800","  -39",",,7","  -78",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2019-02-14","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   10",",,7,0800","   13",",,7,0800","  889",",,7,0800","  -33",",,7"," -117",",,7",,,,,,,"  -50",",,7,0800"
"USC00203421","2019-02-15","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  147",",,7,0800","  356",",,7,0800"," 1016",",,7,0800","  -11",",,7","  -72",",,7",,,,,,,"  -67",",,7,0800"
"USC00203421","2019-02-16","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","  114",",,7,0800"," 1118",",,7,0800","  -56",",,7"," -122",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2019-02-17","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1118",",,7,0800","  -44",",,7"," -183",",,7",,,,,,," -183",",,7,0800"
"USC00203421","2019-02-18","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800"," 1092",",,7,0800","  -50",",,7"," -183",",,7",,,,,,," -150",",,7,0800"
"USC00203421","2019-02-19","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800"," 1092",",,7,0800","  -67",",,7"," -183",",,7",,,,,,," -161",",,7,0800"
"USC00203421","2019-02-20","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1092",",,7,0800","  -50",",,7"," -161",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2019-02-21","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   69",",,7,0800","  135",",,7,0800"," 1118",",,7,0800","  -33",",,7"," -111",",,7",,,,,,,"  -33",",,7,0800"
"USC00203421","2019-02-22","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   13",",,7,0800","   10",",,7,0800"," 1092",",,7,0800","  -17",",,7","  -83",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2019-02-23","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800"," 1067",",,7,0800","   11",",,7","  -61",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2019-02-24","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  295",",,7,0800","  254",",,7,0800"," 1143",",,7,0800","   17",",,7","  -17",",,7",,,,,,,"  -17",",,7,0800"
"USC00203421","2019-02-25","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","  302",",,7,0800","  330",",,7,0800"," 1219",",,7,0800","  -17",",,7"," -133",",,7",,,,,,," -133",",,7,0800"
"USC00203421","2019-02-26","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    5",",,7,0800","   10",",,7,0800"," 1219",",,7,0800"," -117",",,7"," -200",",,7",,,,,,," -194",",,7,0800"
"USC00203421","2019-02-27","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   28",",,7,0800","   43",",,7,0800"," 1143",",,7,0800","  -94",",,7"," -194",",,7",,,,,,," -117",",,7,0800"
"USC00203421","2019-02-28","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800"," 1143",",,7,0800","  -83",",,7"," -194",",,7",,,,,,," -189",",,7,0800"
"USC00203421","2019-03-01","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1143",",,7,0800","  -17",",,7"," -189",",,7",,,,,,," -178",",,7,0800"
"USC00203421","2019-03-02","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   41",",,7,0800","   64",",,7,0800"," 1143",",,7,0800","  -33",",,7"," -178",",,7",,,,,,,"  -94",",,7,0800"
"USC00203421","2019-03-03","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800"," 1092",",,7,0800","  -67",",,7"," -150",",,7",,,,,,," -150",",,7,0800"
"USC00203421","2019-03-04","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800"," 1067",",,7,0800"," -128",",,7"," -194",",,7",,,,,,," -172",",,7,0800"
"USC00203421","2019-03-05","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   15",",,7,0800","   71",",,7,0800"," 1092",",,7,0800"," -106",",,7"," -172",",,7",,,,,,," -122",",,7,0800"
"USC00203421","2019-03-06","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    8",",,7,0800","    5",",,7,0800"," 1092",",,7,0800"," -106",",,7"," -194",",,7",,,,,,," -167",",,7,0800"
"USC00203421","2019-03-07","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1092",",,7,0800","  -72",",,7"," -167",",,7",,,,,,," -144",",,7,0800"
"USC00203421","2019-03-08","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1067",",,7,0800","  -39",",,7"," -161",",,7",,,,,,," -144",",,7,0800"
"USC00203421","2019-03-09","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0",",,7,0800","    0",",,7,0800"," 1016",",,7,0800","   11",",,7"," -144",",,7",,,,,,,"  -78",",,7,0800"
"USC00203421","2019-03-10","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   61",",,7,0800","   76",",,7,0800"," 1016",",,7,0800","   50",",,7","  -78",",,7",,,,,,,"  -22",",,7,0800"
"USC00203421","2019-03-11","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","   46",",,7,0800","   81",",,7,0800"," 1092",",,7,0800","    0",",,7","  -61",",,7",,,,,,,"  -61",",,7,0800"
"USC00203421","2019-03-12","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0","T,,7,0800"," 1092",",,7,0800","  -11",",,7"," -139",",,7",,,,,,," -133",",,7,0800"
"USC00203421","2019-03-13","46.8736","-89.1006","241.1","GREENLAND 6 N, MI US","    0","T,,7,0800","    0",",,7,0800","  965",",,7,0800","  100",",,7"," -133",",,7",,,,,,,"   28",",,7,0800"
