"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00141612","2019-02-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   -6",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-10","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   17",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-11","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   10",",,7,0800",,,,,"   17",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,
"USC00141612","2019-02-12","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   76",",,7,0800",,,,,"    6",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,
"USC00141612","2019-02-13","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   39",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,
"USC00141612","2019-02-14","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,
"USC00141612","2019-02-15","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   28",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800",,
"USC00141612","2019-02-16","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   84",",,7,0800",,,,,"  -22",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-17","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"  -22",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-18","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"  -28",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-19","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"  -50",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,
"USC00141612","2019-02-20","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   33",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-21","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   56",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-22","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   84",",,7,0800",,,,,"   50",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,
"USC00141612","2019-02-23","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  127",",,7,0800",,,,,"   44",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-24","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   61",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-02-25","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   61",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,
"USC00141612","2019-02-26","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800",,,,,"   61",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,
"USC00141612","2019-02-27","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800",,,,,"   -6",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -83",",,7,0800",,
"USC00141612","2019-03-01","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  -22",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -89",",,7,0800",,
"USC00141612","2019-03-02","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"   11",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-03","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   25",",,7,0800",,,"   76",",,7,0800","  -28",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-04","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,," -122",",,7"," -206",",,7",,,,,,,,,,,,,,,,,,," -167",",,7,0800",,
"USC00141612","2019-03-05","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  -72",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,," -122",",,7,0800",,
"USC00141612","2019-03-06","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  -39",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,," -117",",,7,0800",,
"USC00141612","2019-03-07","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"   17",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,
"USC00141612","2019-03-08","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"   39",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,
"USC00141612","2019-03-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  144",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-10","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   48",",,7,0800",,,,,"   72",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-11","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"   67",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,
"USC00141612","2019-03-12","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800",,,,,"  117",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,
"USC00141612","2019-03-13","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  130",",,7,0800","    0",",,7,0800",,,"  117",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,
"USC00141612","2019-03-14","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   89",",,7,0800","    0",",,7,0800",,,"  156",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,
"USC00141612","2019-03-15","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800",,,,,"   39",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,
"USC00141612","2019-03-16","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  167",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-17","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  156",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00141612","2019-03-18","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  111",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,
"USC00141612","2019-03-19","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    5",",,7,0800","    0",",,7,0800",,,"  128",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,
"USC00141612","2019-03-20","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   30",",,7,0800","    0",",,7,0800",,,"  161",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,
"USC00141612","2019-03-21","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  150",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,
"USC00141612","2019-03-22","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  139",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,
"USC00141612","2019-03-23","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  183",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,
"USC00141612","2019-03-24","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   13",",,7,0800","    0",",,7,0800",,,"  122",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,
"USC00141612","2019-03-25","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  128",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,
"USC00141612","2019-03-26","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  128",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,
"USC00141612","2019-03-27","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  178",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,
"USC00141612","2019-03-28","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800",,,"  211",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,
"USC00141612","2019-03-29","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   48",",,7,0800","    0",",,7,0800",,,"  122",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,
"USC00141612","2019-03-30","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  165",",,7,0800",,,,,"  122",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,
"USC00141612","2019-03-31","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   18",",,7,0800",,,,,"   61",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,
"USC00141612","2019-04-01","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,
"USC00141612","2019-04-02","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","    6",",,7",,,,,,,"   38",",,7",,,,,,,,,,,"   28",",,7,0800",,
"USC00141612","2019-04-03","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   28",",,7",,,,,,,"   30",",,7",,,,,,,,,,,"   89",",,7,0800",,
"USC00141612","2019-04-04","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   78",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"  106",",,7,0800","   66",",,7"
"USC00141612","2019-04-05","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   67",",,7",,,,,,,"   10",",,7",,,,,,,,,,,"   78",",,7,0800","   24",",,7"
"USC00141612","2019-04-06","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   67",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"  122",",,7,0800","   63",",,7"
"USC00141612","2019-04-07","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  211",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   94",",,7",,,,,,,"   30",",,7",,,,,,,,,,,"  144",",,7,0800","   71",",,7"
"USC00141612","2019-04-08","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   61",",,7",,,,,,,"   33",",,7",,,,,,,,,,,"  111",",,7,0800","   47",",,7"
"USC00141612","2019-04-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  111",",,7",,,,,,,"   64",",,7",,,,,,,,,,,"  122",",,7,0800",,
"USC00141612","2019-04-10","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  117",",,7",,,,,,,"   51",",,7",,,,,,,,,,,"  150",",,7,0800","   80",",,7"
"USC00141612","2019-04-11","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   72",",,7",,,,,,,"   61",",,7",,,,,,,,,,,"   72",",,7,0800","  169",",,7"
"USC00141612","2019-04-12","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   -6",",,7",,,,,,,"   53",",,7",,,,,,,,,,,"   11",",,7,0800","  217",",,7"
"USC00141612","2019-04-13","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   -6",",,7",,,,,,,"   48",",,7",,,,,,,,,,,"   39",",,7,0800","  116",",,7"
"USC00141612","2019-04-14","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   22",",,7",,,,,,,"   38",",,7",,,,,,,,,,,"   44",",,7,0800","   48",",,7"
"USC00141612","2019-04-15","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   44",",,7",,,,,,,"   41",",,7",,,,,,,,,,,"  117",",,7,0800","  290",",,7"
"USC00141612","2019-04-16","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  117",",,7",,,,,,,"   61",",,7",,,,,,,,,,,"  144",",,7,0800","   84",",,7"
"USC00141612","2019-04-17","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  139",",,7",,,,,,,"   74",",,7",,,,,,,,,,,"  172",",,7,0800","   98",",,7"
"USC00141612","2019-04-18","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   64",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   78",",,7",,,,,,,"   13",",,7",,,,,,,,,,,"   83",",,7,0800","  114",",,7"
"USC00141612","2019-04-19","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   56",",,7",,,,,,,"   76",",,7",,,,,,,,,,,"   67",",,7,0800","  142",",,7"
"USC00141612","2019-04-20","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   17",",,7",,,,,,,"   38",",,7",,,,,,,,,,,"   67",",,7,0800","   90",",,7"
"USC00141612","2019-04-21","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   67",",,7",,,,,,,"   48",",,7",,,,,,,,,,,"  183",",,7,0800","   63",",,7"
"USC00141612","2019-04-22","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  161",",,7",,,,,,,"   79",",,7",,,,,,,,,,,"  178",",,7,0800","  130",",,7"
"USC00141612","2019-04-23","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   94",",,7",,,,,,,"   61",",,7",,,,,,,,,,,"  106",",,7,0800",,
"USC00141612","2019-04-24","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  100",",,7",,,,,,,"    3",",,7",,,,,,,,,,,"  111",",,7,0800",,
"USC00141612","2019-04-25","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   83",",,7",,,,,,,"   36",",,7",,,,,,,,,,,"  117",",,7,0800","   26",",,7"
"USC00141612","2019-04-26","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   78",",,7",,,,,,,"   48",",,7",,,,,,,,,,,"  117",",,7,0800","   89",",,7"
"USC00141612","2019-04-27","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","  111",",,7",,,,,,,"   66",",,7",,,,,,,,,,,"  172",",,7,0800","   72",",,7"
"USC00141612","2019-04-28","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   39",",,7",,,,,,,"   76",",,7",,,,,,,,,,,"   50",",,7,0800","  140",",,7"
"USC00141612","2019-04-29","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  259",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   44",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"  122",",,7,0800","   63",",,7"
"USC00141612","2019-04-30","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  203",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","  100",",,7",,,,,,,"   10",",,7",,,,,,,,,,,"  100",",,7,0800","   68",",,7"
"USC00141612","2019-05-01","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  432",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","  100",",,7",,,,,,,"   69",",,7",,,,,,,,,,,"  111",",,7,0800","   29",",,7"
"USC00141612","2019-05-02","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  150",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   78",",,7",,,,,,,"   18",",,7",,,,,,,,,,,"   83",",,7,0800","   58",",,7"
"USC00141612","2019-05-03","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   83",",,7",,,,,,,"   79",",,7",,,,,,,,,,,"  117",",,7,0800","   51",",,7"
"USC00141612","2019-05-04","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,
"USC00141612","2019-05-05","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   94",",,7",,,,,,,"   46",",,7",,,,,,,,,,,"  150",",,7,0800","   26",",,7"
"USC00141612","2019-05-06","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   97",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  106",",,7",,,,,,,"   64",",,7",,,,,,,,,,,"  172",",,7,0800","   63",",,7"
"USC00141612","2019-05-07","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  267",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  139",",,7",,,,,,,"   36",",,7",,,,,,,,,,,"  144",",,7,0800","   45",",,7"
"USC00141612","2019-05-08","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  224",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  144",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"  156",",,7,0800","   48",",,7"
"USC00141612","2019-05-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   50",",,7",,,,,,,"   46",",,7",,,,,,,,,,,"   50",",,7,0800","  114",",,7"
"USC00141612","2019-05-10","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   28",",,7",,,,,,,"   58",",,7",,,,,,,,,,,"   78",",,7,0800","   50",",,7"
"USC00141612","2019-05-11","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   72",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"   94",",,7,0800","   23",",,7"
"USC00141612","2019-05-12","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   61",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   89",",,7",,,,,,,"   13",",,7",,,,,,,,,,,"  111",",,7,0800","   13",",,7"
"USC00141612","2019-05-13","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   78",",,7",,,,,,,"   28",",,7",,,,,,,,,,,"  122",",,7,0800","   39",",,7"
"USC00141612","2019-05-14","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  122",",,7",,,,,,,"   48",",,7",,,,,,,,,,,"  172",",,7,0800","   39",",,7"
"USC00141612","2019-05-15","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   78",",,7",,,,,,,"   53",",,7",,,,,,,,,,,"  183",",,7,0800","   31",",,7"
"USC00141612","2019-05-16","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  183",",,7",,,,,,,"   43",",,7",,,,,,,,,,,"  211",",,7,0800",,
"USC00141612","2019-05-17","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  189",",,7",,,,,,,"   81",",,7",,,,,,,,,,,"  217",",,7,0800","   79",",,7"
"USC00141612","2019-05-18","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  161",",,7",,,,,,,"   64",",,7",,,,,,,,,,,"  167",",,7,0800","  101",",,7"
"USC00141612","2019-05-19","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  257",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  117",",,7",,,,,,,"   18",",,7",,,,,,,,,,,"  139",",,7,0800","   35",",,7"
"USC00141612","2019-05-20","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","   61",",,7",,,,,,,"   53",",,7",,,,,,,,,,,"  117",",,7,0800","   48",",,7"
"USC00141612","2019-05-21","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  518",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   61",",,7",,,,,,,"   20",",,7",,,,,,,,,,,"   94",",,7,0800",,
"USC00141612","2019-05-22","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  191",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   89",",,7",,,,,,,"   28",",,7",,,,,,,,,,,"  122",",,7,0800","   84",",,7"
"USC00141612","2019-05-23","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","  106",",,7",,,,,,,"   43",",,7",,,,,,,,,,,"  144",",,7,0800","   35",",,7"
"USC00141612","2019-05-24","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  106",",,7",,,,,,,"   25",",,7",,,,,,,,,,,"  222",",,7,0800","   48",",,7"
"USC00141612","2019-05-25","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   86",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  172",",,7",,,,,,,"   28",",,7",,,,,,,,,,,"  206",",,7,0800",,
"USC00141612","2019-05-26","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  161",",,7",,,,,,,"   99",",,7",,,,,,,,,,,"  178",",,7,0800","   48",",,7"
"USC00141612","2019-05-27","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  178",",,7",,,,,,,"   13",",,7",,,,,,,,,,,"  183",",,7,0800","   48",",,7"
"USC00141612","2019-05-28","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  178",",,7",,,,,,,"   33",",,7",,,,,,,,,,,"  222",",,7,0800","   55",",,7"
"USC00141612","2019-05-29","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","  267",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  156",",,7",,,,,,,"   41",",,7",,,,,,,,,,,"  167",",,7,0800","   48",",,7"
"USC00141612","2019-05-30","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  117",",,7",,,,,,,"   38",",,7",,,,,,,,,,,"  144",",,7,0800","   43",",,7"
"USC00141612","2019-05-31","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  128",",,7",,,,,,,"   66",",,7",,,,,,,,,,,"  167",",,7,0800","   39",",,7"
"USC00141612","2019-06-01","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  150",",,7",,,,,,,"   48",",,7",,,,,,,,,,,"  194",",,7,0800","   19",",,7"
"USC00141612","2019-06-02","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  150",",,7",,,,,,,"   64",",,7",,,,,,,,,,,"  189",",,7,0800","   85",",,7"
"USC00141612","2019-06-03","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  150",",,7",,,,,,,"   66",",,7",,,,,,,,,,,"  189",",,7,0800","  198",",,7"
