"USC00266242","2018-06-02","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","   28",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-03","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","   50",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-04","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  317",",,7","   39",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-05","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","   44",",,7",,,,,,,,,"  289",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-06","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","   50",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-07","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","   39",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-08","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","   39",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-09","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","   11",",,7",,,,,,,,,"  228",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-10","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  228",",,7","  -11",",,7",,,,,,,,,"  211",",,7,1800",,,,,,,,,,
"USC00266242","2018-06-11","40.4369","-116.119","1577.6","PINE VALLEY CARLIN 20 S, NV US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","   22",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,,,,
