"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00314970","2018-07-04","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-05","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  356",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-06","35.84566","-80.25987","231.6","LEXINGTON, NC US","   13",",,7,1800",,,,,"  350",",,7","  211",",,7",,,"  233",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-07","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,,,"  206",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-08","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-09","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,,,,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-10","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7",,,,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-11","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  183",",,7",,,"  333",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-12","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  333",",,7",,,,,"  317",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-13","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  333",",,7","  211",",,7",,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-14","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  333",",,7","  206",",,7",,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-15","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  211",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-16","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  211",",,7",,,"  222",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-17","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  211",",,7",,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-18","35.84566","-80.25987","231.6","LEXINGTON, NC US","  132",",,7,1800",,,,,"  333",",,7","  200",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-19","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  167",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-20","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  183",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-21","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  183",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-22","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  200",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-23","35.84566","-80.25987","231.6","LEXINGTON, NC US","  147",",,7,1800",,,,,"  278",",,7","  178",",,7",,,"  206",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-24","35.84566","-80.25987","231.6","LEXINGTON, NC US","  254",",,7,1800",,,,,"  283",",,7","  200",",,7",,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-25","35.84566","-80.25987","231.6","LEXINGTON, NC US","  406",",,7,1800",,,,,"  272",",,7","  211",",,7",,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-26","35.84566","-80.25987","231.6","LEXINGTON, NC US",,,,,,,"  322",",,7","  189",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-27","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  189",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-28","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  200",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-29","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  183",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-30","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-31","35.84566","-80.25987","231.6","LEXINGTON, NC US","  432",",,7,1800",,,,,"  294",",,7","  200",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-01","35.84566","-80.25987","231.6","LEXINGTON, NC US","  457",",,7,1800",,,,,"  300",",,7","  206",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-02","35.84566","-80.25987","231.6","LEXINGTON, NC US","  533",",,7,1800",,,,,"  306",",,7","  211",",,7",,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-03","35.84566","-80.25987","231.6","LEXINGTON, NC US","  191",",,7,1800",,,,,"  306",",,7","  200",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-04","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  206",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-05","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  200",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-06","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  189",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-07","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  200",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-08","35.84566","-80.25987","231.6","LEXINGTON, NC US","  191",",,7,1800",,,,,"  333",",,7","  200",",,7",,,"  311",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-09","35.84566","-80.25987","231.6","LEXINGTON, NC US","   38",",,7,1800",,,,,"  322",",,7","  194",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-10","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  200",",,7",,,"  233",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-11","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  200",",,7",,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-12","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  194",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-13","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  189",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-14","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  183",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-15","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  300",",,7","  189",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-16","35.84566","-80.25987","231.6","LEXINGTON, NC US","  127",",,7,1800",,,,,"  322",",,7","  183",",,7",,,"  239",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-17","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  211",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-18","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  211",",,7",,,"  300",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-19","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  217",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-20","35.84566","-80.25987","231.6","LEXINGTON, NC US","  152",",,7,1800",,,,,"  311",",,7","  206",",,7",,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-21","35.84566","-80.25987","231.6","LEXINGTON, NC US","   86",",,7,1800",,,,,"  311",",,7","  206",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-22","35.84566","-80.25987","231.6","LEXINGTON, NC US","  203",",,7,1800",,,,,"  294",",,7","  194",",,7",,,"  239",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-23","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  261",",,7","  139",",,7",,,"  200",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-24","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  272",",,7","  117",",,7",,,"  200",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-25","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  283",",,7","  150",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-26","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-27","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  156",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-28","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  144",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-29","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  200",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-08-30","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  211",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
