"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00314970","2018-04-23","35.84566","-80.25987","231.6","LEXINGTON, NC US","   51",",,7,1800",,,,,"  133",",,7","  117",",,7",,,"  133",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-24","35.84566","-80.25987","231.6","LEXINGTON, NC US","  381",",,7,1800",,,,,"  189",",,7","  111",",,7",,,"  117",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-25","35.84566","-80.25987","231.6","LEXINGTON, NC US","  183",",,7,1800",,,,,"  217",",,7","  111",",,7",,,"  172",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-26","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  211",",,7","   89",",,7",,,"  194",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-27","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  222",",,7","   67",",,7",,,"  189",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-28","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  250",",,7","   67",",,7",,,"  222",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-29","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  222",",,7","   61",",,7",,,"  183",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-04-30","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  222",",,7","   11",",,7",,,"  122",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-01","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  278",",,7","   39",",,7",,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-02","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","   83",",,7",,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-03","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  283",",,7","  128",",,7",,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-04","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  139",",,7",,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-05","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  289",",,7","  161",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-06","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  289",",,7","  161",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-07","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  261",",,7","   67",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-08","35.84566","-80.25987","231.6","LEXINGTON, NC US","   13",",,7,1800",,,,,"  261",",,7","   89",",,7",,,"  233",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-09","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  267",",,7","   94",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-10","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  300",",,7","  128",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-11","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  133",",,7",,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-12","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  150",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-13","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  167",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-14","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  172",",,7",,,"  311",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-15","35.84566","-80.25987","231.6","LEXINGTON, NC US","   51",",,7,1800",,,,,"  317",",,7","  189",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-16","35.84566","-80.25987","231.6","LEXINGTON, NC US","  318",",,7,1800",,,,,"  317",",,7","  189",",,7",,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-17","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  189",",,7",,,"  194",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-18","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  189",",,7",,,"  222",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-19","35.84566","-80.25987","231.6","LEXINGTON, NC US","  180",",,7,1800",,,,,"  317",",,7","  194",",,7",,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-20","35.84566","-80.25987","231.6","LEXINGTON, NC US","   25",",,7,1800",,,,,"  300",",,7","  211",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-21","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  300",",,7","  172",",,7",,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-22","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  178",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-23","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  178",",,7",,,"  300",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-24","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  178",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-25","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  178",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-26","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  289",",,7","  172",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-27","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  289",",,7","  189",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-28","35.84566","-80.25987","231.6","LEXINGTON, NC US","   10",",,7,1800",,,,,"  283",",,7","  200",",,7",,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-29","35.84566","-80.25987","231.6","LEXINGTON, NC US","   51",",,7,1800",,,,,"  283",",,7","  200",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-30","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  178",",,7",,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-05-31","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  217",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-01","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,,,"  183",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-02","35.84566","-80.25987","231.6","LEXINGTON, NC US","   64",",,7,1800",,,,,"  317",",,7","  183",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-03","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  172",",,7",,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-04","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  150",",,7",,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-05","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  283",",,7","  144",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-06","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  300",",,7","  128",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-07","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  183",",,7",,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-08","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  167",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-09","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  311",",,7","  167",",,7",,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-10","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  167",",,7",,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-11","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  167",",,7",,,"  217",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-12","35.84566","-80.25987","231.6","LEXINGTON, NC US","   51",",,7,1800",,,,,"  233",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-13","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  294",",,7","  189",",,7",,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-14","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  183",",,7",,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-15","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  206",",,7",,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-16","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  344",",,7","  172",",,7",,,"  333",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-17","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  344",",,7","  172",",,7",,,"  333",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-18","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  211",",,7",,,"  333",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-19","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  206",",,7",,,"  339",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-20","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  339",",,7","  211",",,7",,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-21","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  317",",,7","  200",",,7",,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-22","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  200",",,7",,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-23","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  206",",,7",,,"  311",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-24","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  339",",,7","  194",",,7",,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-25","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  206",",,7",,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-26","35.84566","-80.25987","231.6","LEXINGTON, NC US","  213",",,7,1800",,,,,"  311",",,7","  194",",,7",,,"  239",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-27","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  306",",,7","  194",",,7",,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-28","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  322",",,7","  189",",,7",,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-29","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  328",",,7","  189",",,7",,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-06-30","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  339",",,7","  189",",,7",,,"  311",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-01","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  344",",,7","  194",",,7",,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-02","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  189",",,7",,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,
"USC00314970","2018-07-03","35.84566","-80.25987","231.6","LEXINGTON, NC US","    0",",,7,1800",,,,,"  350",",,7","  211",",,7",,,"  350",",,7,1800",,,,,,,,,,,,,,,,,,,,
