"USC00412408","2018-07-06","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-07","32.9619","-102.8219","1094.2","DENVER CITY, TX US","  203",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00412408","2018-07-08","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0","T,,7,0700","    0",",,7","    0",",,7","  294",",,7","  189",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-09","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-10","32.9619","-102.8219","1094.2","DENVER CITY, TX US","  221",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,"  183",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00412408","2018-07-11","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-12","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-13","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  211",",,7",,,,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-14","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,"  222",",,7,0700",,,,,,,,,,,,
"USC00412408","2018-07-15","32.9619","-102.8219","1094.2","DENVER CITY, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  222",",,7",,,,,,,"  228",",,7,0700",,,,,,,,,,,,
