"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00142432","2018-06-21","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  167",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-22","37.0057","-101.8866","1097.0","ELKHART, KS US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  161",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-23","37.0057","-101.8866","1097.0","ELKHART, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-24","37.0057","-101.8866","1097.0","ELKHART, KS US",,,"    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-25","37.0057","-101.8866","1097.0","ELKHART, KS US",,,"    0",",,7,0800","    0",",,7,0800","  272",",,7","  122",",,7","    3",",,7",,,"  269",",,7",,,"  172",",,7,0800",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00142432","2018-06-26","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  172",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-27","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  206",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-28","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  228",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-29","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  211",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-06-30","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  194",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-01","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  156",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-02","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  172",",,7",,,,,,,,,"  206",",,7,0800","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-03","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  189",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-04","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  189",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-05","37.0057","-101.8866","1097.0","ELKHART, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  194",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00142432","2018-07-06","37.0057","-101.8866","1097.0","ELKHART, KS US","  282",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  183",",,7",,,,,,,,,"  183",",,7,0800",,,"    1",",,7",,,,,,,,,,,,,,,,
