"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00013519","2017-12-22","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  211",",,7","   83",",,7",,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-23","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  222",",,7","  128",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-24","31.7901","-86.6087","104.2","GREENVILLE, AL US","   25",",,7,0700",,,,,"  239",",,7","   89",",,7",,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-25","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  144",",,7","    0",",,7",,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-26","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   78",",,7","  -28",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-27","31.7901","-86.6087","104.2","GREENVILLE, AL US","  208",",,7,0700",,,,,"  133",",,7","  -28",",,7",,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-28","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   72",",,7","   33",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-29","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   89",",,7","  -11",",,7",,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-30","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  133",",,7","  -17",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2017-12-31","31.7901","-86.6087","104.2","GREENVILLE, AL US","   10",",,7,0700",,,,,"  133",",,7","  -17",",,7",,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-01","31.7901","-86.6087","104.2","GREENVILLE, AL US","   66",",,7,0700",,,,,"   56",",,7","  -61",",,7",,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-02","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"    0",",,7","  -78",",,7",,,,,"  -78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-03","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   33",",,7","  -78",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-04","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   61",",,7","  -44",",,7",,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-05","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   50",",,7","  -67",",,7",,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-06","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"   72",",,7","  -67",",,7",,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-07","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  106",",,7","  -61",",,7",,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-08","31.7901","-86.6087","104.2","GREENVILLE, AL US","   76",",,7,0700",,,,,"  117",",,7","   44",",,7",,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-09","31.7901","-86.6087","104.2","GREENVILLE, AL US","   48",",,7,0700",,,,,"  122",",,7","   44",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-10","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  206",",,7","   83",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-11","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  211",",,7","   83",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-12","31.7901","-86.6087","104.2","GREENVILLE, AL US","  104",",,7,0700",,,,,"  228",",,7","  133",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-13","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  178",",,7","  -28",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-14","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  178",",,7","  -61",",,7",,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00013519","2018-01-15","31.7901","-86.6087","104.2","GREENVILLE, AL US","    0",",,7,0700",,,,,"  178",",,7","  -61",",,7",,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
