"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291982","2018-06-28","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  406",",,7","  189",",,7",,,,,,,"  114",",,7,0730",,,,,,,,,,,"  222",",,7,0730",,
"USC00291982","2018-06-29","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  394",",,7","  194",",,7",,,,,,,"  114",",,7,0730",,,,,,,,,,,"  222",",,7,0730",,
"USC00291982","2018-06-30","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  189",",,7",,,,,,,"  114",",,7,0730",,,,,,,,,,,"  250",",,7,0730",,
"USC00291982","2018-07-01","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  139",",,7",,,,,,,"  117",",,7,0730",,,,,,,,,,,"  228",",,7,0730",,
"USC00291982","2018-07-02","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  361",",,7","  172",",,7",,,,,,,"  117",",,7,0730",,,,,,,,,,,"  183",",,7,0730",,
"USC00291982","2018-07-03","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  372",",,7","  172",",,7",,,,,,,"  112",",,7,0730",,,,,,,,,,,"  194",",,7,0730",,
"USC00291982","2018-07-04","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7",,,,,,,,,,,"   97",",,7,0730",,,,,,,,,,,,,,
"USC00291982","2018-07-05","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  361",",,7","  167",",,7",,,,,,,"   97",",,7,0730",,,,,,,,,,,"  200",",,7,0730",,
"USC00291982","2018-07-06","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","   33",",,7,0730","    0",",,7","    0",",,7","  339",",,7","  161",",,7",,,,,,,"   84",",,7,0730",,,,,,,,,,,"  178",",,7,0730",,
"USC00291982","2018-07-07","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  172",",,7",,,,,,,"   84",",,7,0730",,,,,,,,,,,"  233",",,7,0730",,
"USC00291982","2018-07-08","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  161",",,7",,,,,,,"   89",",,7,0730",,,,,,,,,,,"  211",",,7,0730",,
"USC00291982","2018-07-09","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  156",",,7",,,,,,,"   76",",,7,0730",,,,,,,,,,,"  189",",,7,0730",,
"USC00291982","2018-07-10","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  344",",,7","  161",",,7",,,,,,,"   86",",,7,0730",,,,,,,,,,,"  206",",,7,0730",,
"USC00291982","2018-07-11","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  183",",,7",,,,,,,"   71",",,7,0730",,,,,,,,,,,"  183",",,7,0730",,
"USC00291982","2018-07-12","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  339",",,7","  167",",,7",,,,,,,"   84",",,7,0730",,,,,,,,,,,"  178",",,7,0730",,
"USC00291982","2018-07-13","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","   43",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  150",",,7",,,,,,,"   69",",,7,0730",,,,,,,,,,,"  161",",,7,0730",,
"USC00291982","2018-07-14","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,"   81",",,7,0730",,,,,,,,,,,"  211",",,7,0730",,
"USC00291982","2018-07-15","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  350",",,7","  172",",,7",,,,,,,"   71",",,7,0730",,,,,,,,,,,"  222",",,7,0730",,
"USC00291982","2018-07-16","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    5",",,7,0730","    0",",,7","    0",",,7","  361",",,7","  178",",,7",,,,,,,"   74",",,7,0730",,,,,,,,,,,"  183",",,7,0730",,
"USC00291982","2018-07-17","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","   64",",,7,0730","    0",",,7","    0",",,7","  333",",,7","  167",",,7",,,,,,,"   81",",,7,0730",,,,,,,,,,,"  183",",,7,0730",,
"USC00291982","2018-07-18","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,,,"   76",",,7,0730",,,,,,,,,,,"  183",",,7,0730",,
"USC00291982","2018-07-19","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  372",",,7","  183",",,7",,,,,,,"   66",",,7,0730",,,,,,,,,,,"  206",",,7,0730",,
"USC00291982","2018-07-20","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    0",",,7,0730","    0",",,7","    0",",,7","  383",",,7","  194",",,7",,,,,,,"  112",",,7,0730",,,,,,,,,,,"  211",",,7,0730",,
"USC00291982","2018-07-21","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","    3",",,7,0730","    0",",,7","    0",",,7","  389",",,7","  200",",,7",,,,,,,"  132",",,7,0730",,,,,,,,,,,"  233",",,7,0730",,
