"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00023273","2018-12-09","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","   61",",,W",,,,,"   11",",,W",,,,,,,"  119","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   58",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-10","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   78",",,W",,,,,"   19",",,W",,,,,,,"  121","H,,S",,,,,"  340",",,W",,,,,,,,,"   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-11","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","   83",",,W",,,,,"   64",",,W",,,,,,,"  134","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-12","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","   61",",,W",,,,,"   43",",,W",,,,,,,"  136","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-13","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  217",",,W","   39",",,W",,,,,"   17",",,W",,,,,,,"  122","H,,S",,,,,"  310",",,W","  330",",,W",,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-14","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","   78",",,W",,,,,"   24",",,W",,,,,,,"  132","H,,S",,,,,"  260",",,W","  250",",,W",,,,,,,"   81",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-15","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  189",",,W","   56",",,W",,,,,"   14",",,W",,,,,,,"  116","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,"  103",",,W","  116",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2018-12-16","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   18",",,W,2400",,,"    0",",,H","  189",",,W","   72",",,W",,,,,"   19",",,W",,,,,,,"  124","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   98",",,W","  125",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-17","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   69",",,W,2400",,,"    0",",,H","  183",",,W","   78",",,W",,,,,"   25",",,W",,,,,,,"  144","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-18","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  200",",,W","   83",",,W",,,,,"   53",",,W",,,,,,,"  128","H,,S",,,,,"  350",",,W","  340",",,W",,,,,,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-19","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  233",",,W","   72",",,W",,,,,"   21",",,W",,,,,,,"  157","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-20","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","   67",",,W",,,,,"   12",",,W",,,,,,,"  124","H,,S",,,,,"  320",",,W",,,,,,,,,"   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2018-12-21","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  106",",,W",,,,,"   24",",,W",,,,,,,"  138","H,,S",,,,,"  290",",,W","  230",",,W",,,,,,,"   72",",,W","  116",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2018-12-22","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","   78",",,W",,,,,"   13",",,W",,,,,,,"  138","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   63",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-23","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  189",",,W","   67",",,W",,,,,"   26",",,W",,,,,,,"  122","H,,S",,,,,"  300",",,W","  320",",,W",,,,,,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2018-12-24","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    5",",,W,2400",,,"    0",",,H","  189",",,W","   67",",,W",,,,,"   43",",,W",,,,,,,"  127","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"  107",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-25","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  109",",,W,2400",,,"    0",",,H","  167",",,W","   72",",,W",,,,,"   41",",,W",,,,,,,"  135","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,"   94",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-26","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  178",",,W","   56",",,W",,,,,"   36",",,W",,,,,,,"  114","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-27","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  172",",,W","   33",",,W",,,,,"   29",",,W",,,,,,,"   99","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-28","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  172",",,W","    6",",,W",,,,,"   26",",,W",,,,,,,"   89","H,,S",,,,,"   10",",,W","   50",",,W",,,,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-29","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","  -10",",,W",,,,,"   12",",,W",,,,,,,"   75","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-30","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   17",",,W",,,,,"   26",",,W",,,,,,,"   85","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   89",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2018-12-31","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   39",",,W",,,,,"   33",",,W",,,,,,,"   95","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,"   89",",,W","  130",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-01","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  172",",,W","   -5",",,W",,,,,"   21",",,W",,,,,,,"   79","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,"   72",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-02","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  156",",,W","   -5",",,W",,,,,"   17",",,W",,,,,,,"   65","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-03","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  189",",,W","    0",",,W",,,,,"   17",",,W",,,,,,,"   78","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-04","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","   11",",,W",,,,,"   24",",,W",,,,,,,"   86","H,,S",,,,,"  270",",,W","  260",",,W",,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-05","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  216",",,W,2400",,,"    0",",,H","  161",",,W","   50",",,W",,,,,"   38",",,W",,,,,,,"  100","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"  116",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-06","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   28",",,W,2400",,,"    0",",,H","  156",",,W","   61",",,W",,,,,"   43",",,W",,,,,,,"  108","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,"   94",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-07","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   15",",,W,2400","    0",",,H","    0",",,H","  194",",,W","  117",",,W",,,,,"   24",",,W",,,,,,,"  155","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,"   81",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-08","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  206",",,W","  111",",,W",,,,,"   23",",,W",,,,,,,"  140","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-09","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   56",",,W,2400",,,"    0",",,H","  161",",,W","   94",",,W",,,,,"   26",",,W",,,,,,,"  147","H,,S",,,,,"  110",",,W","  110",",,W",,,,,,,"   94",",,W","  112",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-10","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  178",",,W","   83",",,W",,,,,"   15",",,W",,,,,,,"  119","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-11","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  203",",,W,2400",,,"    0",",,H","  194",",,W","   78",",,W",,,,,"   48",",,W",,,,,,,"  126","H,,S",,,,,"  130",",,W","  160",",,W",,,,,,,"  103",",,W","  130",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-12","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   71",",,W,2400",,,"    0",",,H","  172",",,W","   89",",,W",,,,,"   26",",,W",,,,,,,"  136","H,,S",,,,,"  100",",,W","  110",",,W",,,,,,,"   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-13","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   61",",,W",,,,,"   29",",,W",,,,,,,"  111","H,,S",,,,,"  130",",,W","  150",",,W",,,,,,,"   89",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-14","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   46",",,W,2400",,,"    0",",,H","  161",",,W","   94",",,W",,,,,"   60",",,W",,,,,,,"  139","H,,S",,,,,"  130",",,W","  120",",,W",,,,,,,"  157",",,W","  210",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-15","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   25",",,W,2400","    0",",,H","    0",",,H","  150",",,W","  117",",,W",,,,,"   70",",,W",,,,,,,"  129","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,"  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-16","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   28",",,W,2400",,,"    0",",,H","  189",",,W","   83",",,W",,,,,"   55",",,W",,,,,,,"  139","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,"  125",",,W","  161",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-17","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  236",",,W,2400","    0",",,H","    0",",,H","  178",",,W","  122",",,W",,,,,"   26",",,W",,,,,,,"  163","H,,S",,,,,"  200",",,W","  190",",,W",,,,,,,"  112",",,W","  143",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-18","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  189",",,W","   94",",,W",,,,,"   29",",,W",,,,,,,"  139","H,,S",,,,,"  300",",,W",,,,,,,,,"   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-19","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  250",",,W","   78",",,W",,,,,"   22",",,W",,,,,,,"  138","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-20","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    8",",,W,2400",,,"    0",",,H","  167",",,W","   78",",,W",,,,,"   33",",,W",,,,,,,"  132","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,"  112",",,W","  161",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-21","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   67",",,W",,,,,"   43",",,W",,,,,,,"  123","H,,S",,,,,"  340",",,W","  330",",,W",,,,,,,"  103",",,W","  121",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-22","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   39",",,W",,,,,"   32",",,W",,,,,,,"  109","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-23","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","   28",",,W",,,,,"   22",",,W",,,,,,,"   96","H,,S",,,,,"   20",",,W","  340",",,W",,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-24","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  222",",,W","   72",",,W",,,,,"   22",",,W",,,,,,,"  149","H,,S",,,,,"  330",",,W","  310",",,W",,,,,,,"   67",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-25","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  228",",,W","   50",",,W",,,,,"   17",",,W",,,,,,,"  124","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,"   45",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-26","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  244",",,W","   50",",,W",,,,,"   12",",,W",,,,,,,"  129","H,,S",,,,,"  310",",,W","  290",",,W",,,,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-01-27","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  244",",,W","   67",",,W",,,,,"   15",",,W",,,,,,,"  142","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-28","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  211",",,W","   61",",,W",,,,,"   19",",,W",,,,,,,"  127","H,,S",,,,,"  300",",,W","   50",",,W",,,,,,,"   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-29","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  178",",,W","  106",",,W",,,,,"   21",",,W",,,,,,,"  138","H,,S",,,,,"  290",",,W","  310",",,W",,,,,,,"   89",",,W","   98",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-30","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","  100",",,W",,,,,"   15",",,W",,,,,,,"  132","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   58",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-01-31","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  269",",,W,2400",,,"    0",",,H","  161",",,W","   83",",,W",,,,,"   30",",,W",,,,,,,"  136","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,"   81",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-01","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  161",",,W","   78",",,W",,,,,"   52",",,W",,,,,,,"  118","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,"  165",",,W","  219",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-02","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  191",",,W,2400","    0",",,H","    0",",,H","  161",",,W","  122",",,W",,,,,"   77",",,W",,,,,,,"  142","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,"  165",",,W","  219",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-03","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   58",",,W,2400","    0",",,H","    0",",,H","  161",",,W","  117",",,W",,,,,"   43",",,W",,,,,,,"  138","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,"   89",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-04","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","  132",",,W,2400",,,"    0",",,H","  150",",,W","   83",",,W",,,,,"   43",",,W",,,,,,,"  124","H,,S",,,,,"  270",",,W","  200",",,W",,,,,,,"  116",",,W","  165",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-05","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   20",",,W,2400",,,"    0",",,H","  122",",,W","   17",",,W",,,,,"   33",",,W",,,,,,,"   95","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"  116",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-06","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","    0",",,W",,,,,"   27",",,W",,,,,,,"   58","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,"  103",",,W","  130",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-07","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  144",",,W","    6",",,W",,,,,"   16",",,W",,,,,,,"   71","H,,S",,,,,"  260",",,W","  260",",,W",,,,,,,"   63",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-08","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   30",",,W,2400",,,"    0",",,H","  161",",,W","   11",",,W",,,,,"   24",",,W",,,,,,,"   78","H,,S",,,,,"  260",",,W","  270",",,W",,,,,,,"   72",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-09","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   23",",,W,2400",,,"    0",",,H","  150",",,W","   72",",,W",,,,,"   26",",,W",,,,,,,"  113","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-10","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","   94",",,W,2400",,,"    0",",,H","  122",",,W","   28",",,W",,,,,"   48",",,W",,,,,,,"   98","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"  116",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023273","2019-02-11","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  156",",,W","    6",",,W",,,,,"   26",",,W",,,,,,,"   68","H,,S",,,,,"  290",",,W","  300",",,W",,,,,,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-12","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  167",",,W","   11",",,W",,,,,"   22",",,W",,,,,,,"   78","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023273","2019-02-13","34.8994","-120.4486","73.8","SANTA MARIA PUBLIC AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  172",",,W","  111",",,W",,,,,"   86",",,W",,,,,,,"  144","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,"  170",",,W","  210",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
