"USC00206012","2018-07-01","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800",,,,,"  356",",,7","  228",",,7",,,,,"   94",",,7,0800",,,,,,,,,"  256",",,7,0800","  137",",,7",,,"  267",",,7","  261",",,7","  339",",,7","  306",",,7",,,,,,,,,,
"USC00206012","2018-07-02","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","   89",",,7,0800",,,,,"  339",",,7","  178",",,7",,,,,"  102",",,7,0800",,,,,,,,,"  194",",,7,0800","  187",",,7",,,"  239",",,7","  244",",,7","  333",",,7","  311",",,7",,,,,,,,,,
"USC00206012","2018-07-03","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800",,,,,"  289",",,7","  189",",,7",,,,,"   81",",,7,0800",,,,,,,,,"  211",",,7,0800","   76",",,7",,,"  239",",,7","  244",",,7","  311",",,7","  294",",,7",,,,,,,,,,
"USC00206012","2018-07-04","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  328",",,7","  206",",,7",,,,,"   61",",,7,0800",,,,,,,,,"  239",",,7,0800","   19",",,7",,,"  239",",,7","  244",",,7","  333",",,7","  311",",,7",,,,,,,,,,
"USC00206012","2018-07-05","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  328",",,7","  222",",,7",,,,,"   61",",,7,0800",,,,,,,,,"  250",",,7,0800","   40",",,7",,,"  261",",,7","  261",",,7","  339",",,7","  311",",,7",,,,,,,,,,
"USC00206012","2018-07-06","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  144",",,7",,,,,"  102",",,7,0800",,,,,,,,,"  172",",,7,0800","  143",",,7",,,"  244",",,7","  250",",,7","  328",",,7","  306",",,7",,,,,,,,,,
"USC00206012","2018-07-07","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  244",",,7","  139",",,7",,,,,"   66",",,7,0800",,,,,,,,,"  178",",,7,0800","   60",",,7",,,"  239",",,7","  244",",,7","  322",",,7","  300",",,7",,,,,,,,,,
"USC00206012","2018-07-08","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  278",",,7","  156",",,7",,,,,"  102",",,7,0800",,,,,,,,,"  183",",,7,0800","  122",",,7",,,"  239",",,7","  244",",,7","  317",",,7","  300",",,7",,,,,,,,,,
"USC00206012","2018-07-09","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800",,,,,"  300",",,7","  183",",,7",,,,,"   84",",,7,0800",,,,,,,,,"  194",",,7,0800","  150",",,7",,,"  250",",,7","  239",",,7","  322",",,7","  300",",,7",,,,,,,,,,
"USC00206012","2018-07-10","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800",,,,,"  300",",,7","  161",",,7",,,,,"   81",",,7,0800",,,,,,,,,"  178",",,7,0800","  109",",,7",,,"  250",",,7","  256",",,7","  322",",,7","  300",",,7",,,,,,,,,,
"USC00206012","2018-07-11","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  272",",,7","  150",",,7",,,,,"   76",",,7,0800",,,,,,,,,"  167",",,7,0800","   40",",,7",,,"  250",",,7","  250",",,7","  322",",,7","  300",",,7",,,,,,,,,,
"USC00206012","2018-07-12","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  167",",,7",,,,,"   69",",,7,0800",,,,,,,,,"  217",",,7,0800","   14",",,7",,,"  250",",,7","  250",",,7","  322",",,7","  306",",,7",,,,,,,,,,
"USC00206012","2018-07-13","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","   51",",,7,0800",,,,,"  261",",,7","  200",",,7",,,,,"   38",",,7,0800",,,,,,,,,"  222",",,7,0800","   92",",,7",,,"  244",",,7","  244",",,7","  278",",,7","  267",",,7",,,,,,,,,,
"USC00206012","2018-07-14","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","   33",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  206",",,7",,,,,"   46",",,7,0800",,,,,,,,,"  228",",,7,0800","   82",",,7",,,"  244",",,7","  244",",,7","  294",",,7","  272",",,7",,,,,,,,,,
"USC00206012","2018-07-15","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  194",",,7",,,,,"   53",",,7,0800",,,,,,,,,"  211",",,7,0800","   24",",,7",,,"  250",",,7","  244",",,7","  317",",,7","  294",",,7","    1",",,7",,,,,,,,
"USC00206012","2018-07-16","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  300",",,7","  211",",,7",,,,,"   58",",,7,0800",,,,,,,,,"  228",",,7,0800","   77",",,7",,,"  256",",,7","  250",",,7","  333",",,7","  306",",,7",,,,,,,,,,
"USC00206012","2018-07-17","44.883","-85.6752","249.9","NW MICHIGAN RESEARCH FARM, MI US","    0",",,7,0800",,,,,"  267",",,7","  167",",,7",,,,,"   81",",,7,0800",,,,,,,,,"  189",",,7,0800","   72",",,7",,,"  244",",,7","  250",",,7","  322",",,7","  300",",,7",,,,,,,,,,
