"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00410902","2018-07-02","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  378",",,7","  222",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-03","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  222",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-04","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  367",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-05","29.7986","-98.7353","440.4","BOERNE, TX US","   89",",,7,0700","    0",",,7","    0",",,7","  372",",,7","  211",",,7",,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00410902","2018-07-06","29.7986","-98.7353","440.4","BOERNE, TX US","   13",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  211",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-07","29.7986","-98.7353","440.4","BOERNE, TX US","   53",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  222",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-08","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-09","29.7986","-98.7353","440.4","BOERNE, TX US","  257",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  217",",,7",,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00410902","2018-07-10","29.7986","-98.7353","440.4","BOERNE, TX US","  970",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  206",",,7",,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,
"USC00410902","2018-07-11","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-12","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-13","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-14","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  228",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-15","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-16","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-17","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-18","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  228",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-19","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  233",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-20","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-21","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-22","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  361",",,7","  222",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-23","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  372",",,7","  233",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00410902","2018-07-24","29.7986","-98.7353","440.4","BOERNE, TX US","    0",",,7,0700","    0",",,7","    0",",,7","  394",",,7","  233",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,
