"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00020683","2018-05-06","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  344",",,7","   50",",,7",,,,,"  206",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-07","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","  150",",,7",,,,,"  194",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-08","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  367",",,7","  100",",,7",,,,,"  172",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-09","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","  117",",,7",,,,,"  183",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-10","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  106",",,7",,,,,"  189",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-11","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  161",",,7",,,,,"  206",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-12","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  106",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-13","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  111",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-14","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  306",",,7","  117",",,7",,,,,"  167",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-15","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  344",",,7","   89",",,7",,,,,"  150",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-16","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  344",",,7","   83",",,7",,,,,"  139",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-17","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  361",",,7","   89",",,7",,,,,"  167",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-18","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  350",",,7","   83",",,7",,,,,"  150",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-19","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  322",",,7","   83",",,7",,,,,"  217",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-20","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  333",",,7","   78",",,7",,,,,"  178",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-21","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  344",",,7","   72",",,7",,,,,"  156",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-22","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  333",",,7","   94",",,7",,,,,"  172",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-23","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  333",",,7","   89",",,7",,,,,"  161",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-24","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  333",",,7","  100",",,7",,,,,"  178",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-25","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  356",",,7","   83",",,7",,,,,"  172",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-26","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  361",",,7","  156",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-27","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","   67",",,7",,,,,"  189",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-28","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00020683","2018-05-29","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00020683","2018-05-30","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  367",",,7","  122",",,7",,,,,"  200",",,7,0700",,,,,,,,,,
"USC00020683","2018-05-31","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  367",",,7","  111",",,7",,,,,"  139",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-01","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","  106",",,7",,,,,"  172",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-02","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  378",",,7","  106",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-03","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  389",",,7","  106",",,7",,,,,"  183",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-04","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  106",",,7",,,,,"  194",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-05","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  144",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-06","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  389",",,7","  167",",,7",,,,,"  244",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-07","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  394",",,7","  144",",,7",,,,,"  200",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-08","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  156",",,7",,,,,"  206",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-09","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  156",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-10","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  144",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-11","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","  128",",,7",,,,,"  172",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-12","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  378",",,7","  133",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-13","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  389",",,7","  156",",,7",,,,,"  267",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-14","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  378",",,7","  194",",,7",,,,,"  267",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-15","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  311",",,7","  222",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-16","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","  107",",,7,0700",,,,,"  406",",,7","  117",",,7",,,,,"  178",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-17","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","   15",",,7,0700",,,,,"  406",",,7","  117",",,7",,,,,"  178",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-18","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  406",",,7","  117",",,7",,,,,"  217",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-19","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  367",",,7","  139",",,7",,,,,"  189",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-20","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  367",",,7","  128",",,7",,,,,"  194",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-21","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  144",",,7",,,,,"  189",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-22","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  144",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-23","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  167",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-24","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  167",",,7",,,,,"  261",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-25","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  167",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-26","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  378",",,7","  161",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-27","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  400",",,7","  167",",,7",,,,,"  256",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-28","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  394",",,7","  183",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-29","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  211",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-06-30","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  361",",,7","  156",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00020683","2018-07-01","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  361",",,7","  117",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-07-02","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  378",",,7","  117",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-07-03","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  372",",,7","  122",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00020683","2018-07-04","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  178",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00020683","2018-07-05","31.8805","-110.2403","1124.7","BENSON 6 SE, AZ US","    0",",,7,0700",,,,,"  383",",,7","  172",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
