"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF001447910","2018-06-17","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  157",",,S","  -26",",,S",,,"   72","H,,S"
"SF001447910","2018-06-18","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  174",",,S","    8",",,S",,,"   96","H,,S"
"SF001447910","2018-06-19","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  174",",,S","   13",",,S",,,"   72","H,,S"
"SF001447910","2018-06-20","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  143",",,S","   -3",",,S",,,"   62","H,,S"
"SF001447910","2018-06-21","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","  -13",",,S",,,"   77","H,,S"
"SF001447910","2018-06-22","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","   -5",",,S",,,"   66","H,,S"
"SF001447910","2018-06-23","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","  -29",",,S",,,"   70","H,,S"
"SF001447910","2018-06-24","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","  -38",",,S",,,"   48","H,,S"
"SF001447910","2018-06-25","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","  -20",",,S",,,"   78","H,,S"
"SF001447910","2018-06-26","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  187",",,S","   40",",,S",,,"  113","H,,S"
"SF001447910","2018-06-27","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  181",",,S","    9",",,S",,,"   99","H,,S"
"SF001447910","2018-06-28","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  161",",,S","   23",",,S",,,"   67","H,,S"
"SF001447910","2018-06-29","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  160",",,S","  -17",",,S",,,"   69","H,,S"
"SF001447910","2018-06-30","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  160",",,S","   19",",,S",,,"   82","H,,S"
"SF001447910","2018-07-01","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  191",",,S","    1",",,S",,,"  119","H,,S"
"SF001447910","2018-07-02","-31.183","24.95","1496.0","NOUPOORT, SF","    3",",,S","  191",",,S","    6",",,S",,,"   35","H,,S"
"SF001447910","2018-07-03","-31.183","24.95","1496.0","NOUPOORT, SF","    0",",,S","  104",",,S","  -78",",,S",,,"   18","H,,S"
"SF001447910","2018-07-04","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  141",",,S","  -65",",,S",,,"   47","H,,S"
"SF001447910","2018-07-05","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  168",",,S","  -17",",,S",,,"   74","H,,S"
"SF001447910","2018-07-06","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  168",",,S","  -43",",,S",,,"   63","H,,S"
"SF001447910","2018-07-07","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  153",",,S","  -36",",,S",,,"   59","H,,S"
"SF001447910","2018-07-08","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  156",",,S","   13",",,S",,,"   73","H,,S"
"SF001447910","2018-07-09","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  156",",,S","    3",",,S",,,"   82","H,,S"
"SF001447910","2018-07-10","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  156",",,S","   35",",,S",,,"   82","H,,S"
"SF001447910","2018-07-11","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  172",",,S","    6",",,S",,,"  104","H,,S"
"SF001447910","2018-07-12","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  198",",,S","   94",",,S",,,"  141","H,,S"
"SF001447910","2018-07-13","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  198",",,S","   26",",,S",,,"   94","H,,S"
"SF001447910","2018-07-14","-31.183","24.95","1496.0","NOUPOORT, SF",,,"  117",",,S","  -33",",,S",,,"   34","H,,S"
