"USC00144357","2018-01-08","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  128",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700","  182",",,7",,,,,,,,
"USC00144357","2018-01-11","39.6619","-99.1228","517.2","KIRWIN DAM, KS US",,,"   51",",,7,","   51",",,7,","  144",",,7"," -122",",,7",,,"    3",",,7",,,,,,,,,"   36",",,7",,,,,,,,," -122",",,7,0700","  156",",,7",,,,,,,,
"USC00144357","2018-01-19","39.6619","-99.1228","517.2","KIRWIN DAM, KS US",,,,,,,"  122",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700","  443",",,7",,,,,,,,
"USC00144357","2018-01-22","39.6619","-99.1228","517.2","KIRWIN DAM, KS US",,,"   25",",,7,","   25",",,7,","  161",",,7","  -78",",,7",,,"   11",",,7",,,,,,,,,"   58",",,7",,,,,,,,,"  -11",",,7,0700","  177",",,7",,,,,,,,
"USC00144357","2018-01-23","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0","T,,7,0700","    0",",,7,","   25",",,7,","   11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0700","   85",",,7",,,,,,,,
"USC00144357","2018-01-24","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00144357","2018-01-25","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0",",,7,0700","    0",",,7,","    0",",,7,","  111",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700","  119",",,7",,,,,,,,
"USC00144357","2018-01-26","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00144357","2018-01-27","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00144357","2018-01-28","39.6619","-99.1228","517.2","KIRWIN DAM, KS US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
