"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00234226","2018-06-06","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  317",",,7","  161",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-07","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  333",",,7","  178",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-08","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  350",",,7","  194",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-09","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  356",",,7","  211",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-10","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  322",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-11","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  339",",,7","  206",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-12","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  356",",,7","  228",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-13","37.378","-89.6677","134.1","JACKSON, MO US","  122",",,7,0700",,,,,"  333",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-14","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  328",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-15","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  350",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-16","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  356",",,7","  222",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-17","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  356",",,7","  244",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-18","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  367",",,7","  239",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-19","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  350",",,7","  228",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-20","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  344",",,7","  233",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-21","37.378","-89.6677","134.1","JACKSON, MO US","   48",",,7,0700",,,,,"  328",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-22","37.378","-89.6677","134.1","JACKSON, MO US","   15",",,7,0700",,,,,"  306",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-23","37.378","-89.6677","134.1","JACKSON, MO US","   28",",,7,0700",,,,,"  294",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-24","37.378","-89.6677","134.1","JACKSON, MO US","   38",",,7,0700",,,,,"  311",",,7","  194",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-25","37.378","-89.6677","134.1","JACKSON, MO US","  104",",,7,0700","    0",",,7",,,"  283",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-27","37.378","-89.6677","134.1","JACKSON, MO US","  419",",,7,0700",,,,,"  322",",,7","  194",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-28","37.378","-89.6677","134.1","JACKSON, MO US","   25",",,7,0700",,,,,"  328",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-29","37.378","-89.6677","134.1","JACKSON, MO US","  373",",,7,0700",,,,,"  333",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-06-30","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  333",",,7","  211",",,7",,,,,"  261",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-07-01","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  350",",,7","  244",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-07-02","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  350",",,7","  233",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-07-03","37.378","-89.6677","134.1","JACKSON, MO US","    0",",,7,0700",,,,,"  356",",,7","  239",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00234226","2018-07-04","37.378","-89.6677","134.1","JACKSON, MO US","   64",",,7,0700",,,,,"  344",",,7","  239",",,7",,,,,"  283",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
