"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","SN01","SN01_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX01","SX01_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00291963","2019-06-17","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  139",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,"  139",",,7","  317",",,7","  183",",,7,0800","  159",",,7",,,,,,,"  206",",,7",,,"  289",",,7",,,,,,,,,,,,
"USC00291963","2019-06-18","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   71",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  128",",,7",,,,,,,,,"   18",",,7,0800",,,,,,,,,"  139",",,7","  317",",,7","  183",",,7,0800","  240",",,7",,,,,,,"  178",",,7",,,"  289",",,7",,,,,,,,,,,,
"USC00291963","2019-06-19","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  117",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,"  139",",,7","  322",",,7","  172",",,7,0800","  190",",,7",,,,,,,"  178",",,7",,,"  272",",,7",,,,,,,,,,,,
"USC00291963","2019-06-20","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  139",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  144",",,7","  322",",,7","  244",",,7,0800","  127",",,7",,,,,,,"  178",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-06-21","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  133",",,7",,,,,,,,,"  180",",,7,0800",,,,,,,,,"  122",",,7","  311",",,7","  267",",,7,0800","  195",",,7",,,,,,,"  122",",,7",,,"  311",",,7",,,,,,,,,,,,
"USC00291963","2019-06-22","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  139",",,7",,,,,,,,,"  203",",,7,0800",,,,,,,,,"  128",",,7","  300",",,7","  161",",,7,0800","  267",",,7",,,,,,,"  211",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-06-23","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  128",",,7",,,,,,,,,"  127",",,7,0800",,,,,,,,,"  122",",,7","  322",",,7","  156",",,7,0800","  198",",,7",,,,,,,"  211",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-06-24","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  133",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  128",",,7","  311",",,7","  200",",,7,0800","  237",",,7",,,,,,,"  211",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-06-25","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  156",",,7",,,,,,,,,"  135",",,7,0800",,,,,,,,,"  144",",,7","  328",",,7","  250",",,7,0800","  220",",,7",,,,,,,"  217",",,7",,,"  306",",,7",,,,,,,,,,,,
"USC00291963","2019-06-26","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  167",",,7",,,,,,,,,"  160",",,7,0800",,,,,,,,,"  167",",,7","  322",",,7","  211",",,7,0800","  335",",,7",,,,,,,"  211",",,7",,,"  306",",,7",,,,,,,,,,,,
"USC00291963","2019-06-27","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  194",",,7",,,,,,,,,"  127",",,7,0800",,,,,,,,,"  172",",,7","  317",",,7","  211",",,7,0800","  372",",,7",,,,,,,"  217",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-06-28","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  150",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  144",",,7","  328",",,7","  189",",,7,0800","  301",",,7",,,,,,,"  211",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-06-29","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  156",",,7",,,,,,,,,"  137",",,7,0800",,,,,,,,,"  150",",,7","  333",",,7","  228",",,7,0800","  229",",,7",,,,,,,"  206",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-06-30","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  167",",,7",,,,,,,,,"  155",",,7,0800",,,,,,,,,"  156",",,7","  328",",,7","  200",",,7,0800","  174",",,7",,,,,,,"  222",",,7",,,"  317",",,7",,,,,,,,,,,,
"USC00291963","2019-07-01","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  161",",,7",,,,,,,,,"  157",",,7,0800",,,,,,,,,"  156",",,7","  344",",,7","  267",",,7,0800","  277",",,7",,,,,,,"  233",",,7",,,"  356",",,7",,,,,,,,,,,,
"USC00291963","2019-07-02","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   18",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  178",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  211",",,7,0800","  153",",,7",,,,,,,"  233",",,7",,,"  311",",,7",,,,,,,,,,,,
"USC00291963","2019-07-03","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  156",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,"  161",",,7","  306",",,7","  239",",,7,0800","  211",",,7",,,,,,,"  228",",,7",,,"  289",",,7",,,,,,,,,,,,
"USC00291963","2019-07-04","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  172",",,7",,,,,,,,,"  140",",,7,0800",,,,,,,,,"  167",",,7","  339",",,7","  244",",,7,0800","  267",",,7",,,,,,,"  233",",,7",,,"  322",",,7",,,,,,,,,,,,
"USC00291963","2019-07-05","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  178",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  267",",,7,0800","  288",",,7",,,,,,,"  244",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-06","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","  500",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  150",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"  161",",,7","  339",",,7","  161",",,7,0800","  264",",,7",,,,,,,"  222",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-07","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   51",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  100",",,7",,,,,,,,,"    3",",,7,0800",,,,,,,,,"  161",",,7","  300",",,7","  167",",,7,0800","  137",",,7",,,,,,,"  206",",,7",,,"  261",",,7",,,,,,,,,,,,
"USC00291963","2019-07-08","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   18",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  167",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,"  178",",,7","  322",",,7","  206",",,7,0800","  161",",,7",,,,,,,"  206",",,7",,,"  283",",,7",,,,,,,,,,,,
"USC00291963","2019-07-09","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  144",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,"  156",",,7","  317",",,7","  239",",,7,0800","  220",",,7",,,,,,,"  206",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-07-10","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  150",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  167",",,7","  339",",,7","  256",",,7,0800","  101",",,7",,,,,,,"  194",",,7",,,"  317",",,7",,,,,,,,,,,,
"USC00291963","2019-07-11","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  189",",,7",,,,,,,,,"  112",",,7,0800",,,,,,,,,"  189",",,7","  350",",,7","  278",",,7,0800","  179",",,7",,,,,,,"  217",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-12","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  161",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  172",",,7","  361",",,7","  244",",,7,0800","   90",",,7",,,,,,,"  222",",,7",,,"  344",",,7",,,,,,,,,,,,
"USC00291963","2019-07-13","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  172",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,"  189",",,7","  356",",,7","  233",",,7,0800","  113",",,7",,,,,,,"  228",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-14","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  139",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  172",",,7","  350",",,7","  211",",,7,0800","   97",",,7",,,,,,,"  239",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-15","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"  172",",,7","  356",",,7","  244",",,7,0800","  105",",,7",,,,,,,"  239",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-16","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  211",",,7",,,,,,,,,"  145",",,7,0800",,,,,,,,,"  189",",,7","  344",",,7","  239",",,7,0800","  156",",,7",,,,,,,"  244",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-17","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  189",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,"  189",",,7","  322",",,7","  256",",,7,0800","  188",",,7",,,,,,,"  256",",,7",,,"  339",",,7",,,,,,,,,,,,
"USC00291963","2019-07-18","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  206",",,7",,,,,,,,,"  165",",,7,0800",,,,,,,,,"  189",",,7","  333",",,7","  239",",,7,0800","  243",",,7",,,,,,,"  256",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-07-19","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  383",",,7","  206",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,"  189",",,7","  356",",,7","  244",",,7,0800","  212",",,7",,,,,,,"  256",",,7",,,"  356",",,7",,,,,,,,,,,,
"USC00291963","2019-07-20","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  389",",,7","  189",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  178",",,7","  344",",,7","  200",",,7,0800","  203",",,7",,,,,,,"  256",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-21","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  400",",,7","  183",",,7",,,,,,,,,"  157",",,7,0800",,,,,,,,,"  178",",,7","  344",",,7","  206",",,7,0800","  180",",,7",,,,,,,"  244",",,7",,,"  356",",,7",,,,,,,,,,,,
"USC00291963","2019-07-22","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   20",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  178",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  189",",,7","  344",",,7","  189",",,7,0800","  246",",,7",,,,,,,"  239",",,7",,,"  350",",,7",,,,,,,,,,,,
"USC00291963","2019-07-23","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  139",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,"  161",",,7","  233",",,7","  206",",,7,0800","  161",",,7",,,,,,,"  217",",,7",,,"  256",",,7",,,,,,,,,,,,
"USC00291963","2019-07-24","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"  150",",,7","  344",",,7","  194",",,7,0800","  129",",,7",,,,,,,"  217",",,7",,,"  317",",,7",,,,,,,,,,,,
"USC00291963","2019-07-25","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  156",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  156",",,7","  328",",,7","  217",",,7,0800","  209",",,7",,,,,,,"  228",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-26","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  178",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,"  156",",,7","  322",",,7","  222",",,7,0800","  243",",,7",,,,,,,"  239",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-07-27","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  178",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,"  167",",,7","  311",",,7","  217",",,7,0800","  227",",,7",,,,,,,"  244",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-28","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  222",",,7,0800","  156",",,7",,,,,,,"  233",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-07-29","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","  521",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  167",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"  167",",,7","  344",",,7","  228",",,7,0800","  398",",,7",,,,,,,"  217",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-07-30","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  161",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"  183",",,7","  333",",,7","  233",",,7,0800","  121",",,7",,,,,,,"  217",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-07-31","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  178",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  189",",,7","  350",",,7","  233",",,7,0800","  124",",,7",,,,,,,"  217",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-08-01","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"  178",",,7","  339",",,7","  256",",,7,0800","  156",",,7",,,,,,,"  228",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-02","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  178",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,"  172",",,7","  344",",,7","  244",",,7,0800","  183",",,7",,,,,,,"  233",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-08-03","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  194",",,7",,,,,,,,,"  130",",,7,0800",,,,,,,,,"  200",",,7","  339",",,7","  206",",,7,0800","  122",",,7",,,,,,,"  239",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-08-04","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   46",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  178",",,7",,,,,,,,,"    3",",,7,0800",,,,,,,,,"  194",",,7","  306",",,7","  183",",,7,0800","   76",",,7",,,,,,,"  211",",,7",,,"  283",",,7",,,,,,,,,,,,
"USC00291963","2019-08-05","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  167",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,"  178",",,7","  361",",,7","  217",",,7,0800","   82",",,7",,,,,,,"  211",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-06","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  178",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  189",",,7","  350",",,7","  233",",,7,0800","  146",",,7",,,,,,,"  233",",,7",,,"  333",",,7",,,,,,,,,,,,
"USC00291963","2019-08-07","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  194",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  200",",,7","  361",",,7","  250",",,7,0800","   90",",,7",,,,,,,"  244",",,7",,,"  339",",,7",,,,,,,,,,,,
"USC00291963","2019-08-08","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  183",",,7","  333",",,7","  233",",,7,0800","  150",",,7",,,,,,,"  233",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-09","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   28",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  183",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  200",",,7","  356",",,7","  233",",,7,0800","  232",",,7",,,,,,,"  244",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-10","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  172",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,"  189",",,7","  339",",,7","  267",",,7,0800","  180",",,7",,,,,,,"  239",",,7",,,"  322",",,7",,,,,,,,,,,,
"USC00291963","2019-08-11","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","  325",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  194",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"  189",",,7","  350",",,7","  250",",,7,0800","  114",",,7",,,,,,,"  228",",,7",,,"  339",",,7",,,,,,,,,,,,
"USC00291963","2019-08-12","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   41",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  183",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,"  178",",,7","  339",",,7","  211",",,7,0800","  134",",,7",,,,,,,"  211",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-08-13","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,"  183",",,7","  367",",,7","  211",",,7,0800","  150",",,7",,,,,,,"  206",",,7",,,"  311",",,7",,,,,,,,,,,,
"USC00291963","2019-08-14","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   74",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  139",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,"  172",",,7","  350",",,7","  156",",,7,0800","  180",",,7",,,,,,,"  217",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-15","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  156",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,"  172",",,7","  339",",,7","  228",",,7,0800","   85",",,7",,,,,,,"  211",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-08-16","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  194",",,7",,,,,,,,,"  124",",,7,0800",,,,,,,,,"  172",",,7","  328",",,7","  239",",,7,0800","  167",",,7",,,,,,,"  217",",,7",,,"  317",",,7",,,,,,,,,,,,
"USC00291963","2019-08-17","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  178",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  183",",,7","  344",",,7","  189",",,7,0800","  153",",,7",,,,,,,"  228",",,7",,,"  322",",,7",,,,,,,,,,,,
"USC00291963","2019-08-18","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  172",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  183",",,7","  350",",,7","  206",",,7,0800","  121",",,7",,,,,,,"  228",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-19","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  367",",,7","  172",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  183",",,7","  367",",,7","  244",",,7,0800","  109",",,7",,,,,,,"  222",",,7",,,"  344",",,7",,,,,,,,,,,,
"USC00291963","2019-08-20","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  194",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  200",",,7","  317",",,7","  228",",,7,0800","  161",",,7",,,,,,,"  250",",,7",,,"  306",",,7",,,,,,,,,,,,
"USC00291963","2019-08-21","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  178",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,"  178",",,7","  317",",,7","  239",",,7,0800","  140",",,7",,,,,,,"  233",",,7",,,"  283",",,7",,,,,,,,,,,,
"USC00291963","2019-08-22","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","  107",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  161",",,7",,,,,,,,,"   18",",,7,0800",,,,,,,,,"  172",",,7","  333",",,7","  194",",,7,0800","  233",",,7",,,,,,,"  211",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-23","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   86",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  156",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,"  172",",,7","  328",",,7","  189",",,7,0800","  192",",,7",,,,,,,"  194",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-08-24","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","   91",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  144",",,7",,,,,,,,,"   15",",,7,0800",,,,,,,,,"  167",",,7","  333",",,7","  183",",,7,0800","  159",",,7",,,,,,,"  189",",,7",,,"  294",",,7",,,,,,,,,,,,
"USC00291963","2019-08-25","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  172",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,"  178",",,7","  322",",,7","  194",",,7,0800","  177",",,7",,,,,,,"  200",",,7",,,"  289",",,7",,,,,,,,,,,,
"USC00291963","2019-08-26","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  178",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"  178",",,7","  367",",,7","  267",",,7,0800","  105",",,7",,,,,,,"  211",",,7",,,"  328",",,7",,,,,,,,,,,,
"USC00291963","2019-08-27","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  178",",,7",,,,,,,,,"  140",",,7,0800",,,,,,,,,"  189",",,7","  339",",,7","  178",",,7,0800","  232",",,7",,,,,,,"  222",",,7",,,"  322",",,7",,,,,,,,,,,,
"USC00291963","2019-08-28","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  172",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,"  194",",,7","  244",",,7","  189",",,7,0800","  179",",,7",,,,,,,"  217",",,7",,,"  239",",,7",,,,,,,,,,,,
"USC00291963","2019-08-29","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  178",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,"  194",",,7","  328",",,7","  200",",,7,0800","  198",",,7",,,,,,,"  217",",,7",,,"  300",",,7",,,,,,,,,,,,
"USC00291963","2019-08-30","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  156",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"  172",",,7","  344",",,7","  200",",,7,0800","  140",",,7",,,,,,,"  217",",,7",,,"  322",",,7",,,,,,,,,,,,
