"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00203585","2018-09-25","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   18",",,7,0800","    0",",,7","    0",",,7","  194",",,7","  150",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-09-26","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   84",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  144",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-09-27","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  183",",,7","   56",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-09-28","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   61",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-09-29","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","   50",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-09-30","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    5",",,7,0800","    0",",,7","    0",",,7","  139",",,7","   50",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-01","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   74",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   72",",,7",,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-02","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  114",",,7,0800","    0",",,7","    0",",,7","  139",",,7","  100",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-03","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   25",",,7,0800","    0",",,7","    0",",,7","  139",",,7","  106",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-04","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    5",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  106",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-05","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  189",",,7","   83",",,7",,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-06","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0",",,7","    0",",,7","  139",",,7","   94",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-07","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   33",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  117",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-08","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    0",",,7","    0",",,7","  139",",,7","  111",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-09","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  139",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-10","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  156",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-11","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   20",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  133",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-12","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","   50",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-13","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","   33",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-14","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7","   28",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-15","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    3",",,7,0800","    0",",,7","    0",",,7","  156",",,7","   44",",,7",,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-16","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   23",",,7,0800","    0",",,7","    0",",,7","   94",",,7","    0",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-17","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  128",",,7","   -6",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-18","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    0",",,7","    0",",,7","   72",",,7","  -28",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-19","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7","  -28",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-20","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  144",",,7","   56",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-21","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   74",",,7,0800","    0",",,7","    0",",,7","   89",",,7","   11",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-22","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   39",",,7","   11",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-23","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  128",",,7","    6",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-24","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   25",",,7,0800","    0",",,7","    0",",,7","   94",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-25","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   28",",,7,0800","    0",",,7","    0",",,7","   67",",,7","  -17",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-26","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7"," -106",",,7",,,,,"  -56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-27","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7"," -106",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-28","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   71",",,7,0800","    0",",,7","    0",",,7","   56",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-29","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   25",",,7,0800","    0",",,7","    0",",,7","   72",",,7","   28",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-30","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  106",",,7"," -144",",S,7",,,,," -100",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-10-31","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  157",",,7,0800","    0",",,7","    0",",,7","  100",",,7"," -122",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-01","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    0",",,7","    0",",,7","  111",",,7",,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-02","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   94",",,7,0800","    0",",,7","    0",",,7","   89",",,7",,,,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-03","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   38",",,7,0800","    0",",,7","    0",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-04","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-05","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   56",",,7,0800","    0",",,7","    0",",,7","   83",",,7",,,,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-06","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   89",",,7,0800","    0",",,7","    0",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-07","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   51",",,7,0800","    0",",,7","    0",",,7","  128",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-08","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    3",",,7,0800","    0",",,7","    0",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-09","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-10","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   58",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-11","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-12","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-13","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   18",",,7,0800","   23",",,7","   25",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-14","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-15","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-16","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   53",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-17","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   18",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-18","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-19","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-20","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   23",",,7,0800","   36",",,7","   25",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-21","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   18",",,7,0800","   20",",,7","   51",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-22","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","   51",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-23","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0","T,,7","   51",",,7","  -11",",,7","  -72",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-24","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0",",,7","    0",",,7","   61",",,7","  -72",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-25","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    0",",,7","    0",",,7","   72",",,7","   44",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-26","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   58",",,7,0800","    0",",,7","    0",",,7","   50",",,7","    6",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-27","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  112",",,7,0800","    0","T,,7","    0",",,7","   22",",,7","  -22",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-28","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   22",",,7","  -22",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-29","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","    0",",,7","  -33",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-11-30","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   10",",,7,0800","    0","T,,7","    0",",,7","   -6",",,7","  -33",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-01","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   17",",,7","  -33",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-02","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  147",",,7,0800","    0",",,7","    0",",,7","   56",",,7","   11",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-03","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   53",",,7,0800","    0",",,7","    0",",,7","  133",",,7","    0",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-04","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    3",",,7,0800","    0","T,,7","    0","T,,7","   11",",,7","  -28",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-05","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","    0",",,7","  -28",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-06","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    5",",,7","    0","T,,7","    6",",,7","  -28",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-07","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   10",",,7,0800","    8",",,7","    0","T,,7","    0",",,7"," -172",",S,7",,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-08","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -33",",,7","  -94",",,7",,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-09","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0","T,,7","  -28",",,7","  -94",",,7",,,,,"  -94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-10","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0","T,,7","  -17",",,7","  -94",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-11","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0","T,,7","  -17",",,7","  -56",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-12","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0","T,,7","   -6",",,7","  -22",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-13","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   13",",,7,0800","    0",",,7","    0",",,7","   22",",,7","  -11",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-14","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   20",",,7,0800","    0",",,7","    0",",,7","   33",",,7","   -6",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-15","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   23",",,7,0800","    0",",,7","    0",",,7","   44",",,7","  -22",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-16","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   28",",,7","  -22",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-17","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   67",",,7","  -17",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-18","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   11",",,7","  -17",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-19","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   11",",,7","  -28",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-20","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   50",",,7","  -22",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-21","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  124",",,7,0800","    0",",,7","    0",",,7","   44",",,7","   17",",,7",,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-22","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    8",",,7,0800","    0","T,,7","    0",",,7","   28",",,7","  -28",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-23","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  -17",",,7","  -33",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-24","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    5",",,7,0800","    0","T,,7","    0",",,7","    0",",,7","  -33",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-25","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","    0",",,7","  -28",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-26","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0","T,,7","    0",",,7","    6",",,7","  -44",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-27","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","    0",",,7","  -17",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-28","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   36",",,7,0800","    0",",,7","    0",",,7","   83",",,7","   -6",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-29","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  128",",,7","  -50",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-30","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -17",",,7","  -56",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2018-12-31","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0","T,,7","   -6",",,7","  -39",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-01","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","  229",",,7,0800","    0",",,7","    0",",,7","   28",",,7","  -22",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-02","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  -22",",,7","  -89",",,7",,,,,"  -78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-03","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   28",",,7,0800","   36",",,7","   25",",,7","  -11",",,7","  -78",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-04","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","   25",",,7","   11",",,7","  -28",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-05","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   72",",,7","  -33",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-06","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","    0",",,7,0800","    0",",,7","    0",",,7","   56",",,7","  -17",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203585","2019-01-07","43.8322","-82.6427","181.4","HARBOR BEACH 1 SSE, MI US","   23",",,7,0800","   18",",,7","   25",",,7","   11",",,7","  -33",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
