"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00023031","2019-05-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","  119",",,S",,,,,,,,,,,,,"  147","H,,S"
"ASN00023031","2019-05-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  174",",,S",,,,,,,,,"  147","H,,S"
"ASN00023031","2019-05-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   79",",,S",,,"  150",",,S",,,,,,,,,"  104","H,,S"
"ASN00023031","2019-05-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,,,"   74",",,S",,,,,,,"  137","H,,S"
"ASN00023031","2019-05-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  175",",,S","  115",",,S",,,,,,,"  152","H,,S"
"ASN00023031","2019-05-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  140","H,,S"
"ASN00023031","2019-05-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  191",",,S",,,,,,,,,"  128","H,,S"
"ASN00023031","2019-05-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  184",",,S",,,,,,,,,"  128","H,,S"
"ASN00023031","2019-05-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,,,"   67",",,S",,,,,,,"  133","H,,S"
"ASN00023031","2019-05-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  185",",,S","   79",",,S",,,,,,,"  149","H,,S"
"ASN00023031","2019-05-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  225",",,S",,,,,,,,,"  157","H,,S"
"ASN00023031","2019-05-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  254",",,S","   90",",,S",,,,,,,"  222","H,,S"
"ASN00023031","2019-05-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  232",",,S",,,,,,,,,"  168","H,,S"
"ASN00023031","2019-05-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  187",",,S","  107",",,S",,,,,,,"  149","H,,S"
"ASN00023031","2019-05-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  138","H,,S"
"ASN00023031","2019-05-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,"  195",",,S",,,,,,,,,"  135","H,,S"
"ASN00023031","2019-05-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  236",",,S","   76",",,S",,,,,,,"  183","H,,S"
"ASN00023031","2019-05-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,,,,,,,,,,,"  162","H,,S"
"ASN00023031","2019-05-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  170",",,S","  119",",,S",,,,,,,"  147","H,,S"
"ASN00023031","2019-05-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  162",",,S","  124",",,S",,,,,,,"  141","H,,S"
"ASN00023031","2019-05-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  158",",,S",,,,,,,,,"  138","H,,S"
"ASN00023031","2019-05-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  160",",,S","  120",",,S",,,,,,,"  144","H,,S"
"ASN00023031","2019-05-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  150",",,S",,,,,,,,,"   97","H,,S"
"ASN00023031","2019-05-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  152",",,S","   46",",,S",,,,,,,"  124","H,,S"
"ASN00023031","2019-05-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  159",",,S","  102",",,S",,,,,,,"  131","H,,S"
"ASN00023031","2019-06-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  158",",,S","   98",",,S",,,,,,,"  133","H,,S"
"ASN00023031","2019-06-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,,,,,,,,,,,"  120","H,,S"
"ASN00023031","2019-06-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  145",",,S",,,,,,,,,"  108","H,,S"
"ASN00023031","2019-06-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  136",",,S","   58",",,S",,,,,,,"  101","H,,S"
"ASN00023031","2019-06-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  140",",,S","   54",",,S",,,,,,,"  117","H,,S"
"ASN00023031","2019-06-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  147",",,S",,,,,,,,,"   83","H,,S"
"ASN00023031","2019-06-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  168",",,S","   24",",,S",,,,,,,"  104","H,,S"
"ASN00023031","2019-06-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   36",",,S",,,,,,,"  136","H,,S"
"ASN00023031","2019-06-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,,,"   86",",,S",,,,,,,"  144","H,,S"
"ASN00023031","2019-06-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  126","H,,S"
"ASN00023031","2019-06-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","  391",",,S",,,"  224",",,S","   81",",,S",,,,,,,"  182","H,,S"
"ASN00023031","2019-06-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  210",",,S",,,,,,,,,"  136","H,,S"
"ASN00023031","2019-06-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,,,"   99",",,S",,,,,,,"  138","H,,S"
"ASN00023031","2019-06-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  172",",,S",,,,,,,,,"  138","H,,S"
"ASN00023031","2019-06-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  163",",,S",,,,,,,,,"  131","H,,S"
"ASN00023031","2019-06-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  165",",,S",,,,,,,,,"  112","H,,S"
"ASN00023031","2019-06-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  149",",,S","   65",",,S",,,,,,,"  128","H,,S"
"ASN00023031","2019-06-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  140",",,S",,,,,,,,,"   91","H,,S"
"ASN00023031","2019-06-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  138",",,S","   45",",,S",,,,,,,"   93","H,,S"
"ASN00023031","2019-06-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"   92","H,,S"
"ASN00023031","2019-06-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"   89","H,,S"
"ASN00023031","2019-06-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  150",",,S",,,,,,,,,"   72","H,,S"
"ASN00023031","2019-06-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  133",",,S",,,,,,,,,"   66","H,,S"
"ASN00023031","2019-06-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   -2",",,S",,,,,,,"   99","H,,S"
"ASN00023031","2019-06-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  168",",,S",,,,,,,,,"  107","H,,S"
"ASN00023031","2019-06-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  191",",,S","   48",",,S",,,,,,,"  147","H,,S"
"ASN00023031","2019-06-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  110",",,S",,,,,,,"  182","H,,S"
"ASN00023031","2019-06-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   99",",,S",,,"  222",",,S",,,,,,,,,"  180","H,,S"
"ASN00023031","2019-06-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","  150",",,S",,,"  200",",,S",,,,,,,,,"  111","H,,S"
"ASN00023031","2019-06-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  106","H,,S"
"ASN00023031","2019-07-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  143",",,S",,,,,,,,,"  104","H,,S"
"ASN00023031","2019-07-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  156",",,S","   65",",,S",,,,,,,"  106","H,,S"
"ASN00023031","2019-07-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  167",",,S",,,,,,,,,"  109","H,,S"
"ASN00023031","2019-07-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  162",",,S",,,,,,,,,"   96","H,,S"
"ASN00023031","2019-07-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  214",",,S","   47",",,S",,,,,,,"  176","H,,S"
"ASN00023031","2019-07-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,,,,,,,,,,,"  171","H,,S"
"ASN00023031","2019-07-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  164",",,S",,,,,,,,,"  118","H,,S"
"ASN00023031","2019-07-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  153",",,S",,,,,,,,,"  102","H,,S"
"ASN00023031","2019-07-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  162",",,S","   58",",,S",,,,,,,"  118","H,,S"
"ASN00023031","2019-07-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  165",",,S","   75",",,S",,,,,,,"  134","H,,S"
"ASN00023031","2019-07-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  161",",,S","  114",",,S",,,,,,,"  139","H,,S"
"ASN00023031","2019-07-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,,,,,,,,,,,"  117","H,,S"
"ASN00023031","2019-07-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  134",",,S","   93",",,S",,,,,,,"  117","H,,S"
"ASN00023031","2019-07-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,,,"  100",",,S",,,,,,,"  121","H,,S"
"ASN00023031","2019-07-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  141",",,S","  107",",,S",,,,,,,"  124","H,,S"
"ASN00023031","2019-07-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    8",",,S",,,"  132",",,S",,,,,,,,,"  124","H,,S"
"ASN00023031","2019-07-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  142",",,S",,,,,,,,,"  127","H,,S"
"ASN00023031","2019-07-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  146",",,S",,,,,,,,,"  104","H,,S"
"ASN00023031","2019-07-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  180",",,S","   69",",,S",,,,,,,"  137","H,,S"
"ASN00023031","2019-07-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  201",",,S","  106",",,S",,,,,,,"  157","H,,S"
"ASN00023031","2019-07-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  164",",,S",,,,,,,,,"  119","H,,S"
"ASN00023031","2019-07-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  185",",,S","   86",",,S",,,,,,,"  141","H,,S"
"ASN00023031","2019-07-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  158",",,S",,,,,,,,,"  126","H,,S"
"ASN00023031","2019-07-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  155",",,S","   77",",,S",,,,,,,"  127","H,,S"
"ASN00023031","2019-07-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   94",",,S",,,,,,,"  139","H,,S"
"ASN00023031","2019-07-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  153",",,S",,,,,,,,,"  111","H,,S"
"ASN00023031","2019-07-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  155",",,S",,,,,,,,,"  105","H,,S"
"ASN00023031","2019-07-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   61",",,S",,,"  193",",,S","   66",",,S",,,,,,,"  144","H,,S"
"ASN00023031","2019-07-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  165",",,S",,,,,,,,,"  105","H,,S"
"ASN00023031","2019-07-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   44",",,S",,,,,,,"  109","H,,S"
"ASN00023031","2019-07-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  130",",,S","   84",",,S",,,,,,,"  109","H,,S"
"ASN00023031","2019-08-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,,,,,,,,,,,"  100","H,,S"
"ASN00023031","2019-08-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  133",",,S","   50",",,S",,,,,,,"  112","H,,S"
"ASN00023031","2019-08-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  113","H,,S"
"ASN00023031","2019-08-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  157",",,S",,,,,,,,,"  107","H,,S"
"ASN00023031","2019-08-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  190",",,S","   57",",,S",,,,,,,"  136","H,,S"
"ASN00023031","2019-08-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  181",",,S",,,,,,,,,"  120","H,,S"
"ASN00023031","2019-08-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   61",",,S",,,"  131",",,S","   64",",,S",,,,,,,"  111","H,,S"
"ASN00023031","2019-08-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   89",",,S",,,"  131",",,S","   90",",,S",,,,,,,"  115","H,,S"
"ASN00023031","2019-08-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  125",",,S",,,,,,,,,"  103","H,,S"
"ASN00023031","2019-08-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  131",",,S","   79",",,S",,,,,,,"  112","H,,S"
"ASN00023031","2019-08-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  131",",,S",,,,,,,,,"   84","H,,S"
"ASN00023031","2019-08-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  123",",,S",,,,,,,,,"   76","H,,S"
"ASN00023031","2019-08-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   21",",,S",,,,,,,"   91","H,,S"
"ASN00023031","2019-08-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  173",",,S","   51",",,S",,,,,,,"  131","H,,S"
"ASN00023031","2019-08-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  202",",,S","   93",",,S",,,,,,,"  164","H,,S"
"ASN00023031","2019-08-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  180",",,S",,,,,,,,,"  106","H,,S"
"ASN00023031","2019-08-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  187",",,S","   55",",,S",,,,,,,"  149","H,,S"
"ASN00023031","2019-08-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   79",",,S",,,"  163",",,S",,,,,,,,,"   95","H,,S"
"ASN00023031","2019-08-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  135",",,S","   76",",,S",,,,,,,"  119","H,,S"
"ASN00023031","2019-08-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,,,"  102",",,S",,,,,,,"  132","H,,S"
"ASN00023031","2019-08-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  160",",,S","  120",",,S",,,,,,,"  134","H,,S"
"ASN00023031","2019-08-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  140",",,S",,,,,,,,,"  111","H,,S"
"ASN00023031","2019-08-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   65",",,S",,,,,,,"  138","H,,S"
"ASN00023031","2019-08-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  150",",,S",,,,,,,,,"   98","H,,S"
"ASN00023031","2019-08-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  133",",,S",,,,,,,,,"   84","H,,S"
"ASN00023031","2019-08-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  134",",,S","   30",",,S",,,,,,,"   89","H,,S"
"ASN00023031","2019-08-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  149",",,S","   41",",,S",,,,,,,"  116","H,,S"
"ASN00023031","2019-08-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  148",",,S",,,,,,,,,"   91","H,,S"
"ASN00023031","2019-08-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  149",",,S",,,,,,,,,"   88","H,,S"
"ASN00023031","2019-08-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  186",",,S","   18",",,S",,,,,,,"  142","H,,S"
"ASN00023031","2019-08-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  219",",,S",,,,,,,,,"  158","H,,S"
"ASN00023031","2019-09-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  111","H,,S"
"ASN00023031","2019-09-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  240",",,S","   39",",,S",,,,,,,"  152","H,,S"
"ASN00023031","2019-09-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,,,"   72",",,S",,,,,,,"  123","H,,S"
"ASN00023031","2019-09-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  173",",,S","   86",",,S",,,,,,,"  127","H,,S"
"ASN00023031","2019-09-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  173",",,S","   95",",,S",,,,,,,"  135","H,,S"
"ASN00023031","2019-09-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  143",",,S",,,,,,,,,"  119","H,,S"
"ASN00023031","2019-09-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,,,"   91",",,S",,,,,,,"  124","H,,S"
"ASN00023031","2019-09-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  158",",,S",,,,,,,,,"  121","H,,S"
"ASN00023031","2019-09-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  144",",,S",,,,,,,,,"   97","H,,S"
"ASN00023031","2019-09-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  109","H,,S"
"ASN00023031","2019-09-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   44",",,S",,,,,,,"  192","H,,S"
"ASN00023031","2019-09-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  129","H,,S"
"ASN00023031","2019-09-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   64",",,S",,,,,,,"  122","H,,S"
"ASN00023031","2019-09-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  266",",,S","   78",",,S",,,,,,,"  201","H,,S"
"ASN00023031","2019-09-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  272",",,S",,,,,,,,,"  181","H,,S"
"ASN00023031","2019-09-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  176",",,S",,,,,,,,,"   94","H,,S"
"ASN00023031","2019-09-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   30",",,S",,,,,,,"  103","H,,S"
"ASN00023031","2019-09-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  224",",,S","   42",",,S",,,,,,,"  188","H,,S"
"ASN00023031","2019-09-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  222","H,,S"
"ASN00023031","2019-09-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","  140",",,S",,,"  257",",,S",,,,,,,,,"  133","H,,S"
"ASN00023031","2019-09-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  151",",,S",,,,,,,,,"  117","H,,S"
"ASN00023031","2019-09-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,,,"   80",",,S",,,,,,,"  128","H,,S"
"ASN00023031","2019-09-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  151",",,S",,,,,,,,,"  114","H,,S"
"ASN00023031","2019-09-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  156",",,S",,,,,,,,,"  107","H,,S"
"ASN00023031","2019-09-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   52",",,S",,,,,,,"  132","H,,S"
"ASN00023031","2019-09-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   85",",,S",,,,,,,"  182","H,,S"
"ASN00023031","2019-09-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  176",",,S",,,,,,,,,"  116","H,,S"
"ASN00023031","2019-09-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  151",",,S","   40",",,S",,,,,,,"  113","H,,S"
"ASN00023031","2019-09-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   70",",,S",,,,,,,"  129","H,,S"
"ASN00023031","2019-09-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"   92",",,S",,,,,,,"  156","H,,S"
"ASN00023031","2019-10-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  279",",,S","  111",",,S",,,,,,,"  236","H,,S"
"ASN00023031","2019-10-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  171","H,,S"
"ASN00023031","2019-10-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  151","H,,S"
"ASN00023031","2019-10-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  231","H,,S"
"ASN00023031","2019-10-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  342",",,S","  148",",,S",,,,,,,"  236","H,,S"
"ASN00023031","2019-10-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  213",",,S",,,,,,,,,"  147","H,,S"
"ASN00023031","2019-10-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  161",",,S",,,,,,,,,"  132","H,,S"
"ASN00023031","2019-10-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  169",",,S","   93",",,S",,,,,,,"  126","H,,S"
"ASN00023031","2019-10-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  173",",,S",,,,,,,,,"  118","H,,S"
"ASN00023031","2019-10-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  192",",,S","   59",",,S",,,,,,,"  141","H,,S"
