"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00023031","2018-12-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  210",",,S",,,,,,,,,"  171","H,,S"
"ASN00023031","2018-12-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  123",",,S",,,,,,,"  195","H,,S"
"ASN00023031","2018-12-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  144",",,S",,,,,,,"  267","H,,S"
"ASN00023031","2018-12-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  217",",,S",,,,,,,"  309","H,,S"
"ASN00023031","2018-12-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    8",",,S",,,"  375",",,S",,,,,,,,,"  265","H,,S"
"ASN00023031","2018-12-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  245",",,S",,,,,,,,,"  192","H,,S"
"ASN00023031","2018-12-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  276",",,S",,,,,,,,,"  201","H,,S"
"ASN00023031","2018-12-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  283",",,S","  147",",,S",,,,,,,"  217","H,,S"
"ASN00023031","2018-12-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  312",",,S","  163",",,S",,,,,,,"  256","H,,S"
"ASN00023031","2018-12-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  340",",,S",,,,,,,,,"  227","H,,S"
"ASN00023031","2018-12-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   79",",,S",,,"  191",",,S","  120",",,S",,,,,,,"  147","H,,S"
"ASN00023031","2018-12-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  224",",,S","  120",",,S",,,,,,,"  180","H,,S"
"ASN00023031","2018-12-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  222",",,S","  152",",,S",,,,,,,"  191","H,,S"
"ASN00023031","2018-12-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  215",",,S",,,,,,,,,"  188","H,,S"
"ASN00023031","2018-12-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  275",",,S","  158",",,S",,,,,,,"  215","H,,S"
"ASN00023031","2018-12-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  289",",,S","  186",",,S",,,,,,,"  250","H,,S"
"ASN00023031","2018-12-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  355",",,S",,,,,,,,,"  251","H,,S"
"ASN00023031","2018-12-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  248",",,S",,,,,,,,,"  186","H,,S"
"ASN00023031","2018-12-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  221",",,S",,,,,,,,,"  169","H,,S"
"ASN00023031","2018-12-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  231",",,S",,,,,,,,,"  170","H,,S"
"ASN00023031","2018-12-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  103",",,S",,,,,,,"  209","H,,S"
"ASN00023031","2018-12-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  351",",,S","  141",",,S",,,,,,,"  261","H,,S"
"ASN00023031","2018-12-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  324",",,S","  153",",,S",,,,,,,"  243","H,,S"
"ASN00023031","2018-12-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  161",",,S",,,,,,,"  254","H,,S"
"ASN00023031","2018-12-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  409",",,S","  171",",,S",,,,,,,"  281","H,,S"
"ASN00023031","2018-12-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  358",",,S","  222",",,S",,,,,,,"  268","H,,S"
"ASN00023031","2018-12-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  305",",,S",,,,,,,,,"  227","H,,S"
"ASN00023031","2018-12-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  291",",,S",,,,,,,,,"  213","H,,S"
"ASN00023031","2018-12-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  207","H,,S"
"ASN00023031","2019-01-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  296",",,S","  132",",,S",,,,,,,"  217","H,,S"
"ASN00023031","2019-01-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  336",",,S","  158",",,S",,,,,,,"  249","H,,S"
"ASN00023031","2019-01-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  401",",,S","  173",",,S",,,,,,,"  312","H,,S"
"ASN00023031","2019-01-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  334",",,S",,,,,,,,,"  201","H,,S"
"ASN00023031","2019-01-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  224",",,S",,,,,,,,,"  186","H,,S"
"ASN00023031","2019-01-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  251",",,S","  136",",,S",,,,,,,"  191","H,,S"
"ASN00023031","2019-01-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  245",",,S",,,,,,,,,"  198","H,,S"
"ASN00023031","2019-01-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  133",",,S",,,,,,,"  193","H,,S"
"ASN00023031","2019-01-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  184","H,,S"
"ASN00023031","2019-01-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  140",",,S",,,,,,,"  216","H,,S"
"ASN00023031","2019-01-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  373",",,S","  154",",,S",,,,,,,"  289","H,,S"
"ASN00023031","2019-01-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  324",",,S",,,,,,,,,"  222","H,,S"
"ASN00023031","2019-01-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  344",",,S","  156",",,S",,,,,,,"  252","H,,S"
"ASN00023031","2019-01-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  352",",,S","  160",",,S",,,,,,,"  276","H,,S"
"ASN00023031","2019-01-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  394",",,S","  195",",,S",,,,,,,"  284","H,,S"
"ASN00023031","2019-01-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  390",",,S","  205",",,S",,,,,,,"  286","H,,S"
"ASN00023031","2019-01-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    3",",,S",,,"  389",",,S",,,,,,,,,"  281","H,,S"
"ASN00023031","2019-01-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  309",",,S",,,,,,,,,"  205","H,,S"
"ASN00023031","2019-01-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  292",",,S","  156",",,S",,,,,,,"  218","H,,S"
"ASN00023031","2019-01-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  316",",,S","  164",",,S",,,,,,,"  241","H,,S"
"ASN00023031","2019-01-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  305",",,S","  202",",,S",,,,,,,"  261","H,,S"
"ASN00023031","2019-01-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  352",",,S","  215",",,S",,,,,,,"  289","H,,S"
"ASN00023031","2019-01-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  227",",,S",,,,,,,"  323","H,,S"
"ASN00023031","2019-01-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  458",",,S",,,,,,,,,"  352","H,,S"
"ASN00023031","2019-01-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  347",",,S",,,,,,,,,"  217","H,,S"
"ASN00023031","2019-01-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  247",",,S",,,,,,,,,"  209","H,,S"
"ASN00023031","2019-01-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  248",",,S",,,,,,,,,"  201","H,,S"
"ASN00023031","2019-01-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  267",",,S","  149",",,S",,,,,,,"  211","H,,S"
"ASN00023031","2019-01-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  301",",,S","  154",",,S",,,,,,,"  232","H,,S"
"ASN00023031","2019-01-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  386",",,S","  165",",,S",,,,,,,"  247","H,,S"
"ASN00023031","2019-01-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  257",",,S",,,,,,,,,"  191","H,,S"
"ASN00023031","2019-02-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  295",",,S",,,,,,,,,"  211","H,,S"
"ASN00023031","2019-02-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  368",",,S","  131",",,S",,,,,,,"  288","H,,S"
"ASN00023031","2019-02-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  330",",,S",,,,,,,,,"  239","H,,S"
"ASN00023031","2019-02-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  272",",,S",,,,,,,,,"  206","H,,S"
"ASN00023031","2019-02-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  310",",,S","  159",",,S",,,,,,,"  244","H,,S"
"ASN00023031","2019-02-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  281",",,S",,,,,,,,,"  231","H,,S"
"ASN00023031","2019-02-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  293",",,S",,,,,,,,,"  225","H,,S"
"ASN00023031","2019-02-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,"  230",",,S",,,,,,,,,"  196","H,,S"
"ASN00023031","2019-02-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  227",",,S",,,,,,,,,"  187","H,,S"
"ASN00023031","2019-02-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  222",",,S","  155",",,S",,,,,,,"  200","H,,S"
"ASN00023031","2019-02-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   41",",,S",,,"  256",",,S",,,,,,,,,"  211","H,,S"
"ASN00023031","2019-02-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  214",",,S",,,,,,,,,"  164","H,,S"
"ASN00023031","2019-02-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  217",",,S",,,,,,,,,"  166","H,,S"
"ASN00023031","2019-02-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  222",",,S","  121",",,S",,,,,,,"  180","H,,S"
"ASN00023031","2019-02-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  260",",,S","  129",",,S",,,,,,,"  204","H,,S"
"ASN00023031","2019-02-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  268",",,S","  139",",,S",,,,,,,"  215","H,,S"
"ASN00023031","2019-02-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  323",",,S","  151",",,S",,,,,,,"  254","H,,S"
"ASN00023031","2019-02-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  269",",,S",,,,,,,,,"  193","H,,S"
"ASN00023031","2019-02-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  227",",,S",,,,,,,,,"  186","H,,S"
"ASN00023031","2019-02-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  232",",,S","  145",",,S",,,,,,,"  189","H,,S"
"ASN00023031","2019-02-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  267",",,S",,,,,,,,,"  191","H,,S"
"ASN00023031","2019-02-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  318",",,S","  132",",,S",,,,,,,"  229","H,,S"
"ASN00023031","2019-02-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  322",",,S",,,,,,,,,"  233","H,,S"
"ASN00023031","2019-02-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  335",",,S","  161",",,S",,,,,,,"  281","H,,S"
"ASN00023031","2019-02-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  355",",,S",,,,,,,,,"  288","H,,S"
"ASN00023031","2019-02-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  357",",,S","  193",",,S",,,,,,,"  273","H,,S"
"ASN00023031","2019-02-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  350",",,S",,,,,,,,,"  267","H,,S"
"ASN00023031","2019-02-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  198",",,S",,,,,,,"  261","H,,S"
"ASN00023031","2019-03-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  195",",,S",,,,,,,"  341","H,,S"
"ASN00023031","2019-03-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  393",",,S",,,,,,,,,"  295","H,,S"
"ASN00023031","2019-03-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,"  317",",,S",,,,,,,,,"  230","H,,S"
"ASN00023031","2019-03-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  288",",,S",,,,,,,,,"  222","H,,S"
"ASN00023031","2019-03-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    8",",,S",,,"  230",",,S","  154",",,S",,,,,,,"  192","H,,S"
"ASN00023031","2019-03-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  207",",,S",,,,,,,,,"  154","H,,S"
"ASN00023031","2019-03-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  251",",,S","   96",",,S",,,,,,,"  191","H,,S"
"ASN00023031","2019-03-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  257",",,S","  137",",,S",,,,,,,"  213","H,,S"
"ASN00023031","2019-03-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  247",",,S","  157",",,S",,,,,,,"  212","H,,S"
"ASN00023031","2019-03-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,"  254",",,S","  175",",,S",,,,,,,"  222","H,,S"
"ASN00023031","2019-03-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,"  225",",,S",,,,,,,,,"  202","H,,S"
"ASN00023031","2019-03-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    8",",,S",,,"  218",",,S",,,,,,,,,"  167","H,,S"
"ASN00023031","2019-03-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  165","H,,S"
"ASN00023031","2019-03-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  233",",,S","   98",",,S",,,,,,,"  188","H,,S"
"ASN00023031","2019-03-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  266",",,S",,,,,,,,,"  192","H,,S"
"ASN00023031","2019-03-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  125",",,S",,,,,,,"  207","H,,S"
"ASN00023031","2019-03-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,,,"  134",",,S",,,,,,,"  216","H,,S"
"ASN00023031","2019-03-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  271",",,S","  147",",,S",,,,,,,"  218","H,,S"
"ASN00023031","2019-03-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  254",",,S","  154",",,S",,,,,,,"  209","H,,S"
"ASN00023031","2019-03-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  260",",,S","  155",",,S",,,,,,,"  217","H,,S"
"ASN00023031","2019-03-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  282",",,S",,,,,,,,,"  212","H,,S"
"ASN00023031","2019-03-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  285",",,S","  170",",,S",,,,,,,"  232","H,,S"
"ASN00023031","2019-03-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  237",",,S","  187",",,S",,,,,,,"  211","H,,S"
"ASN00023031","2019-03-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  260",",,S",,,,,,,,,"  202","H,,S"
"ASN00023031","2019-03-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  193",",,S","  132",",,S",,,,,,,"  169","H,,S"
"ASN00023031","2019-03-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  206",",,S",,,,,,,,,"  159","H,,S"
"ASN00023031","2019-03-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  238",",,S","  107",",,S",,,,,,,"  177","H,,S"
"ASN00023031","2019-03-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  288",",,S","  119",",,S",,,,,,,"  226","H,,S"
"ASN00023031","2019-03-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  215",",,S",,,,,,,,,"  155","H,,S"
"ASN00023031","2019-03-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,,,"  108",",,S",,,,,,,"  163","H,,S"
"ASN00023031","2019-03-31","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  211",",,S","  137",",,S",,,,,,,"  176","H,,S"
"ASN00023031","2019-04-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  206",",,S",,,,,,,,,"  161","H,,S"
"ASN00023031","2019-04-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  273",",,S","  106",",,S",,,,,,,"  193","H,,S"
"ASN00023031","2019-04-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    5",",,S",,,,,"  114",",,S",,,,,,,"  233","H,,S"
"ASN00023031","2019-04-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  316",",,S","  213",",,S",,,,,,,"  269","H,,S"
"ASN00023031","2019-04-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  323",",,S",,,,,,,,,"  229","H,,S"
"ASN00023031","2019-04-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  204",",,S",,,,,,,,,"  159","H,,S"
"ASN00023031","2019-04-07","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  225",",,S","  111",",,S",,,,,,,"  188","H,,S"
"ASN00023031","2019-04-08","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   20",",,S",,,"  232",",,S",,,,,,,,,"  178","H,,S"
"ASN00023031","2019-04-09","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  192",",,S",,,,,,,,,"  152","H,,S"
"ASN00023031","2019-04-10","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS",,,,,"  195",",,S",,,,,,,,,"  146","H,,S"
"ASN00023031","2019-04-11","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  206",",,S","   93",",,S",,,,,,,"  155","H,,S"
"ASN00023031","2019-04-12","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  247",",,S","  102",",,S",,,,,,,"  180","H,,S"
"ASN00023031","2019-04-13","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    8",",,S",,,"  236",",,S","  128",",,S",,,,,,,"  193","H,,S"
"ASN00023031","2019-04-14","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  156",",,S",,,,,,,"  216","H,,S"
"ASN00023031","2019-04-15","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  296",",,S",,,,,,,,,"  244","H,,S"
"ASN00023031","2019-04-16","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  333",",,S","  172",",,S",,,,,,,"  288","H,,S"
"ASN00023031","2019-04-17","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  289",",,S",,,,,,,,,"  177","H,,S"
"ASN00023031","2019-04-18","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,"  104",",,S",,,,,,,"  195","H,,S"
"ASN00023031","2019-04-19","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  326",",,S","  157",",,S",,,,,,,"  258","H,,S"
"ASN00023031","2019-04-20","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   10",",,S",,,"  320",",,S",,,,,,,,,"  243","H,,S"
"ASN00023031","2019-04-21","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  274",",,S",,,,,,,,,"  147","H,,S"
"ASN00023031","2019-04-22","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  205",",,S","   87",",,S",,,,,,,"  149","H,,S"
"ASN00023031","2019-04-23","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  218",",,S",,,,,,,,,"  146","H,,S"
"ASN00023031","2019-04-24","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  201",",,S","   83",",,S",,,,,,,"  145","H,,S"
"ASN00023031","2019-04-25","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  208",",,S","   83",",,S",,,,,,,"  178","H,,S"
"ASN00023031","2019-04-26","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  187",",,S",,,,,,,,,"  145","H,,S"
"ASN00023031","2019-04-27","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  179",",,S","   99",",,S",,,,,,,"  157","H,,S"
"ASN00023031","2019-04-28","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  180",",,S",,,,,,,,,"  144","H,,S"
"ASN00023031","2019-04-29","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  233",",,S","   91",",,S",,,,,,,"  177","H,,S"
"ASN00023031","2019-04-30","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   61",",,S",,,"  243",",,S",,,,,,,,,"  182","H,,S"
"ASN00023031","2019-05-01","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   51",",,S",,,"  193",",,S",,,,,,,,,"  143","H,,S"
"ASN00023031","2019-05-02","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   71",",,S",,,"  173",",,S",,,,,,,,,"  136","H,,S"
"ASN00023031","2019-05-03","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","   30",",,S",,,"  193",",,S","   99",",,S",,,,,,,"  154","H,,S"
"ASN00023031","2019-05-04","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  184",",,S","  113",",,S",,,,,,,"  154","H,,S"
"ASN00023031","2019-05-05","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,,,,,,,,,,,"  123","H,,S"
"ASN00023031","2019-05-06","-34.9697","138.6331","115.0","ADELAIDE WAITE INSTITUTE, AS","    0",",,S",,,"  194",",,S","   56",",,S",,,,,,,"  146","H,,S"
