"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00024671","2018-06-27","63.95","135.87","399.0","TOMPO, RS","  140","B,,S",,,"  201",",,S","  104",",,S",,,"  145","H,,S"
"RSM00024671","2018-06-28","63.95","135.87","399.0","TOMPO, RS","   89","B,,S",,,"  184",",,S","  102",",,S",,,"  140","H,,S"
"RSM00024671","2018-06-29","63.95","135.87","399.0","TOMPO, RS","   10","B,,S",,,"  209",",,S","   89",",,S",,,"  156","H,,S"
"RSM00024671","2018-06-30","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  259",",,S","   56",",,S",,,"  176","H,,S"
"RSM00024671","2018-07-01","63.95","135.87","399.0","TOMPO, RS","  119","B,,S",,,"  256",",,S","   91",",,S",,,"  163","H,,S"
"RSM00024671","2018-07-02","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  280",",,S","   82",",,S",,,"  186","H,,S"
"RSM00024671","2018-07-03","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  306",",,S","   85",",,S",,,"  205","H,,S"
"RSM00024671","2018-07-04","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  317",",,S","  116",",,S",,,"  223","H,,S"
"RSM00024671","2018-07-05","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  275",",,S","  129",",,S",,,"  211","H,,S"
"RSM00024671","2018-07-06","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  284",",,S","   63",",,S",,,"  205","H,,S"
"RSM00024671","2018-07-07","63.95","135.87","399.0","TOMPO, RS",,,,,,,"   96",",,S",,,"  228","H,,S"
"RSM00024671","2018-07-09","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  374",",,S","  117",",,S",,,"  228","H,,S"
"RSM00024671","2018-07-10","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  324",",,S","  121",",,S",,,"  231","H,,S"
"RSM00024671","2018-07-11","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  309",",,S","   92",",,S",,,"  200","H,,S"
"RSM00024671","2018-07-12","63.95","135.87","399.0","TOMPO, RS",,,,,"  259",",,S","  116",",,S",,,"  193","H,,S"
"RSM00024671","2018-07-13","63.95","135.87","399.0","TOMPO, RS","   30","B,,S",,,"  213",",,S","  129",",,S",,,"  168","H,,S"
"RSM00024671","2018-07-14","63.95","135.87","399.0","TOMPO, RS","    5","B,,S",,,"  211",",,S","  130",",,S",,,"  173","H,,S"
"RSM00024671","2018-07-15","63.95","135.87","399.0","TOMPO, RS","  249","B,,S",,,"  168",",,S","  148",",,S",,,"  158","H,,S"
"RSM00024671","2018-07-16","63.95","135.87","399.0","TOMPO, RS","   99","B,,S",,,"  168",",,S","  128",",,S",,,"  148","H,,S"
"RSM00024671","2018-07-17","63.95","135.87","399.0","TOMPO, RS","   99","B,,S",,,"  203",",,S","  125",",,S",,,"  164","H,,S"
"RSM00024671","2018-07-18","63.95","135.87","399.0","TOMPO, RS","  112","B,,S",,,"  160",",,S","    8",",,S",,,"   76","H,,S"
"RSM00024671","2018-07-19","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  203",",,S","   21",",,S",,,"  120","H,,S"
"RSM00024671","2018-07-20","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  253",",,S","   31",",,S",,,"  166","H,,S"
"RSM00024671","2018-07-21","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  274",",,S","   85",",,S",,,"  178","H,,S"
"RSM00024671","2018-07-22","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  262",",,S","  111",",,S",,,"  182","H,,S"
"RSM00024671","2018-07-23","63.95","135.87","399.0","TOMPO, RS","   25","B,,S",,,"  185",",,S","   94",",,S",,,"  126","H,,S"
"RSM00024671","2018-07-24","63.95","135.87","399.0","TOMPO, RS","    8","B,,S",,,"  134",",,S",,,,,"  114","H,,S"
"RSM00024671","2018-07-25","63.95","135.87","399.0","TOMPO, RS","  140","B,,S",,,"  194",",,S","   91",",,S",,,"  141","H,,S"
"RSM00024671","2018-07-26","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  156",",,S","   93",",,S",,,"  128","H,,S"
"RSM00024671","2018-07-27","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  196",",,S","  108",",,S",,,"  149","H,,S"
"RSM00024671","2018-07-28","63.95","135.87","399.0","TOMPO, RS","   89","B,,S",,,"  142",",,S","  117",",,S",,,"  127","H,,S"
"RSM00024671","2018-07-29","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  184",",,S","  101",",,S",,,"  141","H,,S"
"RSM00024671","2018-07-30","63.95","135.87","399.0","TOMPO, RS","   13","B,,S",,,"  221",",,S","   52",",,S",,,"  132","H,,S"
"RSM00024671","2018-07-31","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  239",",,S","   40",",,S",,,"  133","H,,S"
"RSM00024671","2018-08-01","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  252",",,S","   66",",,S",,,"  141","H,,S"
"RSM00024671","2018-08-02","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  232",",,S","  104",",,S",,,"  152","H,,S"
"RSM00024671","2018-08-03","63.95","135.87","399.0","TOMPO, RS","    3","B,,S",,,"  241",",,S","   65",",,S",,,"  155","H,,S"
"RSM00024671","2018-08-04","63.95","135.87","399.0","TOMPO, RS","    0","B,,S",,,"  262",",,S","   55",",,S",,,"  154","H,,S"
