"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00116344","2018-12-25","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","  -56",",,7","   18",",,7",,,"    0",",,7",,,"   28",",,7,","  225",",,7",,,"   36",",,7","  -28",",,7","   17",",,7","  -22",",,7","   33",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2018-12-26","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -17",",,7","   18",",,7",,,"    0",",,7",,,"  -17",",,7,","  180",",,7",,,"   49",",,7","  -22",",,7","   22",",,7","  -11",",,7","   28",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2018-12-27","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","   83",",,7","  -22",",,7","   67",",,7",,,"    0",",,7",,,"   50",",,7,","  112",",,7",,,"   94",",,7","  -28",",,7","   22",",,7","  -11",",,7","   33",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2018-12-28","40.1101","-87.9567","205.7","OGDEN, IL US","  160",",,7,0600","    0",",,7,0600","    0",",,7,0600","  117",",,7","   50",",,7","   63",",,7",,,"    0",",,7",,,"   72",",,7,","  180",",,7",,,"  192",",,7","  -17",",,7","   33",",,7","   22",",,7","   61",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2018-12-29","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   72",",,7","  -33",",,7","   54",",,7",,,"    0",",,7",,,"  -33",",,7,","  270",",,7",,,"  130",",,7","  -17",",,7","   33",",,7","   22",",,7","   61",",,7",,,,,,,,,,,,
"USC00116344","2018-12-30","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -17",",,7","  -67",",,7","   13",",,7",,,"    0",",,7",,,"  -67",",,7,","  247",",,7",,,"   94",",,7","  -22",",,7","   28",",,7","  -17",",,7","   33",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2018-12-31","40.1101","-87.9567","205.7","OGDEN, IL US","  157",",,7,0600","    0",",,7,0600","    0",",,7,0600","   28",",,7","  -67",",,7","   27",",,7",,,"    0",",,7",,,"   28",",,7,","  180",",,7",,,"   80",",,7","  -28",",,7","   17",",,7","  -22",",,7","   28",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-01","40.1101","-87.9567","205.7","OGDEN, IL US","  368",",,7,0600","    0",",,7,0600","    0",",,7,0600","   89",",,7","   17",",,7","   27",",,7",,,"    0",",,7",,,"   17",",,7,","  225",",,7",,,"  139",",,7","  -22",",,7","   22",",,7","   28",",,7","   39",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-02","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0","T,,7,0600","    0",",,7,0600","   22",",,7","    6",",,7","   18",",,7",,,"    0",",,7",,,"    6",",,7,","   90",",,7",,,"   49",",,7","   22",",,7","   33",",,7","   28",",,7","   39",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-03","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0","T,,7,0600","    0",",,7,0600","    6",",,7","  -33",",,7","   22",",,7",,,"    0",",,7",,,"  -33",",,7,","  270",",,7",,,"  103",",,7","   11",",,7","   22",",,7","   22",",,7","   33",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-04","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   39",",,7","  -33",",,7","   18",",,7",,,"    0",",,7",,,"  -22",",,7,","  225",",,7",,,"   67",",,7","    6",",,7","   17",",,7","   11",",,7","   22",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-05","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   28",",,7","  -28",",,7","   27",",,7",,,"    0",",,7",,,"    0",",,7,","  315",",,7",,,"   67",",,7","    0",",,7","   17",",,7","    6",",,7","   22",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-06","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  111",",,7","   -6",",,7","   31",",,7",,,"    0",",,7",,,"   11",",,7,","  270",",,7",,,"   76",",,7","   -6",",,7","   17",",,7","   22",",,7","   28",",,7",,,,,,,,,,,,
"USC00116344","2019-01-07","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   89",",,7","   11",",,7","   58",",,7",,,"    0",",,7",,,"   89",",,7,","  180",",,7",,,"  116",",,7","    6",",,7","   22",",,7","   33",",,7","   39",",,7",,,,,,,,,,,,
"USC00116344","2019-01-08","40.1101","-87.9567","205.7","OGDEN, IL US","   41",",,7,0600","    0",",,7,0600","    0",",,7,0600","  133",",,7","   61",",,7","   40",",,7",,,"    0",",,7",,,"   61",",,7,","  180",",,7",,,"  148",",,7","   33",",,7","   39",",,7","   56",",,7","   61",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-09","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   94",",,7","  -44",",,7","   76",",,7",,,"    0",",,7",,,"  -44",",,7,","  315",",,7",,,"  201",",,7","   22",",,7","   39",",,7","   50",",,7","   61",",,7",,,,,,,,,,,,
"USC00116344","2019-01-10","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -33",",,7","  -89",",,7","   18",",,7",,,"    0",",,7",,,"  -89",",,7,","  315",",,7",,,"  156",",,7","    0",",,7","   17",",,7","   22",",,7","   39",",,7",,,,,,,,,,,,
"USC00116344","2019-01-11","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -17",",,7","  -89",",,7","   22",",,7",,,"    0",",,7",,,"  -72",",,7,","   45",",,7",,,"   58",",,7","   -6",",,7","   11",",,7","    0",",,7","   17",",,7",,,,,,,,,,,,
"USC00116344","2019-01-12","40.1101","-87.9567","205.7","OGDEN, IL US","   58",",,7,0600","   74",",,7,0600","   76",",,7,0600","   -6",",,7","  -78",",,7","   31",",,7",,,"    0",",,7",,,"  -11",",,7,","  157",",,7",,,"   67",",,7","   -6",",,7","    6",",,7","    0",",,7","   11",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-13","40.1101","-87.9567","205.7","OGDEN, IL US","   71",",,7,0600","   89",",,7,0600","  152",",,7,0600","    6",",,7","  -22",",,7","   76",",,7",,,"    0",",,7",,,"  -17",",,7,","   45",",,7",,,"  112",",,7","  -11",",,7","    6",",,7","   -6",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-14","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","  152",",,7,0600","  -17",",,7"," -111",",,7","   18",",,7",,,"    0",",,7",,," -111",",,7,","  360",",,7",,,"  103",",,7","   -6",",,7","    6",",,7","    0",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-15","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","  127",",,7,0600","  -28",",,7"," -122",",,7","   22",",,7",,,"    0",",,7",,,"  -28",",,7,","  270",",,7",,,"   49",",,7","   -6",",,7","    6",",,7","    0",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-16","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","  102",",,7,0600","    6",",,7","  -28",",,7","   27",",,7",,,"    0",",,7",,,"    6",",,7,","  270",",,7",,,"  103",",,7","   -6",",,7","    6",",,7","    0",",,7","    6",",,7","    1",",,7",,,,,,,"    1",",,7",,
"USC00116344","2019-01-17","40.1101","-87.9567","205.7","OGDEN, IL US","   48",",,7,0600","   15",",,7,0600","   76",",,7,0600","   17",",,7","    0",",,7","   27",",,7",,,"    0",",,7",,,"    6",",,7,","   90",",,7",,,"   40",",,7","    0",",,7","    6",",,7","    0",",,7","   11",",,7","    1",",,7",,,,,,,"    1",",,7",,
"USC00116344","2019-01-18","40.1101","-87.9567","205.7","OGDEN, IL US","   30",",,7,0600","    0",",,7,0600","   76",",,7,0600","   22",",,7","   -6",",,7","   13",",,7",,,"    0",",,7",,,"   -6",",,7,","  315",",,7",,,"   80",",,7","   -6",",,7","    6",",,7","    0",",,7","   11",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-19","40.1101","-87.9567","205.7","OGDEN, IL US","   56",",,7,0600","   23",",,7,0600","   76",",,7,0600","   11",",,7","   -6",",,7","   76",",,7",,,"    0",",,7",,,"    6",",,7,","   90",",,7",,,"  112",",,7","   -6",",,7","   11",",,7","    6",",,7","   17",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-20","40.1101","-87.9567","205.7","OGDEN, IL US","   18",",,7,0600","   28",",,7,0600","   76",",,7,0600","    6",",,7"," -122",",,7","   72",",,7",,,"    0",",,7",,," -122",",,7,","  360",",,7",,,"  165",",,7","    0",",,7","   11",",,7","    6",",,7","   17",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-21","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","   76",",,7,0600","  -89",",,7"," -172",",,7","   18",",,7",,,"    0",",,7",,," -167",",,7,","  315",",,7",,,"   58",",,7","   -6",",,7","    6",",,7","    0",",,7","   11",",,7",,,,,,,,,,,,
"USC00116344","2019-01-22","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","   51",",,7,0600","  -61",",,7"," -167",",,7","   76",",,7",,,"    0",",,7",,,"  -67",",,7,","  125",",,7",,,"  116",",,7","   -6",",,7","    0",",,7","    0",",,7","    6",",,7",,,,,,,,,,,,
"USC00116344","2019-01-23","40.1101","-87.9567","205.7","OGDEN, IL US","  124",",,7,0600","    0",",,7,0600","   25",",,7,0600","   33",",,7","  -67",",,7","   27",",,7",,,"    0",",,7",,,"   33",",,7,","  180",",,7",,,"  125",",,7","  -11",",,7","    0",",,7","   -6",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-24","40.1101","-87.9567","205.7","OGDEN, IL US","   41",",,7,0600","    0",",,7,0600","    0","T,,7,0600","   44",",,7","  -89",",,7","   18",",,7",,,"    0",",,7",,,"  -89",",,7,","  292",",,7",,,"  121",",,7","  -11",",,7","    0",",,7","   -6",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-25","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","  -39",",,7"," -161",",,7","   72",",,7",,,"    0",",,7",,," -161",",,7,","  247",",,7",,,"  130",",,7","  -11",",,7","    0",",,7","   -6",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-26","40.1101","-87.9567","205.7","OGDEN, IL US","   15",",,7,0600","   41",",,7,0600","   51",",,7,0600","  -61",",,7"," -167",",,7","   22",",,7",,,"    0",",,7",,," -144",",,7,","  225",",,7",,,"   80",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-27","40.1101","-87.9567","205.7","OGDEN, IL US","    5",",,7,0600","   13",",,7,0600","   51",",,7,0600","  -11",",,7"," -183",",,7","   36",",,7",,,"    0",",,7",,," -150",",,7,","  270",",,7",,,"  134",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-28","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","   51",",,7,0600","    0",",,7"," -161",",,7","   94",",,7",,,"    0",",,7",,,"    0",",,7,","  180",",,7","   51",",,7","  156",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-29","40.1101","-87.9567","205.7","OGDEN, IL US","   46",",,7,0600","    0","T,,7,0600","    0","T,,7,0600","   22",",,7"," -144",",,7","   85",",,7",,,"    0",",,7",,," -144",",,7,","  270",",,7",,,"  174",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-01-30","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600"," -100",",,7"," -239",",,7","   94",",,7",,,"    0",",,7",,," -239",",,7,","  292",",,7",,,"  174",",,7","  -22",",,7","  -17",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-01-31","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600"," -200",",,7"," -261",",,7","    9",",,7",,,"    0",",,7",,," -222",",,7,","  270",",,7",,,"  152",",,7","  -44",",,7","  -33",",,7","  -17",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-02-01","40.1101","-87.9567","205.7","OGDEN, IL US","    8",",,7,0600","   20",",,7,0600","   25",",,7,0600","  -94",",,7"," -228",",,7","   31",",,7",,,"    0",",,7",,,"  -94",",,7,","  112",",,7",,,"   80",",,7","  -50",",,7","  -39",",,7","  -39",",,7","  -22",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-02","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600","  -22",",,7","  -94",",,7","   45",",,7",,,"    0",",,7",,,"  -33",",,7,","   67",",,7",,,"   54",",,7","  -39",",,7","  -28",",,7","  -28",",,7","  -17",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-03","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   72",",,7","  -33",",,7","   22",",,7",,,"    0",",,7",,,"   39",",,7,","  180",",,7",,,"   72",",,7","  -33",",,7","  -22",",,7","  -17",",,7","  -11",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-04","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  128",",,7","   39",",,7","   58",",,7",,,"    0",",,7",,,"   78",",,7,","  225",",,7",,,"  107",",,7","  -17",",,7","  -11",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-05","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0",",,7,0600","    0",",,7,0600","  128",",,7","  -28",",,7","   27",",,7",,,"    0",",,7",,,"  -28",",,7,","  180",",,7",,,"  130",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-06","40.1101","-87.9567","205.7","OGDEN, IL US","   66",",,7,0600","    0",",,7,0600","    0",",,7,0600","   28",",,7","  -28",",,7","    0",",,7",,,"    0",",,7",,,"   22",",,7,","  112",",,7",,,"   80",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-07","40.1101","-87.9567","205.7","OGDEN, IL US","  132",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","   17",",,7","   18",",,7",,,"    0",",,7",,,"   44",",,7,","  315",",,7",,,"   58",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-08","40.1101","-87.9567","205.7","OGDEN, IL US","   46",",,7,0600","    0","T,,7,0600","    0","T,,7,0600","  122",",,7"," -106",",,7","  125",",,7",,,"    0",",,7",,," -106",",,7,","  270",",,7",,,"  174",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-09","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -67",",,7"," -128",",,7","   18",",,7",,,"    0",",,7",,," -128",",,7,","  270",",,7",,,"  139",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-02-10","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -28",",,7"," -128",",,7","   45",",,7",,,"    0",",,7",,,"  -50",",,7,","  112",",,7",,,"   58",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-02-11","40.1101","-87.9567","205.7","OGDEN, IL US","   48",",,7,0600","   36",",,7,0600","   25",",,7,0600","    6",",,7","  -50",",,7","   18",",,7",,,"    0",",,7",,,"    0",",,7,","  135",",,7",,,"   67",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-12","40.1101","-87.9567","205.7","OGDEN, IL US","  147",",,7,0600","    0",",,7,0600","    0",",,7,0600","   17",",,7","   -6",",,7","   13",",,7",,,"    0",",,7",,,"   17",",,7,","   90",",,7",,,"  107",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-13","40.1101","-87.9567","205.7","OGDEN, IL US","   20",",,7,0600","    5",",,7,0600","    0","T,,7,0600","   22",",,7","  -72",",,7","   89",",,7",,,"    0",",,7",,,"  -72",",,7,","  270",",,7",,,"  179",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-14","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   22",",,7","  -78",",,7","   49",",,7",,,"    0",",,7",,,"   17",",,7,","  270",",,7",,,"  139",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-15","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  106",",,7","  -67",",,7","   67",",,7",,,"    0",",,7",,,"  -67",",,7,","  315",",,7",,,"  156",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-02-16","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","  -44",",,7","  -83",",,7","   27",",,7",,,"    0",",,7",,,"  -72",",,7,","  270",",,7",,,"   98",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-02-17","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","   11",",,7","  -72",",,7","   49",",,7",,,"    0",",,7",,,"  -33",",,7,","   67",",,7",,,"  112",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-18","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    5",",,7,0600","    0","T,,7,0600","   -6",",,7","  -33",",,7","   49",",,7",,,"    0",",,7",,,"  -33",",,7,","   67",",,7",,,"   85",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-19","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","  -17",",,7","  -67",",,7","   13",",,7",,,"    0",",,7",,,"  -67",",,7,","  315",",,7",,,"   76",",,7","  -22",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-20","40.1101","-87.9567","205.7","OGDEN, IL US","   28",",,7,0600","    5",",,7,0600","    0","T,,7,0600","   17",",,7","  -72",",,7","   54",",,7",,,"    0",",,7",,,"    6",",,7,","   90",",,7",,,"   80",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-21","40.1101","-87.9567","205.7","OGDEN, IL US","    3",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","   -6",",,7","   27",",,7",,,"    0",",,7",,,"   -6",",,7,","  202",",,7",,,"   98",",,7","  -17",",,7","   -6",",,7","  -17",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-22","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","  -17",",,7","   49",",,7",,,"    0",",,7",,,"  -17",",,7,","  292",",,7",,,"   63",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-23","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   56",",,7","  -22",",,7","   45",",,7",,,"    0",",,7",,,"   22",",,7,","   90",",,7",,,"   80",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-24","40.1101","-87.9567","205.7","OGDEN, IL US","   23",",,7,0600","    0","T,,7,0600","    0",",,7,0600","  122",",,7","   17",",,7","  161",",,7",,,"    0",",,7",,,"   17",",,7,","  247",",,7",,,"  255",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-25","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   17",",,7","  -94",",,7","   67",",,7",,,"    0",",,7",,,"  -94",",,7,","  270",",,7",,,"  232",",,7","  -17",",,7","   -6",",,7","   -6",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-02-26","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   -6",",,7"," -100",",,7","   45",",,7",,,"    0",",,7",,,"  -44",",,7,","  292",",,7",,,"   67",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7",,,,,,,,,,,,
"USC00116344","2019-02-27","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","  -44",",,7","   22",",,7",,,"    0",",,7",,,"   -6",",,7,","   90",",,7",,,"   98",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7",,,,,,,,,,,,
"USC00116344","2019-02-28","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   17",",,7","  -78",",,7","   45",",,7",,,"    0",",,7",,,"  -67",",,7,","  315",",,7",,,"  112",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-01","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","    6",",,7","  -72",",,7","   22",",,7",,,"    0",",,7",,,"  -50",",,7,","   45",",,7",,,"   67",",,7","  -17",",,7","    0",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-02","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   61",",,7","  -50",",,7","   49",",,7",,,"    0",",,7",,,"    6",",,7,","   67",",,7",,,"   63",",,7","  -17",",,7","    0",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-03","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   17",",,7","  -28",",,7","   49",",,7",,,"    0",",,7",,,"  -28",",,7,","  337",",,7",,,"   94",",,7","  -17",",,7","    0",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-04","40.1101","-87.9567","205.7","OGDEN, IL US","   15",",,7,0600","   36",",,7,0600","   25",",,7,0600","  -28",",,7"," -183",",,7","   45",",,7",,,"    0",",,7",,," -183",",,7,","  315",",,7",,,"  116",",,7","  -17",",,7","    0",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-05","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600"," -111",",,7"," -194",",,7","   40",",,7",,,"    0",",,7",,," -139",",,7,","  292",",,7",,,"   94",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7",,,,,,,,,,,,
"USC00116344","2019-03-06","40.1101","-87.9567","205.7","OGDEN, IL US","    0","T,,7,0600","    3",",,7,0600","   25",",,7,0600","  -56",",,7"," -150",",,7","   31",",,7",,,"    0",",,7",,," -144",",,7,","  270",",,7",,,"  107",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-07","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","  -17",",,7"," -150",",,7","   45",",,7",,,"    0",",,7",,,"  -50",",,7,","  270",",,7",,,"   98",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7",,,,,,,,,,,,
"USC00116344","2019-03-08","40.1101","-87.9567","205.7","OGDEN, IL US","    8",",,7,0600","   18",",,7,0600","   25",",,7,0600","    0",",,7","  -61",",,7","   27",",,7",,,"    0",",,7",,,"  -17",",,7,","  112",",,7",,,"   54",",,7","  -17",",,7","   -6",",,7","  -11",",,7","   -6",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-09","40.1101","-87.9567","205.7","OGDEN, IL US","    0",",,7,0600","    0",",,7,0600","    0",",,7,0600","   44",",,7","  -17",",,7","   49",",,7",,,"    0",",,7",,,"   11",",,7,","  112",",,7",,,"   85",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
"USC00116344","2019-03-10","40.1101","-87.9567","205.7","OGDEN, IL US","  269",",,7,0600","    0",",,7,0600","    0",",,7,0600","   94",",,7","    6",",,7","   80",",,7",,,"    0",",,7",,,"   17",",,7,","  247",",,7",,,"  192",",,7","  -17",",,7","   -6",",,7","  -11",",,7","    0",",,7","    1",",,7",,,,,,,,,,
