"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00200197","2018-07-02","46.2347","-88.4544","448.1","AMASA 1 W, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   72",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-03","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  100",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-04","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","   83",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-05","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  189",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-06","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   28",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-07","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   44",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-08","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  133",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-09","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  139",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-10","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,
"USC00200197","2018-07-11","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","   44",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-12","46.2347","-88.4544","448.1","AMASA 1 W, MI US","  130",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  111",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-13","46.2347","-88.4544","448.1","AMASA 1 W, MI US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  111",",,7",,,,,,,,,"  228",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-14","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   72",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-15","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","   89",",,7",,,,,,,,,"  272",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-16","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  117",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-17","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   39",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-18","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   11",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-19","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  106",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-20","46.2347","-88.4544","448.1","AMASA 1 W, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   44",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,
"USC00200197","2018-07-21","46.2347","-88.4544","448.1","AMASA 1 W, MI US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   50",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,
