"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00021357","2018-06-22","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  411",",,7","  178",",,7",,,,,"  211",",,7,0800"
"USC00021357","2018-06-23","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  411",",,7","  183",",,7",,,,,"  300",",,7,0800"
"USC00021357","2018-06-24","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  394",",,7","  211",",,7",,,,,"  239",",,7,0800"
"USC00021357","2018-06-25","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  378",",,7","  183",",,7",,,,,"  228",",,7,0800"
"USC00021357","2018-06-26","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  383",",,7","  167",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-06-27","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  406",",,7","  178",",,7",,,,,"  233",",,7,0800"
"USC00021357","2018-06-28","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  411",",,7","  189",",,7",,,,,"  239",",,7,0800"
"USC00021357","2018-06-29","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  400",",,7","  239",",,7",,,,,"  294",",,7,0800"
"USC00021357","2018-07-01","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  383",",,7","  128",",,7",,,,,"  172",",,7,0800"
"USC00021357","2018-07-02","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  378",",,7","  150",",,7",,,,,"  194",",,7,0800"
"USC00021357","2018-07-03","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  394",",,7","  167",",,7",,,,,"  222",",,7,0800"
"USC00021357","2018-07-04","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  394",",,7","  206",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-07-05","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  394",",,7","  206",",,7",,,,,"  317",",,7,0800"
"USC00021357","2018-07-06","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   51",",,7,0800",,,,,"  417",",,7","  300",",,7",,,,,"  339",",,7,0800"
"USC00021357","2018-07-07","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  400",",,7","  322",",,7",,,,,"  361",",,7,0800"
"USC00021357","2018-07-08","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   15",",,7,0800",,,,,"  411",",,7","  233",",,7",,,,,"  256",",,7,0800"
"USC00021357","2018-07-09","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","  137",",,7,0800",,,,,"  394",",,7","  211",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-07-10","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    5",",,7,0800",,,,,"  361",",,7","  228",",,7",,,,,"  233",",,7,0800"
"USC00021357","2018-07-11","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   76",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,"  228",",,7,0800"
"USC00021357","2018-07-12","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","  147",",,7,0800",,,,,"  289",",,7","  217",",,7",,,,,"  228",",,7,0800"
"USC00021357","2018-07-13","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  361",",,7","  228",",,7",,,,,"  267",",,7,0800"
"USC00021357","2018-07-14","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  367",",,7","  222",",,7",,,,,"  250",",,7,0800"
"USC00021357","2018-07-15","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","  165",",,7,0800",,,,,"  367",",,7","  211",",,7",,,,,"  228",",,7,0800"
"USC00021357","2018-07-16","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   43",",,7,0800",,,,,"  311",",,7","  222",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-07-17","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   66",",,7,0800",,,,,"  361",",,7","  233",",,7",,,,,"  250",",,7,0800"
"USC00021357","2018-07-18","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  350",",,7","  239",",,7",,,,,"  250",",,7,0800"
"USC00021357","2018-07-19","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  361",",,7","  239",",,7",,,,,"  261",",,7,0800"
"USC00021357","2018-07-20","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  378",",,7","  244",",,7",,,,,"  294",",,7,0800"
"USC00021357","2018-07-21","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","  132",",,7,0800",,,,,"  378",",,7","  211",",,7",,,,,"  233",",,7,0800"
"USC00021357","2018-07-22","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  356",",,7","  233",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-07-23","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  389",",,7","  239",",,7",,,,,"  250",",,7,0800"
"USC00021357","2018-07-24","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  422",",,7","  250",",,7",,,,,"  272",",,7,0800"
"USC00021357","2018-07-25","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  433",",,7","  239",",,7",,,,,"  256",",,7,0800"
"USC00021357","2018-07-26","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  428",",,7","  256",",,7",,,,,"  278",",,7,0800"
"USC00021357","2018-07-28","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   25",",,7,0800",,,,,"  406",",,7","  233",",,7",,,,,"  239",",,7,0800"
"USC00021357","2018-07-29","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   81",",,7,0800",,,,,"  389",",,7","  239",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-07-30","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    3",",,7,0800",,,,,"  361",",,7","  244",",,7",,,,,"  256",",,7,0800"
"USC00021357","2018-07-31","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  378",",,7","  239",",,7",,,,,"  244",",,7,0800"
"USC00021357","2018-08-01","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","    0",",,7,0800",,,,,"  383",",,7","  233",",,7",,,,,"  256",",,7,0800"
"USC00021357","2018-08-02","32.4177","-110.9302","825.1","CATALINA STATE PARK, AZ US","   94",",,7,0800",,,,,"  400",",,7","  228",",,7",,,,,"  250",",,7,0800"
