"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00515842","2017-01-15","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  283",",,7","  172",",,7",,,,,"  256",",,7,0430",,
"USC00515842","2017-01-16","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  283",",,7","  172",",,7",,,,,"  239",",,7,0430",,
"USC00515842","2017-01-17","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  283",",,7","  172",",,7",,,,,"  267",",,7,0430",,
"USC00515842","2017-01-18","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  283",",,7","  172",",,7",,,,,"  244",",,7,0430",,
"USC00515842","2017-01-20","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  283",",,7","  167",",,7",,,,,"  222",",,7,0430",,
"USC00515842","2017-01-22","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  278",",,7","  156",",,7",,,,,"  250",",,7,0430",,
"USC00515842","2017-01-23","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  278",",,7","  156",",,7",,,,,"  239",",,7,0430",,
"USC00515842","2017-01-24","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  289",",,7","  156",",,7",,,,,"  261",",,7,0430",,
"USC00515842","2017-01-25","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  289",",,7","  156",",,7",,,,,"  256",",,7,0430",,
"USC00515842","2017-01-26","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  289",",,7","  156",",,7",,,,,"  250",",,7,0430",,
"USC00515842","2017-01-27","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  289",",,7","  156",",,7",,,,,"  172",",,7,0430",,
"USC00515842","2017-01-29","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  256",",,7","  161",",,7",,,,,"  244",",,7,0430",,
"USC00515842","2017-01-30","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  261",",,7","  139",",,7",,,,,"  222",",,7,0430",,
"USC00515842","2017-02-01","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  267",",,7","  139",",,7",,,,,"  256",",,7,0430",,
"USC00515842","2017-02-02","20.6419","-156.44","26.8","MAKENA GLF CRS 249.1, HI US","    0",",,7,0430",,,,,"  267",",,7","  139",",,7",,,,,"  250",",,7,0430",,
