"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00123207","2018-04-02","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","   44",",,7","  -78",",,7","   44",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-03","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","   89",",,7,1800","    0",",,7","    0",",,7,1800","   44",",,7","    0",",,7","   39",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-04","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","  142",",,7,1800","    5",",,7","    0",",,7,1800","  139",",,7","  -33",",,7","  -17",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-05","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","   50",",,7","  -61",",,7","   44",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-06","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","   30",",,7,1800","   15",",,7","    0",",,7,1800","   50",",,7","  -11",",,7","   28",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-07","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","   28",",,7","  -72",",,7","    6",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-08","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","   33",",,7","  -94",",,7","   28",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-09","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0","T,,7,1800","    0","T,,7","    0",",,7,1800","   33",",,7","  -22",",,7","   17",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-10","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","   44",",,7","  -56",",,7","   39",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-11","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0","T,,7,1800","    0","T,,7","    0",",,7,1800","  161",",,7","  -56",",,7","  161",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-12","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","   25",",,7,1800","    0",",,7","    0",",,7,1800","  222",",,7","   67",",,7","  211",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-13","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","    0",",,7,1800","    0",",,7","    0",",,7,1800","  239",",,7","   78",",,7","  222",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-14","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","  241",",,7,1800","    0",",,7","    0",",,7,1800","  222",",,7","   44",",,7","   44",",,7,1800",,,,,,,,,,,,
"USC00123207","2018-04-15","41.3366","-85.1198","265.2","GARRETT 1 S, IN US","  241",",,7,1800","    0",",,7","    0",",,7,1800","   50",",,7","   -6",",,7","   39",",,7,1800",,,,,,,,,,,,
