"USC00374266","2018-05-03","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  306",",,7","  139",",,7",,,,,,,,,"   79",",,7,1630",,,,,,,,,,,,,"  261",",,7,1630","   85",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-04","41.4903","-71.543","35.7","KINGSTON, RI US","   15",",,7,1630","    0",",,7,1630","    0",",,7,1630","  272",",,7","  144",",,7",,,,,,,,,"   51",",,7,1630",,,,,,,,,,,,,"  256",",,7,1630","   84",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-05","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  267",",,7","  139",",,7",,,,,,,,,"   51",",,7,1630",,,,,,,,,,,,,"  206",",,7,1630",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-06","41.4903","-71.543","35.7","KINGSTON, RI US","    5",",,7,1630","    0",",,7,1630","    0",",,7,1630","  217",",,7","  122",",,7",,,,,,,,,"   51",",,7,1630",,,,,,,,,,,,,"  122",",,7,1630","   74",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-07","41.4903","-71.543","35.7","KINGSTON, RI US","   41",",,7,1630","    0",",,7,1630","    0",",,7,1630","  206",",,7","   83",",,7",,,,,,,,,"   28",",,7,1630",,,,,,,,,,,,,"  194",",,7,1630","   64",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-08","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  211",",,7","   50",",,7",,,,,,,,,"   36",",,7,1630",,,,,,,,,,,,,"  194",",,7,1630","   61",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-09","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  211",",,7","   61",",,7",,,,,,,,,"   48",",,7,1630",,,,,,,,,,,,,"  189",",,7,1630","   60",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-10","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  206",",,7","   72",",,7",,,,,,,,,"   56",",,7,1630",,,,,,,,,,,,,"  111",",,7,1630","  100",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-11","41.4903","-71.543","35.7","KINGSTON, RI US","    0",",,7,1630","    0",",,7,1630","    0",",,7,1630","  239",",,7","   89",",,7",,,,,,,,,"   36",",,7,1630",,,,,,,,,,,,,"  217",",,7,1630","   89",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00374266","2018-05-12","41.4903","-71.543","35.7","KINGSTON, RI US","   23",",,7,1630","    0",",,7,1630","    0",",,7,1630","  228",",,7","   72",",,7",,,,,,,,,"   25",",,7,1630",,,,,,,,,,,,,"  117",",,7,1630","   53",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,
