"USC00172440","2018-06-16","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","   94",",,7",,,,,"  122",",,7,0700"
"USC00172440","2018-06-17","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  122",",,7",,,,,"  217",",,7,0700"
"USC00172440","2018-06-18","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","   94",",,7",,,,,"  128",",,7,0700"
"USC00172440","2018-06-19","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","  157",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  128",",,7",,,,,"  167",",,7,0700"
"USC00172440","2018-06-20","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   94",",,7",,,,,"  172",",,7,0700"
"USC00172440","2018-06-21","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  128",",,7",,,,,"  139",",,7,0700"
"USC00172440","2018-06-22","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   56",",,7",,,,,"   78",",,7,0700"
"USC00172440","2018-06-23","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","   78",",,7",,,,,"  100",",,7,0700"
"USC00172440","2018-06-24","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   61",",,7",,,,,"  206",",,7,0700"
"USC00172440","2018-06-25","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","  152",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  106",",,7",,,,,"  111",",,7,0700"
"USC00172440","2018-06-26","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   67",",,7",,,,,"  128",",,7,0700"
"USC00172440","2018-06-27","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  100",",,7",,,,,"  156",",,7,0700"
"USC00172440","2018-06-28","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","  130",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  156",",,7",,,,,"  156",",,7,0700"
"USC00172440","2018-06-29","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","  117",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  156",",,7",,,,,"  161",",,7,0700"
"USC00172440","2018-06-30","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  144",",,7",,,,,"  156",",,7,0700"
"USC00172440","2018-07-01","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","   97",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  156",",,7",,,,,"  206",",,7,0700"
"USC00172440","2018-07-02","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  150",",,7",,,,,"  250",",,7,0700"
"USC00172440","2018-07-03","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  150",",,7",,,,,"  217",",,7,0700"
"USC00172440","2018-07-04","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  172",",,7",,,,,"  233",",,7,0700"
"USC00172440","2018-07-05","45.1369","-69.2806","193.5","EAST SANGERVILLE, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,,,"  244",",,7,0700"
