"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"BLM00085104","2018-04-13","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  276",",,S",,,"  239","H,,S"
"BLM00085104","2018-04-14","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  294",",,S","  211",",,S","  257","H,,S"
"BLM00085104","2018-04-15","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  255",",,S","  202",",,S","  234","H,,S"
"BLM00085104","2018-04-16","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  306",",,S","  195",",,S","  261","H,,S"
"BLM00085104","2018-04-17","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  313",",,S","  203",",,S","  275","H,,S"
"BLM00085104","2018-04-18","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  324",",,S","  213",",,S","  280","H,,S"
"BLM00085104","2018-04-19","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  328",",,S","  212",",,S","  288","H,,S"
"BLM00085104","2018-04-20","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  327",",,S","  223",",,S","  292","H,,S"
"BLM00085104","2018-04-21","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  313",",,S","  220",",,S","  281","H,,S"
"BLM00085104","2018-04-22","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  323",",,S","  223",",,S","  283","H,,S"
"BLM00085104","2018-04-23","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  329",",,S","  223",",,S","  292","H,,S"
"BLM00085104","2018-04-24","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  326",",,S","  221",",,S","  283","H,,S"
"BLM00085104","2018-04-25","-13.067","-64.667","140.0","SAN JOAQUIN, BL","  251",",,S","  317",",,S","  231",",,S","  268","H,,S"
"BLM00085104","2018-04-26","-13.067","-64.667","140.0","SAN JOAQUIN, BL","   25",",,S","  317",",,S","  230",",,S","  274","H,,S"
"BLM00085104","2018-04-27","-13.067","-64.667","140.0","SAN JOAQUIN, BL","    0",",,S","  321",",,S","  217",",,S","  281","H,,S"
"BLM00085104","2018-04-28","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,,,"  232",",,S","  299","H,,S"
"BLM00085104","2018-04-29","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  307",",,S","  232",",,S","  275","H,,S"
"BLM00085104","2018-04-30","-13.067","-64.667","140.0","SAN JOAQUIN, BL",,,"  326",",,S","  227",",,S","  284","H,,S"
"BLM00085104","2018-05-01","-13.067","-64.667","140.0","SAN JOAQUIN, BL","   28",",,S","  316",",,S","  223",",,S","  272","H,,S"
