"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SW000010537","2018-04-02","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  610",",,E","   43",",,E","  -57",",,E"
"SW000010537","2018-04-03","60.6167","15.6167","160.0","FALUN, SW","   10",",,E","  610",",,E","   55",",,E","  -93",",,E"
"SW000010537","2018-04-04","60.6167","15.6167","160.0","FALUN, SW","   72",",,E","  620",",,E","   30",",,E","   -9",",,E"
"SW000010537","2018-04-05","60.6167","15.6167","160.0","FALUN, SW","  125",",,E","  620",",,E","   37",",,E","   13",",,E"
"SW000010537","2018-04-06","60.6167","15.6167","160.0","FALUN, SW","    5",",,E","  600",",,E","   57",",,E","    5",",,E"
"SW000010537","2018-04-07","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  520",",,E","   76",",,E","  -37",",,E"
"SW000010537","2018-04-08","60.6167","15.6167","160.0","FALUN, SW","   67",",,E","  490",",,E","  103",",,E","   16",",,E"
"SW000010537","2018-04-09","60.6167","15.6167","160.0","FALUN, SW","   74",",,E","  450",",,E","   53",",,E","    0",",,E"
"SW000010537","2018-04-10","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  470",",,E","   62",",,E","  -21",",,E"
"SW000010537","2018-04-11","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  450",",,E","   90",",,E","  -79",",,E"
"SW000010537","2018-04-12","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  420",",,E","  119",",,E","  -61",",,E"
"SW000010537","2018-04-13","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  420",",,E","  128",",,E","  -48",",,E"
"SW000010537","2018-04-14","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  370",",,E","  160",",,E","  -50",",,E"
"SW000010537","2018-04-15","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  360",",,E","  133",",,E","  -20",",,E"
"SW000010537","2018-04-16","60.6167","15.6167","160.0","FALUN, SW","    0",",,E","  350",",,E","  141",",,E","  -25",",,E"
"SW000010537","2018-04-17","60.6167","15.6167","160.0","FALUN, SW","    3",",,E","  240",",,E","  173",",,E","  -18",",,E"
