"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0021B21S","2018-07-06","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  207",",,T","  105",",,T",,,"  148",",,T","  105",",,T","    0",",,T"
"USS0021B21S","2018-07-07","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  158",",,T","  100",",,T",,,"  121",",,T","  100",",,T","    0",",,T"
"USS0021B21S","2018-07-08","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  214",",,T","   90",",,T",,,"  147",",,T","  123",",,T","    0",",,T"
"USS0021B21S","2018-07-09","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  192",",,T","  105",",,T",,,"  138",",,T","  108",",,T","    0",",,T"
"USS0021B21S","2018-07-10","47.36","-121.57","890.0","MOUNT GARDNER, WA US","   51",",,T","    0",",,T","  156",",,T","   91",",,T",,,"  112",",,T","   93",",,T","    0",",,T"
"USS0021B21S","2018-07-11","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  208",",,T","   87",",,T",,,"  147",",,T","  131",",I,T","    0",",,T"
"USS0021B21S","2018-07-12","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  248",",,T","  158",",I,T",,,"  209",",,T","  158",",,T","    0",",,T"
"USS0021B21S","2018-07-13","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  239",",,T","  141",",,T",,,"  185",",,T","  145",",,T","    0",",,T"
"USS0021B21S","2018-07-14","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  241",",,T","  121",",,T",,,"  180",",,T","  174",",,T","    0",",,T"
"USS0021B21S","2018-07-15","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  279",",,T","  165",",,T",,,"  215",",,T","  174",",,T","    0",",,T"
"USS0021B21S","2018-07-16","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  260",",,T","  165",",,T",,,"  206",",,T","  175",",,T","    0",",,T"
"USS0021B21S","2018-07-17","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  252",",,T","  135",",,T",,,"  195",",,T","  135",",,T","    0",",,T"
"USS0021B21S","2018-07-18","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  198",",,T","  113",",,T",,,"  152",",,T","  126",",,T","    0",",,T"
"USS0021B21S","2018-07-19","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  161",",,T","   98",",,T",,,"  121",",,T","  104",",,T","    0",",,T"
"USS0021B21S","2018-07-20","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  164",",,T","   92",",,T",,,"  121",",,T","   92",",,T","    0",",,T"
"USS0021B21S","2018-07-21","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  179",",,T","   74",",,T",,,"  124",",,T","  108",",,T","    0",",,T"
"USS0021B21S","2018-07-22","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  250",",,T","  102",",,T",,,"  176",",,T","  167",",,T","    0",",,T"
"USS0021B21S","2018-07-23","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  255",",,T","  154",",,T",,,"  197",",,T","  158",",,T","    0",",,T"
"USS0021B21S","2018-07-24","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  246",",,T","  141",",,T",,,"  188",",,T","  156",",,T","    0",",,T"
"USS0021B21S","2018-07-25","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  258",",,T","  152",",,T",,,"  198",",,T","  166",",,T","    0",",,T"
"USS0021B21S","2018-07-26","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  262",",,T","  158",",,T",,,"  203",",,T","  171",",,T","    0",",,T"
"USS0021B21S","2018-07-27","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  245",",,T","  149",",,T",,,"  194",",,T","  168",",,T","    0",",,T"
"USS0021B21S","2018-07-28","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  234",",,T","  150",",,T",,,"  188",",,T","  164",",,T","    0",",,T"
"USS0021B21S","2018-07-29","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  291",",,T","  163",",,T",,,"  222",",,T","  226",",,T","    0",",,T"
"USS0021B21S","2018-07-30","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  295",",,T","  174",",,T",,,"  233",",,T","  174",",,T","    0",",,T"
"USS0021B21S","2018-07-31","47.36","-121.57","890.0","MOUNT GARDNER, WA US","    0",",,T","    0",",,T","  243",",,T","  144",",,T",,,"  192",",,T","  144",",,T","    0",",,T"
"USS0021B21S","2018-08-01","47.36","-121.57","890.0","MOUNT GARDNER, WA US","   25",",,T","    0",",,T","  216",",,T","  118",",,T",,,"  161",",,T","  129",",,T","    0",",,T"
"USS0021B21S","2018-08-02","47.36","-121.57","890.0","MOUNT GARDNER, WA US","   25",",,T","    0",",,T","  147",",,T","  102",",,T",,,"  122",",,T","  102",",,T","    0",",,T"
