"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"USR0000ARUT","2018-04-07","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   25","H,,U","  -52","H,,U","  -16",",,U"
"USR0000ARUT","2018-04-08","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   27","H,,U","   -8","H,,U","    4",",,U"
"USR0000ARUT","2018-04-09","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   28","H,,U","   -8","H,,U","    8",",,U"
"USR0000ARUT","2018-04-10","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   39","H,,U","   10","H,,U","   24",",,U"
"USR0000ARUT","2018-04-11","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   39","H,,U","    1","H,,U","   15",",,U"
"USR0000ARUT","2018-04-12","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   37","H,,U","  -12","H,,U","   14",",,U"
"USR0000ARUT","2018-04-13","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   44","H,,U","   -3","H,,U","   16",",,U"
"USR0000ARUT","2018-04-14","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   15","H,,U","  -26","H,,U","   -8",",,U"
"USR0000ARUT","2018-04-15","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","    2","H,,U","  -37","H,,U","  -23",",,U"
"USR0000ARUT","2018-04-16","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   -7","H,,U","  -37","H,,U","  -27",",,U"
"USR0000ARUT","2018-04-17","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   31","H,,U","  -47","H,,U","  -21",",,U"
"USR0000ARUT","2018-04-18","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","  -11","H,,U","  -36","H,,U","  -23",",,U"
"USR0000ARUT","2018-04-19","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   37","H,,U","  -21","H,,U","   -5",",,U"
"USR0000ARUT","2018-04-20","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","  -11","H,,U","  -47","H,,U","  -31",",,U"
"USR0000ARUT","2018-04-21","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","    2","H,,U","  -26","H,,U","  -12",",,U"
"USR0000ARUT","2018-04-22","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","    0","H,,U","  -23","H,,U","  -13",",,U"
"USR0000ARUT","2018-04-23","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","   34","H,,U","  -14","H,,U","    3",",,U"
"USR0000ARUT","2018-04-24","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","    3","H,,U","  -42","H,,U","  -12",",,U"
"USR0000ARUT","2018-04-25","62.7097","-150.5397","1005.8","RUTH GLACIER ALASKA, AK US","  -26","H,,U","  -39","H,,U","  -33",",,U"
