"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00039083","2018-07-18","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  264",",,a","   78",",,a",,,,,,,,,,,"  163","H,,S"
"ASN00039083","2018-07-19","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  261",",,a","   78",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00039083","2018-07-20","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  275",",,a","  108",",,a",,,,,,,,,,,"  207","H,,S"
"ASN00039083","2018-07-21","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  249",",,a","  140",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00039083","2018-07-22","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  251",",,a","   67",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00039083","2018-07-23","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  249",",,a","   84",",,a",,,,,,,,,,,"  172","H,,S"
"ASN00039083","2018-07-24","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    2",",,a","  280",",,a","   87",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00039083","2018-07-25","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  276",",,a","  128",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00039083","2018-07-26","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","  250",",,a","  258",",,a","  126",",,a",,,,,,,,,,,"  194","H,,S"
"ASN00039083","2018-07-27","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  244",",,a","  151",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00039083","2018-07-28","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  264",",,a","  116",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00039083","2018-07-29","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  272",",,a","  119",",,a",,,,,,,,,,,"  200","H,,S"
"ASN00039083","2018-07-30","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  265",",,a","  141",",,a",,,,,,,,,,,"  176","H,,S"
"ASN00039083","2018-07-31","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  261",",,a","   76",",,a",,,,,,,,,,,"  155","H,,S"
"ASN00039083","2018-08-01","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  264",",,a","   64",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00039083","2018-08-02","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  251",",,a","   89",",,a",,,,,,,,,,,"  187","H,,S"
"ASN00039083","2018-08-03","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  226",",,a","  136",",,a",,,,,,,,,,,"  169","H,,S"
"ASN00039083","2018-08-04","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  282",",,a","  106",",,a",,,,,,,,,,,"  199","H,,S"
"ASN00039083","2018-08-05","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  284",",,a","  133",",,a",,,,,,,,,,,"  206","H,,S"
"ASN00039083","2018-08-06","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  296",",,a","  161",",,a",,,,,,,,,,,"  224","H,,S"
"ASN00039083","2018-08-07","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  231",",,a","  175",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00039083","2018-08-08","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  243",",,a","   47",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00039083","2018-08-09","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  258",",,a","   53",",,a",,,,,,,,,,,"  169","H,,S"
"ASN00039083","2018-08-10","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  257",",,a","  104",",,a",,,,,,,,,,,"  180","H,,S"
"ASN00039083","2018-08-11","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  280",",,a","  105",",,a",,,,,,,,,,,"  184","H,,S"
"ASN00039083","2018-08-12","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  277",",,a","  107",",,a",,,,,,,,,,,"  197","H,,S"
"ASN00039083","2018-08-13","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  235",",,a","  112",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00039083","2018-08-14","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  247",",,a","   66",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00039083","2018-08-15","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  267",",,a","   62",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00039083","2018-08-16","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  290",",,a","   68",",,a",,,,,,,,,,,"  189","H,,S"
"ASN00039083","2018-08-17","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  299",",,a","  108",",,a",,,,,,,,,,,"  197","H,,S"
"ASN00039083","2018-08-18","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  310",",,a","  106",",,a",,,,,,,,,,,"  202","H,,S"
"ASN00039083","2018-08-19","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  274",",,a","   98",",,a",,,,,,,,,,,"  191","H,,S"
"ASN00039083","2018-08-20","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  226",",,a","   99",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00039083","2018-08-21","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  243",",,a","   39",",,a",,,,,,,,,,,"  137","H,,S"
"ASN00039083","2018-08-22","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  266",",,a","   35",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00039083","2018-08-23","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  277",",,a","   69",",,a",,,,,,,,,,,"  182","H,,S"
"ASN00039083","2018-08-24","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  262",",,a","  112",",,a",,,,,,,,,,,"  190","H,,S"
"ASN00039083","2018-08-25","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  256",",,a","  137",",,a",,,,,,,,,,,"  203","H,,S"
"ASN00039083","2018-08-26","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  299",",,a","  167",",,a",,,,,,,,,,,"  199","H,,S"
"ASN00039083","2018-08-27","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  271",",,a","  108",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00039083","2018-08-28","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  278",",,a","  110",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00039083","2018-08-29","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  283",",,a","   90",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00039083","2018-08-30","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  281",",,a","   92",",,a",,,,,,,,,,,"  192","H,,S"
"ASN00039083","2018-08-31","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  295",",,a","  111",",,a",,,,,,,,,,,"  214","H,,S"
"ASN00039083","2018-09-01","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  316",",,a","  155",",,a",,,,,,,,,,,"  208","H,,S"
"ASN00039083","2018-09-02","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  309",",,a","  120",",,a",,,,,,,,,,,"  219","H,,S"
"ASN00039083","2018-09-03","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  273",",,a","  152",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00039083","2018-09-04","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  261",",,a","  156",",,a",,,,,,,,,,,"  197","H,,S"
"ASN00039083","2018-09-05","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    2",",,a","  269",",,a","  144",",,a",,,,,,,,,,,"  203","H,,S"
"ASN00039083","2018-09-06","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  267",",,a","  156",",,a",,,,,,,,,,,"  206","H,,S"
"ASN00039083","2018-09-07","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  286",",,a","  165",",,a",,,,,,,,,,,"  209","H,,S"
"ASN00039083","2018-09-08","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  304",",,a","  139",",,a",,,,,,,,,,,"  237","H,,S"
"ASN00039083","2018-09-09","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  308",",,a","  196",",,a",,,,,,,,,,,"  211","H,,S"
"ASN00039083","2018-09-10","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  295",",,a","  112",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00039083","2018-09-11","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  272",",,a","  157",",,a",,,,,,,,,,,"  208","H,,S"
"ASN00039083","2018-09-12","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   26",",,a","  269",",,a","  169",",,a",,,,,,,,,,,"  201","H,,S"
"ASN00039083","2018-09-13","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  296",",,a","  130",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00039083","2018-09-14","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  293",",,a","  145",",,a",,,,,,,,,,,"  211","H,,S"
"ASN00039083","2018-09-15","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  305",",,a","  139",",,a",,,,,,,,,,,"  222","H,,S"
"ASN00039083","2018-09-16","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  335",",,a","  128",",,a",,,,,,,,,,,"  231","H,,S"
"ASN00039083","2018-09-17","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  266",",,a","  149",",,a",,,,,,,,,,,,
"ASN00039083","2018-09-18","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   28",",,a","  267",",,a","  174",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00039083","2018-09-19","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  292",",,a","  146",",,a",,,,,,,,,,,"  207","H,,S"
"ASN00039083","2018-09-20","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  332",",,a","  131",",,a",,,,,,,,,,,"  237","H,,S"
"ASN00039083","2018-09-21","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  270",",,a","  153",",,a",,,,,,,,,,,"  206","H,,S"
"ASN00039083","2018-09-22","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  265",",,a","  145",",,a",,,,,,,,,,,"  204","H,,S"
"ASN00039083","2018-09-23","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  280",",,a","  148",",,a",,,,,,,,,,,"  209","H,,S"
"ASN00039083","2018-09-24","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  275",",,a","  155",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00039083","2018-09-25","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  271",",,a","  154",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00039083","2018-09-26","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  283",",,a","  168",",,a",,,,,,,,,,,"  207","H,,S"
"ASN00039083","2018-09-27","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  313",",,a","  138",",,a",,,,,,,,,,,"  231","H,,S"
"ASN00039083","2018-09-28","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  303",",,a","  165",",,a",,,,,,,,,,,"  221","H,,S"
"ASN00039083","2018-09-29","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  308",",,a","  156",",,a",,,,,,,,,,,"  228","H,,S"
"ASN00039083","2018-09-30","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  317",",,a","  169",",,a",,,,,,,,,,,"  222","H,,S"
"ASN00039083","2018-10-01","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  277",",,a","  167",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00039083","2018-10-02","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  270",",,a","  155",",,a",,,,,,,,,,,"  204","H,,S"
"ASN00039083","2018-10-03","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  270",",,a","  138",",,a",,,,,,,,,,,"  200","H,,S"
"ASN00039083","2018-10-04","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  304",",,a","  129",",,a",,,,,,,,,,,"  229","H,,S"
"ASN00039083","2018-10-05","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  312",",,a","  171",",,a",,,,,,,,,,,"  233","H,,S"
"ASN00039083","2018-10-06","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  304",",,a","  180",",,a",,,,,,,,,,,"  236","H,,S"
"ASN00039083","2018-10-07","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  308",",,a","  184",",,a",,,,,,,,,,,"  234","H,,S"
"ASN00039083","2018-10-08","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   94",",,a","  303",",,a","  197",",,a",,,,,,,,,,,"  239","H,,S"
"ASN00039083","2018-10-09","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   30",",,a","  325",",,a","  198",",,a",,,,,,,,,,,"  239","H,,S"
"ASN00039083","2018-10-10","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   22",",,a","  340",",,a","  192",",,a",,,,,,,,,,,"  259","H,,S"
"ASN00039083","2018-10-11","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  342",",,a","  200",",,a",,,,,,,,,,,"  266","H,,S"
"ASN00039083","2018-10-12","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    4",",,a","  268",",,a","  224",",,a",,,,,,,,,,,"  228","H,,S"
"ASN00039083","2018-10-13","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    6",",,a","  270",",,a","  201",",,a",,,,,,,,,,,"  208","H,,S"
"ASN00039083","2018-10-14","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","  114",",,a","  298",",,a","  188",",,a",,,,,,,,,,,"  227","H,,S"
"ASN00039083","2018-10-15","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  328",",,a","  174",",,a",,,,,,,,,,,"  245","H,,S"
"ASN00039083","2018-10-16","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  336",",,a","  172",",,a",,,,,,,,,,,"  254","H,,S"
"ASN00039083","2018-10-17","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  290",",,a","  205",",,a",,,,,,,,,,,"  238","H,,S"
"ASN00039083","2018-10-18","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  302",",,a","  200",",,a",,,,,,,,,,,"  246","H,,S"
"ASN00039083","2018-10-19","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  310",",,a","  204",",,a",,,,,,,,,,,"  249","H,,S"
"ASN00039083","2018-10-20","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  313",",,a","  200",",,a",,,,,,,,,,,"  241","H,,S"
"ASN00039083","2018-10-21","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  330",",,a","  184",",,a",,,,,,,,,,,"  259","H,,S"
"ASN00039083","2018-10-22","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  328",",,a","  215",",,a",,,,,,,,,,,"  255","H,,S"
"ASN00039083","2018-10-23","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   16",",,a","  325",",,a","  204",",,a",,,,,,,,,,,"  252","H,,S"
"ASN00039083","2018-10-24","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  350",",,a","  191",",,a",,,,,,,,,,,"  264","H,,S"
"ASN00039083","2018-10-25","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  326",",,a","  203",",,a",,,,,,,,,,,"  252","H,,S"
"ASN00039083","2018-10-26","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  377",",,a","  188",",,a",,,,,,,,,,,"  279","H,,S"
"ASN00039083","2018-10-27","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  338",",,a","  199",",,a",,,,,,,,,,,"  267","H,,S"
"ASN00039083","2018-10-28","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  388",",,a","  213",",,a",,,,,,,,,,,"  290","H,,S"
"ASN00039083","2018-10-29","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   24",",,a","  325",",,a","  233",",,a",,,,,,,,,,,"  257","H,,S"
"ASN00039083","2018-10-30","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   46",",,a","  269",",,a","  222",",,a",,,,,,,,,,,"  243","H,,S"
"ASN00039083","2018-10-31","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   30",",,a","  269",",,a","  214",",,a",,,,,,,,,,,"  232","H,,S"
"ASN00039083","2018-11-01","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS",,,"  291",",,a","  211",",,a",,,,,,,,,,,"  242","H,,S"
"ASN00039083","2018-11-02","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS",,,"  290",",,a","  189",",,a",,,,,,,,,,,"  235","H,,S"
"ASN00039083","2018-11-03","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS",,,"  308",",,a","  182",",,a",,,,,,,,,,,"  242","H,,S"
"ASN00039083","2018-11-04","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  341",",,a","  174",",,a",,,,,,,,,,,"  261","H,,S"
"ASN00039083","2018-11-05","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  352",",,a","  199",",,a",,,,,,,,,,,"  272","H,,S"
"ASN00039083","2018-11-06","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  349",",,a","  208",",,a",,,,,,,,,,,"  271","H,,S"
"ASN00039083","2018-11-07","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  347",",,a","  208",",,a",,,,,,,,,,,"  272","H,,S"
"ASN00039083","2018-11-08","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  330",",,a","  228",",,a",,,,,,,,,,,"  253","H,,S"
"ASN00039083","2018-11-09","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  293",",,a","  184",",,a",,,,,,,,,,,"  241","H,,S"
"ASN00039083","2018-11-10","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  305",",,a","  194",",,a",,,,,,,,,,,"  246","H,,S"
"ASN00039083","2018-11-11","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  302",",,a","  192",",,a",,,,,,,,,,,"  248","H,,S"
"ASN00039083","2018-11-12","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  311",",,a","  199",",,a",,,,,,,,,,,"  242","H,,S"
"ASN00039083","2018-11-13","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  308",",,a","  179",",,a",,,,,,,,,,,"  248","H,,S"
"ASN00039083","2018-11-14","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  314",",,a","  197",",,a",,,,,,,,,,,"  254","H,,S"
"ASN00039083","2018-11-15","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  329",",,a","  211",",,a",,,,,,,,,,,"  257","H,,S"
"ASN00039083","2018-11-16","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  330",",,a","  195",",,a",,,,,,,,,,,"  271","H,,S"
"ASN00039083","2018-11-17","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  342",",,a","  194",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-18","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  330",",,a","  234",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-19","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   82",",,a","  275",",,a","  208",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-20","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   14",",,a","  310",",,a","  217",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-21","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  348",",,a","  191",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-22","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  354",",,a","  240",",,a",,,,,,,,,,,,
"ASN00039083","2018-11-23","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  361",",,a","  225",",,a",,,,,,,,,,,"  268","H,,S"
"ASN00039083","2018-11-24","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  365",",,a","  160",",,a",,,,,,,,,,,"  276","H,,S"
"ASN00039083","2018-11-25","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  415",",,a","  197",",,a",,,,,,,,,,,"  317","H,,S"
"ASN00039083","2018-11-26","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  399",",,a","  212",",,a",,,,,,,,,,,"  297","H,,S"
"ASN00039083","2018-11-27","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  378",",,a","  197",",,a",,,,,,,,,,,"  293","H,,S"
"ASN00039083","2018-11-28","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  444",",,a","  250",",,a",,,,,,,,,,,"  337","H,,S"
"ASN00039083","2018-11-29","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  367",",,a","  238",",,a",,,,,,,,,,,"  282","H,,S"
"ASN00039083","2018-11-30","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  381",",,a","  195",",,a",,,,,,,,,,,"  289","H,,S"
"ASN00039083","2018-12-01","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  380",",,a","  217",",,a",,,,,,,,,,,"  297","H,,S"
"ASN00039083","2018-12-02","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  390",",,a","  251",",,a",,,,,,,,,,,"  304","H,,S"
"ASN00039083","2018-12-03","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  409",",,a","  230",",,a",,,,,,,,,,,"  311","H,,S"
"ASN00039083","2018-12-04","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","   24",",,a","  379",",,a","  250",",,a",,,,,,,,,,,"  252","H,,S"
"ASN00039083","2018-12-05","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","  398",",,a","  306",",,a",,,,,,,,,,,,,"  256","H,,S"
"ASN00039083","2018-12-06","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  289",",,a","  215",",,a",,,,,,,,,,,"  245","H,,S"
"ASN00039083","2018-12-07","-23.3753","150.4775","10.4","ROCKHAMPTON AERO, AS","    0",",,a","  280",",,a","  215",",,a",,,,,,,,,,,"  242","H,,S"
