"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00273658","2018-01-29","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","   67",",,7","  -33",",,7",,,,,,,,,"  -33",",,7,0600",,,,,,,,,,
"USC00273658","2018-01-30","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","    6",",,7","  -67",",,7",,,,,,,,,"  -67",",,7,0600",,,,,,,,,,
"USC00273658","2018-01-31","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","  -17",",,7"," -117",",,7",,,,,,,,," -117",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-01","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","  -28",",,7"," -117",",,7",,,,,,,,,"  -44",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-02","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","   41",",,7,0600","   13",",,7,0600","    0","T,,7,0600","   28",",,7","  -61",",,7",,,,,,,,,"  -61",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-03","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","   28",",,7"," -178",",,7",,,,,,,,," -139",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-04","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","  -22",",,7"," -144",",,7",,,,,,,,,"  -22",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-05","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","  193",",,7,0600","    0",",,7,0600","    0","T,,7,0600","   33",",,7","  -22",",,7",,,,,,,,,"    6",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-06","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","    0","T,,7,0600","    6",",,7"," -106",",,7",,,,,,,,,"  -83",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-07","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0","T,,7,0600","    0","T,,7,0600","    0","T,,7,0600","  -28",",,7"," -111",",,7",,,,,,,,,"  -94",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-08","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","  170",",,7,0600","  114",",,7,0600","   76",",,7,0600","  -17",",,7"," -100",",,7",,,,,,,,,"  -78",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-09","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0",",,7,0600","    0",",,7,0600","   76",",,7,0600","  -50",",,7"," -144",",,7",,,,,,,,," -117",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-10","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","    0","T,,7,0600","    0","T,,7,0600","   51",",,7,0600","   17",",,7"," -144",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,
"USC00273658","2018-02-11","42.78273","-71.79853","274.3","GREENVILLE 1 NNE, NH US","   69",",,7,0600","    0",",,7,0600","   51",",,7,0600","   61",",,7","   17",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,
