"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00053500","2019-01-08","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   18",",,7,1630",,,,,"    6",",,7","  -67",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   -6",",,7,1630","  264",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-09","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    0",",,7"," -161",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -22",",,7,1630","   24",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-10","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    0",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,1630","   29",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-11","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   33",",,7,1630",,,,,"  -28",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,1630","   32",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-12","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    6",",,7"," -256",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -56",",,7,1630","   24",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-13","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -50",",,7"," -267",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,," -100",",,7,1630","   24",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-14","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -56",",,7"," -289",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,," -100",",,7,1630","   13",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-15","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -67",",,7"," -261",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -67",",,7,1630","   21",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-16","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"    6",",,7"," -111",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630","  109",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-17","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   39",",,7","  -94",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   22",",,7,1630","  179",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-18","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   81",",,7,1630",,,,,"   22",",,7","  -50",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -39",",,7,1630","  111",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-19","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -39",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,"  -50",",,7,1630","  233",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-20","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   17",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,1630","   69",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-21","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   11",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,1630","  108",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-22","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   11",",,7"," -156",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -89",",,7,1630","  164",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-23","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"  -89",",,7"," -200",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -94",",,7,1630","   92",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-24","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   25",",,7,1630",,,,,"  -56",",,7"," -100",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -72",",,7,1630","  206",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-25","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"  -61",",,7"," -122",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -72",",,7,1630","  270",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-26","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -28",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,1630","  211",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-27","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -17",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,1630","  196",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-28","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    0",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"  -78",",,7,1630","  296",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-29","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -56",",,7"," -256",",,7",,,,,,,,,,,,,,,,,,,,,"  -89",",,7,1630","   34",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-30","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -56",",,7"," -283",",,7",,,,,,,,,,,,,,,,,,,,,"  -83",",,7,1630","   77",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-01-31","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   -6",",,7"," -283",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -33",",,7,1630","   48",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-01","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -22",",,7"," -228",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,1630",,,,,,,,,,,,,,,,,,
"USC00053500","2019-02-02","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   33",",,7"," -217",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   17",",,7,1630","   56",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-03","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   17",",,7"," -106",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"    6",",,7,1630","  135",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-04","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   33",",,7","  -67",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   17",",,7,1630","  224",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-05","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    5",",,7,1630",,,,,"   22",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,1630","  145",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-06","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   30",",,7,1630",,,,,"    0",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,"  -67",",,7,1630",,,,,,,,,,,,,,,,,,
"USC00053500","2019-02-07","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -67",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,," -139",",,7,1630","  277",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-08","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -67",",,7"," -300",",,7",,,,,,,,,,,,,,,,,,,,," -100",",,7,1630","   47",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-09","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -22",",,7"," -239",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -22",",,7,1630","   24",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-10","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -11",",,7"," -150",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -22",",,7,1630","  146",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-11","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -17",",,7"," -172",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -89",",,7,1630","  156",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-12","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -28",",,7"," -222",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -33",",,7,1630","  180",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-13","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   28",",,7"," -106",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -17",",,7,1630","  200",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-14","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   18",",,7,1630",,,,,"   22",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,1630","  285",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-15","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   25",",,7,1630",,,,,"   22",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,1630","  172",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-16","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   61",",,7,1630",,,,,"   17",",,7"," -183",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -83",",,7,1630","  121",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-17","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -78",",,7"," -250",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -83",",,7,1630","   85",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-18","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -61",",,7"," -261",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -78",",,7,1630","   48",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-19","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"  -72",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,"  -83",",,7,1630","  106",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-20","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -78",",,7"," -250",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,," -100",",,7,1630","  208",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-02-21","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -39",",,7"," -283",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -44",",,7,1630","   45",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-22","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -22",",,7"," -161",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -39",",,7,1630","  143",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-23","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    3",",,7,1630",,,,,"  -33",",,7"," -189",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -78",",,7,1630","  220",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-24","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -44",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,1630","  230",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-25","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    6",",,7"," -233",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,1630","   89",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-26","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   44",",,7"," -172",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   28",",,7,1630","  100",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-27","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   39",",,7"," -167",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   33",",,7,1630","  114",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-02-28","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   33",",,7"," -100",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"    6",",,7,1630","  201",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-03-01","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    6",",,7","  -33",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630",,,,,,,,,,,,,,,,,,
"USC00053500","2019-03-02","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   18",",,7,1630",,,,,"    6",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,1630","  203",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-03","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   64",",,7,1630",,,,,"   -6",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,1630","  161",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-04","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -39",",,7"," -206",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,1630","   89",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-05","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -11",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,1630","  108",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-06","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   91",",,7,1630",,,,,"   11",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,1630","   61",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-07","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   41",",,7,1630",,,,,"   17",",,7","  -28",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -17",",,7,1630","  159",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-03-08","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"    6",",,7","  -78",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   -6",",,7,1630","   84",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-03-09","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   30",",,7,1630",,,,,"   -6",",,7"," -111",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -33",",,7,1630","  269",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-10","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   28",",,7"," -111",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"    6",",,7,1630","  124",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-11","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   17",",,7"," -183",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630","   77",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-03-12","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   39",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,1630","   74",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00053500","2019-03-13","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   84",",,7,1630",,,,,"   33",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  -67",",,7,1630","  132",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-14","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"  -61",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,"  -67",",,7,1630","  169",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-15","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  -44",",,7"," -283",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,1630","   47",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-16","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   -6",",,7"," -250",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   -6",",,7,1630","   31",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-17","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   17",",,7"," -217",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   11",",,7,1630","   47",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-18","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   33",",,7"," -189",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   17",",,7,1630","   76",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-19","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   33",",,7"," -150",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630","  121",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-20","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    0",",,7"," -233",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"    0",",,7,1630","   61",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-21","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   39",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,1630","   48",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-22","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   72",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,1630","  121",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-23","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   22",",,7","  -39",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   11",",,7,1630","  200",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-24","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   33",",,7"," -156",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"    0",",,7,1630","  105",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-25","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   17",",,7","  -50",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   17",",,7,1630","  177",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-26","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    8",",,7,1630",,,,,"   94",",,7"," -150",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   72",",,7,1630","   60",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-27","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  122",",,7","  -89",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  111",",,7,1630","   82",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-28","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  111",",,7","  -61",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   83",",,7,1630","  109",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-29","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   89",",,7","  -67",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630","  158",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-30","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"    6",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,1630","  143",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-03-31","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   72",",,7"," -150",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   61",",,7,1630","   66",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-01","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"   67",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,1630","  105",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-02","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   67",",,7"," -117",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   39",",,7,1630","   92",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-03","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   61",",,7","  -33",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   39",",,7,1630","  105",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-04","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   61",",,7","  -11",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   56",",,7,1630","  105",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-05","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  100",",,7","  -50",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  100",",,7,1630",,,,,,,,,,,,,,,,,,
"USC00053500","2019-04-06","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  106",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,1630","   92",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-07","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   94",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,1630","  182",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-08","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  111",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  111",",,7,1630","  121",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-09","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"  139",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,1630","   84",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-10","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   43",",,7,1630",,,,,"  111",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,1630","  148",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-11","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0",",,7,1630",,,,,"    0",",,7"," -100",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -33",",,7,1630","  224",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-12","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","    0","T,,7,1630",,,,,"   11",",,7","  -83",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"  -11",",,7,1630","  153",",,7",,,,,,,,,,,,,,,,
"USC00053500","2019-04-13","40.1849","-105.8666","2526.2","GRAND LAKE 6 SSW, CO US","   25",",,7,1630",,,,,"   39",",,7"," -144",",,7",,,,,,,"    0",",,7,1630",,,,,,,,,,,,,"   11",",,7,1630","   85",",,7",,,,,,,,,,,,,,,,
