"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA004034910","2018-05-28","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  274",",,C","   86",",,C",,,,,"  180",",,C","   12",",,C","  370",",,C"
"CA004034910","2018-05-29","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  275",",,C","   84",",,C",,,,,"  180",",,C","   35",",,C","  540",",,C"
"CA004034910","2018-05-30","49.1","-107.0167","830.0","MANKOTA, SK CA","    5",",,C",,,,,"  270",",,C","  110",",,C",,,,,"  190",",,C","   21",",,C","  570",",,C"
"CA004034910","2018-05-31","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  182",",,C","   77",",,C",,,,,"  130",",,C","    5",",,C","  440",",,C"
"CA004034910","2018-06-01","49.1","-107.0167","830.0","MANKOTA, SK CA","    5",",,C",,,,,"  198",",,C","   89",",,C",,,,,"  144",",,C","   31",",,C","  650",",,C"
"CA004034910","2018-06-02","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  216",",,C","   60",",,C",,,,,"  138",",,C","   29",",,C","  650",",,C"
"CA004034910","2018-06-03","49.1","-107.0167","830.0","MANKOTA, SK CA",,,,,,,"  273",",,C","   15",",,C",,,,,"  144",",,C","   24",",,C","  370",",,C"
"CA004034910","2018-06-04","49.1","-107.0167","830.0","MANKOTA, SK CA","    4",",,C",,,,,"  314",",,C","   63",",,C",,,,,"  189",",,C","   28",",,C","  830",",,C"
"CA004034910","2018-06-05","49.1","-107.0167","830.0","MANKOTA, SK CA","    2",",,C",,,,,"  220",",,C","   77",",,C",,,,,"  149",",,C","   30",",,C","  350",",,C"
"CA004034910","2018-06-06","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  278",",,C","   34",",,C",,,,,"  156",",,C","   20",",,C","  460",",,C"
"CA004034910","2018-06-07","49.1","-107.0167","830.0","MANKOTA, SK CA","  321",",,C",,,,,"  283",",,C","  115",",,C",,,,,"  199",",,C","   32",",,C","  760",",,C"
"CA004034910","2018-06-08","49.1","-107.0167","830.0","MANKOTA, SK CA","    3",",,C",,,,,"  270",",,C","  105",",,C",,,,,"  188",",,C","   27",",,C","  370",",,C"
"CA004034910","2018-06-09","49.1","-107.0167","830.0","MANKOTA, SK CA","    0",",,C",,,,,"  315",",,C","  116",",,C",,,,,"  216",",,C","   16",",,C","  520",",,C"
