"USC00504094","2018-06-16","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  144",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-06-17","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  150",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-06-18","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  156",",,7","  100",",,7","    3",",,7",,,"  117",",,7",,,"  117",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-19","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  244",",,7","  111",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-20","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  144",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-21","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  267",",,7","  150",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-22","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","  128",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-23","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  172",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-06-24","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  167",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-06-25","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  161",",,7","  106",",,7","    3",",,7",,,"   15",",,7",,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-26","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","  100",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-27","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","  107",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   94",",,7",,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-28","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  100",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-29","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","   64",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","  106",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-06-30","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  150",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-01","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  133",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-02","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  144",",,7","  111",",,7","    3",",,7",,,"  307",",,7",,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-03","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","  106",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-04","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  278",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-05","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  272",",,7","  122",",,7","    2",",,7",,,"    0",",,7",,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-06","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  244",",,7","  161",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-07","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  189",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-08","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  172",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-09","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  172",",,7","  128",",,7","    3",",,7",,,"    0",",,7",,,"  139",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-10","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","  139",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-11","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","  114",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","  117",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-12","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","  132",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","  100",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-13","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  139",",,7","   83",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,
"USC00504094","2018-07-14","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  217",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-15","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,,,,,"  217",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00504094","2018-07-16","58.2988","-134.4111","15.2","JUNEAU DOWNTOWN, AK US",,,"    0",",,7,","    0",",,7,0700","  139",",,7","  106",",,7","    3",",,7",,,"  505",",,7",,,"  106",",,7,0700",,,,,,,,,,,,,,,,
